record_id,vendor_id,vendor_name,category,region,status,period,year,month,quarter,invoice_amount,payment_days,on_time,quality_score,defect_rate,order_count,dispute_count
VP-0340,V-TEC-05,Technology Vendor 05,Technology,West,Active,Jan 2026,2026,1,Q1,61703.93,71,Yes,89.7,0.066,13,0
VP-0341,V-TEC-06,Technology Vendor 06,Technology,West,Active,Jan 2026,2026,1,Q1,83216.65,57,Yes,96.0,0.0418,4,0
VP-0383,V-LOG-01,Logistics Vendor 01,Logistics,West,Active,Feb 2026,2026,2,Q1,34886.74,29,Yes,75.6,0.2705,3,0
VP-0384,V-LOG-02,Logistics Vendor 02,Logistics,North,Active,Feb 2026,2026,2,Q1,65951.72,32,Yes,94.8,0.0685,14,0
VP-0385,V-LOG-03,Logistics Vendor 03,Logistics,North,Active,Feb 2026,2026,2,Q1,72969.78,26,Yes,69.1,0.3733,15,0
VP-0386,V-LOG-04,Logistics Vendor 04,Logistics,South,Active,Feb 2026,2026,2,Q1,62005.53,57,Yes,78.1,0.1749,1,0
VP-0387,V-LOG-05,Logistics Vendor 05,Logistics,North,Probation,Feb 2026,2026,2,Q1,87029.95,70,Yes,70.2,0.2973,4,1
VP-0388,V-LOG-06,Logistics Vendor 06,Logistics,North,Inactive,Feb 2026,2026,2,Q1,149582.56,49,Yes,64.1,0.4571,15,1
VP-0371,V-OFF-01,Office Supplies Vendor 01,Office Supplies,East,Active,Feb 2026,2026,2,Q1,155128.26,32,Yes,95.9,0.0528,11,0
VP-0372,V-OFF-02,Office Supplies Vendor 02,Office Supplies,West,Active,Feb 2026,2026,2,Q1,261098.29,48,No,90.8,0.0919,1,0
VP-0373,V-OFF-03,Office Supplies Vendor 03,Office Supplies,North,Active,Feb 2026,2026,2,Q1,137023.95,45,No,95.6,0.0536,8,0
VP-0374,V-OFF-04,Office Supplies Vendor 04,Office Supplies,Central,Active,Feb 2026,2026,2,Q1,152476.44,69,Yes,84.1,0.0882,14,0
VP-0375,V-OFF-05,Office Supplies Vendor 05,Office Supplies,South,Active,Feb 2026,2026,2,Q1,139775.17,77,Yes,85.2,0.185,3,0
VP-0376,V-OFF-06,Office Supplies Vendor 06,Office Supplies,Central,Active,Feb 2026,2026,2,Q1,179866.44,36,Yes,69.7,0.3383,8,1
VP-0389,V-PRO-01,Professional Services Vendor 01,Professional Services,South,Probation,Feb 2026,2026,2,Q1,85839.57,25,Yes,80.4,0.1899,11,0
VP-0390,V-PRO-02,Professional Services Vendor 02,Professional Services,South,Active,Feb 2026,2026,2,Q1,176966.68,57,Yes,90.2,0.0781,2,0
VP-0391,V-PRO-03,Professional Services Vendor 03,Professional Services,Central,Active,Feb 2026,2026,2,Q1,59017.74,51,Yes,91.8,0.0443,2,0
VP-0392,V-PRO-04,Professional Services Vendor 04,Professional Services,North,Inactive,Feb 2026,2026,2,Q1,127525.88,44,Yes,93.6,0.0681,14,0
VP-0393,V-PRO-05,Professional Services Vendor 05,Professional Services,North,Probation,Feb 2026,2026,2,Q1,101391.79,43,Yes,62.1,0.2976,15,3
VP-0394,V-PRO-06,Professional Services Vendor 06,Professional Services,North,Active,Feb 2026,2026,2,Q1,145664.19,36,Yes,70.9,0.2051,7,1
VP-0377,V-RAW-01,Raw Materials Vendor 01,Raw Materials,South,Active,Feb 2026,2026,2,Q1,117485.08,46,Yes,85.5,0.1717,14,0
VP-0378,V-RAW-02,Raw Materials Vendor 02,Raw Materials,East,Inactive,Feb 2026,2026,2,Q1,204242.94,69,No,69.3,0.2313,13,0
VP-0379,V-RAW-03,Raw Materials Vendor 03,Raw Materials,Central,Probation,Feb 2026,2026,2,Q1,46745.0,47,Yes,64.4,0.53,14,1
VP-0380,V-RAW-04,Raw Materials Vendor 04,Raw Materials,East,Probation,Feb 2026,2026,2,Q1,173751.6,72,No,90.8,0.0621,14,0
VP-0381,V-RAW-05,Raw Materials Vendor 05,Raw Materials,Central,Active,Feb 2026,2026,2,Q1,113995.62,24,Yes,78.9,0.1738,14,1
VP-0382,V-RAW-06,Raw Materials Vendor 06,Raw Materials,South,Active,Feb 2026,2026,2,Q1,126344.39,36,Yes,54.5,0.5899,10,1
VP-0365,V-TEC-01,Technology Vendor 01,Technology,South,Active,Feb 2026,2026,2,Q1,184573.24,47,Yes,89.0,0.1435,11,0
VP-0366,V-TEC-02,Technology Vendor 02,Technology,North,Active,Feb 2026,2026,2,Q1,64858.79,88,No,69.8,0.2988,1,1
VP-0367,V-TEC-03,Technology Vendor 03,Technology,West,Inactive,Feb 2026,2026,2,Q1,57872.59,46,Yes,58.4,0.3411,12,0
VP-0368,V-TEC-04,Technology Vendor 04,Technology,West,Probation,Feb 2026,2026,2,Q1,56490.51,82,Yes,74.6,0.3084,4,0
VP-0369,V-TEC-05,Technology Vendor 05,Technology,West,Active,Feb 2026,2026,2,Q1,200064.43,80,Yes,88.5,0.1303,9,0
VP-0370,V-TEC-06,Technology Vendor 06,Technology,West,Active,Feb 2026,2026,2,Q1,98305.11,53,Yes,88.0,0.1751,10,0
VP-0412,V-LOG-01,Logistics Vendor 01,Logistics,West,Active,Mar 2026,2026,3,Q1,148169.64,43,Yes,77.4,0.1309,9,0
VP-0413,V-LOG-02,Logistics Vendor 02,Logistics,North,Active,Mar 2026,2026,3,Q1,71482.01,43,Yes,88.8,0.1089,5,0
VP-0414,V-LOG-03,Logistics Vendor 03,Logistics,North,Active,Mar 2026,2026,3,Q1,109040.4,27,Yes,72.0,0.3354,3,0
VP-0415,V-LOG-04,Logistics Vendor 04,Logistics,South,Active,Mar 2026,2026,3,Q1,48041.91,42,Yes,70.8,0.1919,4,0
VP-0416,V-LOG-05,Logistics Vendor 05,Logistics,North,Probation,Mar 2026,2026,3,Q1,94715.66,82,No,56.3,0.2472,14,2
VP-0417,V-LOG-06,Logistics Vendor 06,Logistics,North,Inactive,Mar 2026,2026,3,Q1,81653.4,72,No,60.8,0.4036,10,0
VP-0401,V-OFF-01,Office Supplies Vendor 01,Office Supplies,East,Active,Mar 2026,2026,3,Q1,89487.21,42,Yes,88.7,0.1136,15,0
VP-0402,V-OFF-02,Office Supplies Vendor 02,Office Supplies,West,Active,Mar 2026,2026,3,Q1,249596.55,60,Yes,76.6,0.3475,14,0
VP-0403,V-OFF-03,Office Supplies Vendor 03,Office Supplies,North,Active,Mar 2026,2026,3,Q1,124833.0,66,No,84.7,0.0893,6,0
VP-0404,V-OFF-04,Office Supplies Vendor 04,Office Supplies,Central,Active,Mar 2026,2026,3,Q1,115363.61,57,Yes,85.9,0.1924,11,0
VP-0405,V-OFF-05,Office Supplies Vendor 05,Office Supplies,South,Active,Mar 2026,2026,3,Q1,279104.87,75,No,100,0.0,8,0
VP-0406,V-OFF-06,Office Supplies Vendor 06,Office Supplies,Central,Active,Mar 2026,2026,3,Q1,105162.42,35,Yes,68.7,0.1875,7,1
VP-0418,V-PRO-01,Professional Services Vendor 01,Professional Services,South,Probation,Mar 2026,2026,3,Q1,70691.66,21,Yes,83.4,0.1958,5,0
VP-0419,V-PRO-02,Professional Services Vendor 02,Professional Services,South,Active,Mar 2026,2026,3,Q1,52826.38,39,Yes,97.3,0.038,6,0
VP-0420,V-PRO-03,Professional Services Vendor 03,Professional Services,Central,Active,Mar 2026,2026,3,Q1,139119.41,35,Yes,80.9,0.211,8,0
VP-0421,V-PRO-05,Professional Services Vendor 05,Professional Services,North,Probation,Mar 2026,2026,3,Q1,69793.34,33,Yes,64.5,0.232,12,0
VP-0422,V-PRO-06,Professional Services Vendor 06,Professional Services,North,Active,Mar 2026,2026,3,Q1,195557.56,35,Yes,59.9,0.4726,15,0
VP-0407,V-RAW-01,Raw Materials Vendor 01,Raw Materials,South,Active,Mar 2026,2026,3,Q1,76560.82,20,Yes,89.7,0.1207,9,0
VP-0408,V-RAW-03,Raw Materials Vendor 03,Raw Materials,Central,Probation,Mar 2026,2026,3,Q1,187125.13,46,Yes,59.9,0.4178,9,0
VP-0409,V-RAW-04,Raw Materials Vendor 04,Raw Materials,East,Probation,Mar 2026,2026,3,Q1,134374.84,73,No,90.6,0.0666,7,0
VP-0410,V-RAW-05,Raw Materials Vendor 05,Raw Materials,Central,Active,Mar 2026,2026,3,Q1,179601.98,13,Yes,68.3,0.3203,8,0
VP-0411,V-RAW-06,Raw Materials Vendor 06,Raw Materials,South,Active,Mar 2026,2026,3,Q1,104462.21,53,Yes,66.6,0.269,9,1
VP-0395,V-TEC-01,Technology Vendor 01,Technology,South,Active,Mar 2026,2026,3,Q1,60431.03,42,Yes,91.8,0.1061,5,0
VP-0396,V-TEC-02,Technology Vendor 02,Technology,North,Active,Mar 2026,2026,3,Q1,63215.28,83,Yes,67.9,0.3255,10,1
VP-0397,V-TEC-03,Technology Vendor 03,Technology,West,Inactive,Mar 2026,2026,3,Q1,71768.19,69,Yes,53.4,0.4469,4,0
VP-0398,V-TEC-04,Technology Vendor 04,Technology,West,Probation,Mar 2026,2026,3,Q1,83930.74,80,Yes,73.3,0.1373,7,0
VP-0399,V-TEC-05,Technology Vendor 05,Technology,West,Active,Mar 2026,2026,3,Q1,97593.75,65,Yes,93.5,0.0898,14,0
VP-0400,V-TEC-06,Technology Vendor 06,Technology,West,Active,Mar 2026,2026,3,Q1,106925.63,61,Yes,97.6,0.0226,12,0
VP-0440,V-LOG-01,Logistics Vendor 01,Logistics,West,Active,Apr 2026,2026,4,Q2,167273.34,22,Yes,80.9,0.2118,13,0
VP-0441,V-LOG-02,Logistics Vendor 02,Logistics,North,Active,Apr 2026,2026,4,Q2,118691.4,30,Yes,89.2,0.1539,9,0
VP-0442,V-LOG-03,Logistics Vendor 03,Logistics,North,Active,Apr 2026,2026,4,Q2,104691.08,41,Yes,71.3,0.3936,11,0
VP-0443,V-LOG-04,Logistics Vendor 04,Logistics,South,Active,Apr 2026,2026,4,Q2,109832.64,50,Yes,72.6,0.3272,1,0
VP-0444,V-LOG-05,Logistics Vendor 05,Logistics,North,Probation,Apr 2026,2026,4,Q2,82110.95,80,Yes,63.5,0.2102,14,2
VP-0428,V-OFF-01,Office Supplies Vendor 01,Office Supplies,East,Active,Apr 2026,2026,4,Q2,185462.25,41,Yes,97.2,0.0174,5,0
VP-0429,V-OFF-02,Office Supplies Vendor 02,Office Supplies,West,Active,Apr 2026,2026,4,Q2,122249.25,50,Yes,85.6,0.1191,15,0
VP-0430,V-OFF-03,Office Supplies Vendor 03,Office Supplies,North,Active,Apr 2026,2026,4,Q2,101888.84,48,Yes,84.8,0.0872,6,0
VP-0431,V-OFF-04,Office Supplies Vendor 04,Office Supplies,Central,Active,Apr 2026,2026,4,Q2,112830.53,59,Yes,87.7,0.0733,5,0
VP-0432,V-OFF-05,Office Supplies Vendor 05,Office Supplies,South,Active,Apr 2026,2026,4,Q2,150819.86,56,Yes,88.3,0.103,2,0
VP-0433,V-OFF-06,Office Supplies Vendor 06,Office Supplies,Central,Active,Apr 2026,2026,4,Q2,160940.84,34,Yes,68.7,0.4518,15,1
VP-0445,V-PRO-01,Professional Services Vendor 01,Professional Services,South,Probation,Apr 2026,2026,4,Q2,97151.1,45,Yes,84.8,0.1053,5,0
VP-0446,V-PRO-02,Professional Services Vendor 02,Professional Services,South,Active,Apr 2026,2026,4,Q2,249493.47,53,No,91.6,0.103,14,0
VP-0447,V-PRO-03,Professional Services Vendor 03,Professional Services,Central,Active,Apr 2026,2026,4,Q2,112749.68,37,Yes,93.0,0.0892,6,0
VP-0448,V-PRO-05,Professional Services Vendor 05,Professional Services,North,Probation,Apr 2026,2026,4,Q2,165675.94,33,Yes,73.2,0.234,15,0
VP-0449,V-PRO-06,Professional Services Vendor 06,Professional Services,North,Active,Apr 2026,2026,4,Q2,85881.38,52,Yes,61.7,0.5309,3,1
VP-0434,V-RAW-01,Raw Materials Vendor 01,Raw Materials,South,Active,Apr 2026,2026,4,Q2,129100.75,45,Yes,87.2,0.1065,3,0
VP-0435,V-RAW-02,Raw Materials Vendor 02,Raw Materials,East,Inactive,Apr 2026,2026,4,Q2,175906.39,51,Yes,75.3,0.1249,6,0
VP-0436,V-RAW-03,Raw Materials Vendor 03,Raw Materials,Central,Probation,Apr 2026,2026,4,Q2,96355.89,26,Yes,60.1,0.4482,14,1
VP-0437,V-RAW-04,Raw Materials Vendor 04,Raw Materials,East,Probation,Apr 2026,2026,4,Q2,141079.04,73,Yes,90.7,0.0675,2,0
VP-0438,V-RAW-05,Raw Materials Vendor 05,Raw Materials,Central,Active,Apr 2026,2026,4,Q2,179714.72,12,Yes,66.9,0.2034,8,0
VP-0439,V-RAW-06,Raw Materials Vendor 06,Raw Materials,South,Active,Apr 2026,2026,4,Q2,88412.02,56,No,58.8,0.5701,15,1
VP-0423,V-TEC-01,Technology Vendor 01,Technology,South,Active,Apr 2026,2026,4,Q2,272579.11,28,Yes,87.9,0.0718,8,0
VP-0424,V-TEC-02,Technology Vendor 02,Technology,North,Active,Apr 2026,2026,4,Q2,129191.54,90,Yes,62.4,0.434,1,2
VP-0425,V-TEC-04,Technology Vendor 04,Technology,West,Probation,Apr 2026,2026,4,Q2,55500.87,68,Yes,60.2,0.4126,12,0
VP-0426,V-TEC-05,Technology Vendor 05,Technology,West,Active,Apr 2026,2026,4,Q2,102664.14,56,Yes,86.7,0.1018,14,0
VP-0427,V-TEC-06,Technology Vendor 06,Technology,West,Active,Apr 2026,2026,4,Q2,98602.63,35,Yes,91.1,0.075,6,0
VP-0468,V-LOG-01,Logistics Vendor 01,Logistics,West,Active,May 2026,2026,5,Q2,112930.46,26,Yes,76.8,0.2034,9,1
VP-0469,V-LOG-02,Logistics Vendor 02,Logistics,North,Active,May 2026,2026,5,Q2,102922.76,47,Yes,94.0,0.0433,8,0
VP-0470,V-LOG-03,Logistics Vendor 03,Logistics,North,Active,May 2026,2026,5,Q2,71501.69,21,Yes,77.7,0.1129,12,0
VP-0471,V-LOG-04,Logistics Vendor 04,Logistics,South,Active,May 2026,2026,5,Q2,198085.64,61,Yes,71.8,0.3176,5,0
VP-0472,V-LOG-05,Logistics Vendor 05,Logistics,North,Probation,May 2026,2026,5,Q2,55930.34,74,Yes,57.1,0.5276,1,1
VP-0473,V-LOG-06,Logistics Vendor 06,Logistics,North,Inactive,May 2026,2026,5,Q2,176486.31,58,Yes,58.1,0.3341,4,0
VP-0456,V-OFF-01,Office Supplies Vendor 01,Office Supplies,East,Active,May 2026,2026,5,Q2,102294.31,35,Yes,92.2,0.0736,8,0
VP-0457,V-OFF-02,Office Supplies Vendor 02,Office Supplies,West,Active,May 2026,2026,5,Q2,183382.53,55,Yes,77.2,0.1187,13,0
VP-0458,V-OFF-03,Office Supplies Vendor 03,Office Supplies,North,Active,May 2026,2026,5,Q2,108165.4,64,No,85.1,0.1872,4,0
VP-0459,V-OFF-04,Office Supplies Vendor 04,Office Supplies,Central,Active,May 2026,2026,5,Q2,169195.05,62,Yes,81.0,0.1016,12,0
VP-0460,V-OFF-05,Office Supplies Vendor 05,Office Supplies,South,Active,May 2026,2026,5,Q2,121642.06,75,Yes,96.0,0.0345,15,0
VP-0461,V-OFF-06,Office Supplies Vendor 06,Office Supplies,Central,Active,May 2026,2026,5,Q2,157191.3,41,Yes,71.2,0.2286,12,0
VP-0474,V-PRO-01,Professional Services Vendor 01,Professional Services,South,Probation,May 2026,2026,5,Q2,85643.31,33,Yes,78.7,0.2734,5,0
VP-0475,V-PRO-02,Professional Services Vendor 02,Professional Services,South,Active,May 2026,2026,5,Q2,112858.05,33,Yes,99.3,0.0078,12,0
VP-0476,V-PRO-03,Professional Services Vendor 03,Professional Services,Central,Active,May 2026,2026,5,Q2,59135.16,43,Yes,78.8,0.3158,3,0
VP-0477,V-PRO-05,Professional Services Vendor 05,Professional Services,North,Probation,May 2026,2026,5,Q2,151763.04,47,Yes,68.7,0.358,15,0
VP-0478,V-PRO-06,Professional Services Vendor 06,Professional Services,North,Active,May 2026,2026,5,Q2,77578.16,46,Yes,59.9,0.5115,14,1
VP-0462,V-RAW-01,Raw Materials Vendor 01,Raw Materials,South,Active,May 2026,2026,5,Q2,106083.45,20,Yes,85.6,0.1577,6,0
VP-0463,V-RAW-02,Raw Materials Vendor 02,Raw Materials,East,Inactive,May 2026,2026,5,Q2,110238.92,60,Yes,67.3,0.4831,9,1
VP-0464,V-RAW-03,Raw Materials Vendor 03,Raw Materials,Central,Probation,May 2026,2026,5,Q2,220003.19,47,Yes,65.2,0.2279,9,0
VP-0465,V-RAW-04,Raw Materials Vendor 04,Raw Materials,East,Probation,May 2026,2026,5,Q2,209989.04,71,Yes,81.7,0.1296,2,0
VP-0466,V-RAW-05,Raw Materials Vendor 05,Raw Materials,Central,Active,May 2026,2026,5,Q2,175459.56,40,Yes,78.3,0.3042,12,0
VP-0467,V-RAW-06,Raw Materials Vendor 06,Raw Materials,South,Active,May 2026,2026,5,Q2,85239.3,51,Yes,57.0,0.4912,11,1
VP-0450,V-TEC-01,Technology Vendor 01,Technology,South,Active,May 2026,2026,5,Q2,212004.18,24,Yes,87.0,0.1053,9,0
VP-0451,V-TEC-02,Technology Vendor 02,Technology,North,Active,May 2026,2026,5,Q2,94923.65,74,Yes,58.5,0.3383,8,1
VP-0452,V-TEC-03,Technology Vendor 03,Technology,West,Inactive,May 2026,2026,5,Q2,128754.49,54,Yes,53.2,0.6566,13,1
VP-0453,V-TEC-04,Technology Vendor 04,Technology,West,Probation,May 2026,2026,5,Q2,61030.12,63,Yes,72.4,0.1611,15,0
VP-0454,V-TEC-05,Technology Vendor 05,Technology,West,Active,May 2026,2026,5,Q2,71049.9,77,No,91.9,0.0531,6,0
VP-0455,V-TEC-06,Technology Vendor 06,Technology,West,Active,May 2026,2026,5,Q2,117714.0,59,Yes,90.8,0.1371,7,0
VP-0497,V-LOG-01,Logistics Vendor 01,Logistics,West,Active,Jun 2026,2026,6,Q2,160700.64,42,Yes,76.7,0.297,3,0
VP-0498,V-LOG-02,Logistics Vendor 02,Logistics,North,Active,Jun 2026,2026,6,Q2,73606.04,44,Yes,95.0,0.0439,13,0
VP-0499,V-LOG-03,Logistics Vendor 03,Logistics,North,Active,Jun 2026,2026,6,Q2,108973.87,31,Yes,78.2,0.228,10,0
VP-0500,V-LOG-04,Logistics Vendor 04,Logistics,South,Active,Jun 2026,2026,6,Q2,123728.12,68,Yes,76.3,0.1608,2,0
VP-0501,V-LOG-05,Logistics Vendor 05,Logistics,North,Probation,Jun 2026,2026,6,Q2,47650.24,59,Yes,61.9,0.3343,13,1
VP-0502,V-LOG-06,Logistics Vendor 06,Logistics,North,Inactive,Jun 2026,2026,6,Q2,134388.93,57,Yes,68.8,0.4482,7,2
VP-0485,V-OFF-01,Office Supplies Vendor 01,Office Supplies,East,Active,Jun 2026,2026,6,Q2,250012.35,36,Yes,91.9,0.096,2,0
VP-0486,V-OFF-02,Office Supplies Vendor 02,Office Supplies,West,Active,Jun 2026,2026,6,Q2,128988.43,57,Yes,78.2,0.219,12,0
VP-0487,V-OFF-03,Office Supplies Vendor 03,Office Supplies,North,Active,Jun 2026,2026,6,Q2,134967.94,57,Yes,86.8,0.1366,12,0
VP-0488,V-OFF-04,Office Supplies Vendor 04,Office Supplies,Central,Active,Jun 2026,2026,6,Q2,211014.45,62,Yes,87.2,0.1711,7,0
VP-0489,V-OFF-05,Office Supplies Vendor 05,Office Supplies,South,Active,Jun 2026,2026,6,Q2,64313.74,66,No,91.2,0.1132,11,0
VP-0490,V-OFF-06,Office Supplies Vendor 06,Office Supplies,Central,Active,Jun 2026,2026,6,Q2,124127.33,55,Yes,62.4,0.4307,7,0
VP-0503,V-PRO-01,Professional Services Vendor 01,Professional Services,South,Probation,Jun 2026,2026,6,Q2,94329.11,23,Yes,82.3,0.2144,6,0
VP-0504,V-PRO-02,Professional Services Vendor 02,Professional Services,South,Active,Jun 2026,2026,6,Q2,173472.29,53,No,89.4,0.0581,15,0
VP-0505,V-PRO-03,Professional Services Vendor 03,Professional Services,Central,Active,Jun 2026,2026,6,Q2,161575.68,33,Yes,93.2,0.066,13,0
VP-0506,V-PRO-05,Professional Services Vendor 05,Professional Services,North,Probation,Jun 2026,2026,6,Q2,179148.38,52,Yes,60.0,0.4123,2,1
VP-0507,V-PRO-06,Professional Services Vendor 06,Professional Services,North,Active,Jun 2026,2026,6,Q2,201048.71,50,Yes,72.4,0.3844,2,0
VP-0491,V-RAW-01,Raw Materials Vendor 01,Raw Materials,South,Active,Jun 2026,2026,6,Q2,97236.8,38,Yes,94.4,0.0656,2,0
VP-0492,V-RAW-02,Raw Materials Vendor 02,Raw Materials,East,Inactive,Jun 2026,2026,6,Q2,169643.81,70,Yes,69.9,0.2379,8,0
VP-0493,V-RAW-03,Raw Materials Vendor 03,Raw Materials,Central,Probation,Jun 2026,2026,6,Q2,156120.03,45,Yes,70.1,0.2829,11,0
VP-0494,V-RAW-04,Raw Materials Vendor 04,Raw Materials,East,Probation,Jun 2026,2026,6,Q2,190340.49,69,Yes,84.7,0.1161,10,0
VP-0495,V-RAW-05,Raw Materials Vendor 05,Raw Materials,Central,Active,Jun 2026,2026,6,Q2,52480.69,35,Yes,72.1,0.3145,2,1
VP-0496,V-RAW-06,Raw Materials Vendor 06,Raw Materials,South,Active,Jun 2026,2026,6,Q2,65842.77,43,Yes,56.4,0.5784,11,0
VP-0479,V-TEC-01,Technology Vendor 01,Technology,South,Active,Jun 2026,2026,6,Q2,226774.87,27,Yes,93.8,0.0665,15,0
VP-0480,V-TEC-02,Technology Vendor 02,Technology,North,Active,Jun 2026,2026,6,Q2,88809.49,78,Yes,68.9,0.2431,1,1
VP-0481,V-TEC-03,Technology Vendor 03,Technology,West,Inactive,Jun 2026,2026,6,Q2,163125.89,46,Yes,66.8,0.2954,7,1
VP-0482,V-TEC-04,Technology Vendor 04,Technology,West,Probation,Jun 2026,2026,6,Q2,69077.78,92,Yes,67.0,0.2806,14,2
VP-0483,V-TEC-05,Technology Vendor 05,Technology,West,Active,Jun 2026,2026,6,Q2,119419.53,75,No,92.8,0.0378,11,0
VP-0484,V-TEC-06,Technology Vendor 06,Technology,West,Active,Jun 2026,2026,6,Q2,74208.25,49,Yes,93.3,0.0529,8,0
VP-0524,V-LOG-01,Logistics Vendor 01,Logistics,West,Active,Jul 2026,2026,7,Q3,98495.95,28,Yes,88.0,0.0603,10,0
VP-0525,V-LOG-02,Logistics Vendor 02,Logistics,North,Active,Jul 2026,2026,7,Q3,47370.05,20,Yes,95.3,0.0359,2,0
VP-0526,V-LOG-03,Logistics Vendor 03,Logistics,North,Active,Jul 2026,2026,7,Q3,78326.11,32,Yes,65.0,0.4409,11,0
VP-0527,V-LOG-04,Logistics Vendor 04,Logistics,South,Active,Jul 2026,2026,7,Q3,48448.35,43,Yes,77.0,0.1886,13,0
VP-0528,V-LOG-05,Logistics Vendor 05,Logistics,North,Probation,Jul 2026,2026,7,Q3,81987.26,63,Yes,55.1,0.4497,1,0
VP-0513,V-OFF-01,Office Supplies Vendor 01,Office Supplies,East,Active,Jul 2026,2026,7,Q3,173191.06,41,Yes,95.5,0.0356,9,0
VP-0514,V-OFF-02,Office Supplies Vendor 02,Office Supplies,West,Active,Jul 2026,2026,7,Q3,172620.93,32,Yes,82.8,0.1506,8,0
VP-0515,V-OFF-03,Office Supplies Vendor 03,Office Supplies,North,Active,Jul 2026,2026,7,Q3,90298.53,58,Yes,91.7,0.0424,2,0
VP-0516,V-OFF-04,Office Supplies Vendor 04,Office Supplies,Central,Active,Jul 2026,2026,7,Q3,209191.98,60,No,87.2,0.1756,7,0
VP-0517,V-OFF-05,Office Supplies Vendor 05,Office Supplies,South,Active,Jul 2026,2026,7,Q3,68338.4,62,Yes,91.5,0.048,10,0
VP-0518,V-OFF-06,Office Supplies Vendor 06,Office Supplies,Central,Active,Jul 2026,2026,7,Q3,160794.59,36,Yes,69.9,0.3533,7,1
VP-0529,V-PRO-01,Professional Services Vendor 01,Professional Services,South,Probation,Jul 2026,2026,7,Q3,100981.77,44,Yes,75.5,0.175,15,0
VP-0530,V-PRO-02,Professional Services Vendor 02,Professional Services,South,Active,Jul 2026,2026,7,Q3,160165.4,47,Yes,99.3,0.0079,10,0
VP-0531,V-PRO-03,Professional Services Vendor 03,Professional Services,Central,Active,Jul 2026,2026,7,Q3,185112.82,59,Yes,86.5,0.1245,5,0
VP-0532,V-PRO-05,Professional Services Vendor 05,Professional Services,North,Probation,Jul 2026,2026,7,Q3,191792.58,33,Yes,60.2,0.386,12,1
VP-0533,V-PRO-06,Professional Services Vendor 06,Professional Services,North,Active,Jul 2026,2026,7,Q3,172602.04,32,No,67.8,0.3054,9,0
VP-0519,V-RAW-01,Raw Materials Vendor 01,Raw Materials,South,Active,Jul 2026,2026,7,Q3,176797.16,17,Yes,79.2,0.3012,13,0
VP-0520,V-RAW-03,Raw Materials Vendor 03,Raw Materials,Central,Probation,Jul 2026,2026,7,Q3,65733.68,36,Yes,71.2,0.4216,1,1
VP-0521,V-RAW-04,Raw Materials Vendor 04,Raw Materials,East,Probation,Jul 2026,2026,7,Q3,204935.27,86,No,87.2,0.0864,15,0
VP-0522,V-RAW-05,Raw Materials Vendor 05,Raw Materials,Central,Active,Jul 2026,2026,7,Q3,79865.6,31,Yes,67.5,0.4725,6,0
VP-0523,V-RAW-06,Raw Materials Vendor 06,Raw Materials,South,Active,Jul 2026,2026,7,Q3,48199.13,51,Yes,61.6,0.5621,8,0
VP-0508,V-TEC-01,Technology Vendor 01,Technology,South,Active,Jul 2026,2026,7,Q3,208491.37,19,Yes,91.4,0.0859,5,0
VP-0509,V-TEC-02,Technology Vendor 02,Technology,North,Active,Jul 2026,2026,7,Q3,129941.58,67,Yes,66.4,0.2036,3,1
VP-0510,V-TEC-04,Technology Vendor 04,Technology,West,Probation,Jul 2026,2026,7,Q3,97670.72,70,Yes,70.9,0.2602,3,1
VP-0511,V-TEC-05,Technology Vendor 05,Technology,West,Active,Jul 2026,2026,7,Q3,64116.92,71,Yes,91.2,0.1231,2,0
VP-0512,V-TEC-06,Technology Vendor 06,Technology,West,Active,Jul 2026,2026,7,Q3,105243.5,57,Yes,88.5,0.0833,8,0
VP-0551,V-LOG-01,Logistics Vendor 01,Logistics,West,Active,Aug 2026,2026,8,Q3,216147.61,29,Yes,79.5,0.2306,6,0
VP-0552,V-LOG-02,Logistics Vendor 02,Logistics,North,Active,Aug 2026,2026,8,Q3,52911.92,27,Yes,88.7,0.0874,13,0
VP-0553,V-LOG-03,Logistics Vendor 03,Logistics,North,Active,Aug 2026,2026,8,Q3,125220.83,28,Yes,76.7,0.2208,14,0
VP-0554,V-LOG-04,Logistics Vendor 04,Logistics,South,Active,Aug 2026,2026,8,Q3,183171.46,45,Yes,66.8,0.4592,2,0
VP-0555,V-LOG-05,Logistics Vendor 05,Logistics,North,Probation,Aug 2026,2026,8,Q3,44624.4,78,Yes,65.4,0.2568,2,0
VP-0556,V-LOG-06,Logistics Vendor 06,Logistics,North,Inactive,Aug 2026,2026,8,Q3,127339.33,49,Yes,63.6,0.4675,13,1
VP-0540,V-OFF-01,Office Supplies Vendor 01,Office Supplies,East,Active,Aug 2026,2026,8,Q3,248867.33,15,Yes,98.6,0.0189,14,0
VP-0541,V-OFF-02,Office Supplies Vendor 02,Office Supplies,West,Active,Aug 2026,2026,8,Q3,95209.17,52,Yes,84.9,0.0867,9,0
VP-0542,V-OFF-03,Office Supplies Vendor 03,Office Supplies,North,Active,Aug 2026,2026,8,Q3,84348.98,59,Yes,90.8,0.0892,8,0
VP-0543,V-OFF-04,Office Supplies Vendor 04,Office Supplies,Central,Active,Aug 2026,2026,8,Q3,89140.08,51,Yes,74.0,0.1554,8,0
VP-0544,V-OFF-05,Office Supplies Vendor 05,Office Supplies,South,Active,Aug 2026,2026,8,Q3,60347.42,66,Yes,92.6,0.0437,3,0
