invoice_id,customer_name,customer_segment,invoice_date,due_date,invoice_amount,paid_amount,outstanding_balance,days_overdue,aging_bucket,status,region,sales_rep
INV-0416,DynaBuy Inc,Retail,2025-04-21,2025-06-05,5120.33,0.0,5120.33,0,Current,Current,South,Sofia Ruiz
INV-0417,Luminary Corp,Corporate,2025-02-25,2025-03-27,3063.47,0.0,3063.47,66,61-90,Overdue,East,Carlos Perez
INV-0418,XcelBuy SA,Retail,2024-12-15,2024-12-30,35333.05,35333.05,0.0,0,Current,Paid,South,Valentina Cruz
INV-0419,PrimeParts Co,SMB,2024-12-31,2025-01-30,26212.49,2779.75,23432.74,122,90+,Partial,North,Ana Torres
INV-0420,KeyStone LLC,SMB,2024-12-05,2025-01-04,24146.16,24146.16,0.0,0,Current,Paid,North,Valentina Cruz
INV-0421,CityRetail SA,Retail,2025-03-12,2025-04-26,44108.96,44108.96,0.0,0,Current,Paid,North,Carlos Perez
INV-0422,YieldTech,SMB,2025-05-14,2025-05-29,30710.8,30710.8,0.0,0,Current,Paid,South,Ana Torres
INV-0423,Luminary Corp,Corporate,2025-02-15,2025-04-16,43068.14,43068.14,0.0,0,Current,Paid,South,Ana Torres
INV-0424,Delta Supplies,SMB,2025-01-01,2025-03-02,17901.01,12410.9,5490.11,91,90+,Partial,South,Carlos Perez
INV-0425,Harbor Goods,SMB,2025-03-29,2025-05-13,39059.0,0.0,39059.0,19,1-30,Overdue,East,Carlos Perez
INV-0426,Bravo Trading,SMB,2025-01-19,2025-02-18,37518.26,37518.26,0.0,0,Current,Paid,East,Luis Mendez
INV-0427,BlueStar Ltd,Corporate,2025-02-22,2025-03-09,12433.55,0.0,12433.55,84,61-90,Overdue,South,Andres Gomez
INV-0428,CityRetail SA,Retail,2025-02-28,2025-04-14,7033.15,0.0,7033.15,48,31-60,Overdue,Central,Maria Lopez
INV-0429,SkyLink SA,SMB,2025-01-12,2025-02-11,38254.93,0.0,38254.93,110,90+,Overdue,West,Diego Herrera
INV-0430,YieldTech,SMB,2025-01-01,2025-01-16,1182.77,1182.77,0.0,0,Current,Paid,North,Maria Lopez
INV-0431,DynaBuy Inc,Retail,2025-01-22,2025-03-08,31614.25,13011.6,18602.65,85,61-90,Partial,North,Valentina Cruz
INV-0432,WaveCo Corp,Corporate,2024-12-19,2025-01-18,14234.65,6882.15,7352.5,134,90+,Partial,West,Carlos Perez
INV-0433,Global Parts Co,Corporate,2025-02-20,2025-03-07,15853.39,12921.64,2931.75,86,61-90,Partial,South,Diego Herrera
INV-0434,Harbor Goods,SMB,2025-05-09,2025-07-08,6241.34,0.0,6241.34,0,Current,Current,North,Luis Mendez
INV-0435,TechWorld Inc,Corporate,2025-03-13,2025-04-12,6412.43,0.0,6412.43,50,31-60,Overdue,Central,Maria Lopez
INV-0436,WaveCo Corp,Corporate,2025-01-24,2025-03-10,26388.77,0.0,26388.77,83,61-90,Overdue,North,Ana Torres
INV-0437,XcelBuy SA,Retail,2025-02-25,2025-03-27,37613.93,0.0,37613.93,66,61-90,Overdue,East,Ana Torres
INV-0438,XcelBuy SA,Retail,2025-03-07,2025-05-06,13963.04,13963.04,0.0,0,Current,Paid,North,Maria Lopez
INV-0439,WaveCo Corp,Corporate,2025-01-24,2025-03-25,25783.7,25783.7,0.0,0,Current,Paid,Central,Carlos Perez
INV-0440,Bravo Trading,SMB,2025-02-26,2025-03-28,13128.25,13128.25,0.0,0,Current,Paid,Central,Ana Torres
INV-0441,SkyLink SA,SMB,2025-01-21,2025-02-05,2679.88,0.0,2679.88,116,90+,Overdue,North,Luis Mendez
INV-0442,Harbor Goods,SMB,2025-02-27,2025-04-28,46051.21,46051.21,0.0,0,Current,Paid,North,Andres Gomez
INV-0443,Bravo Trading,SMB,2025-04-04,2025-05-19,12789.03,0.0,12789.03,13,1-30,Overdue,North,Valentina Cruz
INV-0444,KeyStone LLC,SMB,2025-01-05,2025-02-19,6410.35,0.0,6410.35,102,90+,Overdue,East,Carlos Perez
INV-0445,BlueStar Ltd,Corporate,2025-01-19,2025-02-03,47726.93,47726.93,0.0,0,Current,Paid,South,Luis Mendez
INV-0446,Omega Retail,Retail,2025-03-09,2025-03-24,27878.02,27878.02,0.0,0,Current,Paid,East,Sofia Ruiz
INV-0447,Global Parts Co,Corporate,2024-12-23,2025-01-22,23464.37,0.0,23464.37,130,90+,Overdue,East,Sofia Ruiz
INV-0448,PrimeParts Co,SMB,2025-04-23,2025-05-08,46653.68,46653.68,0.0,0,Current,Paid,South,Luis Mendez
INV-0449,RedLine Corp,Corporate,2025-03-07,2025-03-22,38066.99,24879.14,13187.85,71,61-90,Partial,East,Maria Lopez
INV-0450,JetLine Inc,Retail,2025-01-16,2025-02-15,21280.88,0.0,21280.88,106,90+,Overdue,North,Luis Mendez
INV-0451,Eagle Trading,SMB,2025-05-20,2025-06-19,44915.73,0.0,44915.73,0,Current,Current,East,Carlos Perez
INV-0452,QualityGoods,Retail,2025-02-03,2025-02-18,29248.15,16902.85,12345.3,103,90+,Partial,West,Diego Herrera
INV-0453,MegaBuy SA,Retail,2025-02-09,2025-03-11,12220.2,12220.2,0.0,0,Current,Paid,North,Maria Lopez
INV-0454,KeyStone LLC,SMB,2025-03-11,2025-05-10,13961.82,13961.82,0.0,0,Current,Paid,West,Diego Herrera
INV-0455,Global Parts Co,Corporate,2025-04-22,2025-05-07,8636.56,3496.81,5139.75,25,1-30,Partial,South,Carlos Perez
INV-0456,RedLine Corp,Corporate,2025-02-05,2025-03-22,23435.66,0.0,23435.66,71,61-90,Overdue,East,Luis Mendez
INV-0457,CityRetail SA,Retail,2024-12-04,2024-12-19,11143.53,0.0,11143.53,164,90+,Overdue,South,Sofia Ruiz
INV-0458,Eagle Trading,SMB,2025-03-01,2025-04-30,25916.25,0.0,25916.25,32,31-60,Overdue,North,Luis Mendez
INV-0459,Intex Solutions,Corporate,2025-02-17,2025-04-18,28019.71,0.0,28019.71,44,31-60,Overdue,South,Maria Lopez
INV-0460,Delta Supplies,SMB,2025-04-26,2025-05-11,1091.87,0.0,1091.87,21,1-30,Overdue,West,Carlos Perez
INV-0461,Harbor Goods,SMB,2025-02-18,2025-04-04,34471.12,0.0,34471.12,58,31-60,Overdue,South,Luis Mendez
INV-0462,CityRetail SA,Retail,2025-05-12,2025-05-27,49859.49,49859.49,0.0,0,Current,Paid,Central,Sofia Ruiz
INV-0463,UniMart Ltd,Retail,2025-05-08,2025-06-22,6565.12,0.0,6565.12,0,Current,Current,West,Ana Torres
INV-0464,Omega Retail,Retail,2025-01-05,2025-03-06,41173.43,5027.76,36145.67,87,61-90,Partial,North,Ana Torres
INV-0465,Vertex Supply,SMB,2025-03-02,2025-04-01,45461.06,45461.06,0.0,0,Current,Paid,West,Ana Torres
INV-0466,Omega Retail,Retail,2024-12-25,2025-01-24,32540.28,24798.42,7741.86,128,90+,Partial,South,Maria Lopez
INV-0467,PrimeParts Co,SMB,2025-03-21,2025-05-20,7293.18,7293.18,0.0,0,Current,Paid,North,Carlos Perez
INV-0468,Crest Corp,Corporate,2024-12-21,2025-01-05,49475.48,0.0,49475.48,147,90+,Overdue,Central,Luis Mendez
INV-0469,Luminary Corp,Corporate,2025-03-04,2025-04-18,19724.87,19724.87,0.0,0,Current,Paid,West,Andres Gomez
INV-0470,KeyStone LLC,SMB,2025-05-24,2025-07-08,3400.27,0.0,3400.27,0,Current,Current,Central,Luis Mendez
INV-0471,PrimeParts Co,SMB,2025-01-02,2025-02-01,48712.0,48712.0,0.0,0,Current,Paid,Central,Diego Herrera
INV-0472,Vertex Supply,SMB,2025-01-15,2025-01-30,38320.46,0.0,38320.46,122,90+,Overdue,South,Sofia Ruiz
INV-0473,SkyLink SA,SMB,2025-04-17,2025-05-17,12209.28,7979.73,4229.55,15,1-30,Partial,West,Diego Herrera
INV-0474,Luminary Corp,Corporate,2024-12-03,2025-01-17,47404.16,0.0,47404.16,135,90+,Overdue,Central,Maria Lopez
INV-0475,SkyLink SA,SMB,2025-01-13,2025-02-27,9190.06,9190.06,0.0,0,Current,Paid,South,Andres Gomez
INV-0476,BlueStar Ltd,Corporate,2025-05-26,2025-07-25,533.83,0.0,533.83,0,Current,Current,South,Luis Mendez
INV-0477,DynaBuy Inc,Retail,2025-04-28,2025-06-12,35988.41,0.0,35988.41,0,Current,Current,Central,Luis Mendez
INV-0478,DynaBuy Inc,Retail,2025-05-26,2025-06-25,29537.15,0.0,29537.15,0,Current,Current,East,Maria Lopez
INV-0479,DynaBuy Inc,Retail,2025-01-17,2025-03-03,48047.66,38747.67,9299.99,90,61-90,Partial,South,Carlos Perez
INV-0480,MegaBuy SA,Retail,2025-03-06,2025-04-20,16468.86,0.0,16468.86,42,31-60,Overdue,Central,Carlos Perez
INV-0481,XcelBuy SA,Retail,2024-12-16,2025-01-30,9123.03,0.0,9123.03,122,90+,Overdue,West,Andres Gomez
INV-0482,WaveCo Corp,Corporate,2025-04-04,2025-05-04,19230.01,0.0,19230.01,28,1-30,Overdue,Central,Diego Herrera
INV-0483,JetLine Inc,Retail,2025-05-31,2025-07-30,42612.47,0.0,42612.47,0,Current,Current,South,Ana Torres
INV-0484,YieldTech,SMB,2025-04-15,2025-05-30,46091.39,0.0,46091.39,2,1-30,Overdue,Central,Maria Lopez
INV-0485,Harbor Goods,SMB,2025-01-24,2025-02-23,16892.84,16892.84,0.0,0,Current,Paid,Central,Carlos Perez
INV-0486,Luminary Corp,Corporate,2024-12-20,2025-01-04,41172.26,0.0,41172.26,148,90+,Overdue,East,Ana Torres
INV-0487,XcelBuy SA,Retail,2025-05-29,2025-07-13,10879.37,0.0,10879.37,0,Current,Current,East,Andres Gomez
INV-0488,WaveCo Corp,Corporate,2025-03-27,2025-04-11,36160.47,36160.47,0.0,0,Current,Paid,North,Diego Herrera
INV-0489,Omega Retail,Retail,2025-02-15,2025-04-16,44147.65,16842.8,27304.85,46,31-60,Partial,West,Ana Torres
INV-0490,Apex Retail,Retail,2025-04-20,2025-06-19,4148.61,0.0,4148.61,0,Current,Current,West,Luis Mendez
INV-0491,Bravo Trading,SMB,2025-05-26,2025-07-10,13425.82,0.0,13425.82,0,Current,Current,North,Sofia Ruiz
INV-0492,Delta Supplies,SMB,2025-04-18,2025-06-17,8464.77,0.0,8464.77,0,Current,Current,North,Diego Herrera
INV-0493,CityRetail SA,Retail,2025-03-06,2025-05-05,35372.98,20878.07,14494.91,27,1-30,Partial,Central,Carlos Perez
INV-0494,TechWorld Inc,Corporate,2025-05-18,2025-06-02,16889.18,0.0,16889.18,0,Current,Current,West,Ana Torres
INV-0495,Global Parts Co,Corporate,2024-12-13,2025-01-27,15221.33,15221.33,0.0,0,Current,Paid,West,Sofia Ruiz
INV-0496,MegaBuy SA,Retail,2025-04-22,2025-05-07,18361.03,5892.28,12468.75,25,1-30,Partial,Central,Andres Gomez
INV-0497,Vertex Supply,SMB,2025-04-10,2025-04-25,1773.92,1773.92,0.0,0,Current,Paid,Central,Andres Gomez
INV-0498,JetLine Inc,Retail,2025-05-02,2025-06-16,39351.39,0.0,39351.39,0,Current,Current,North,Andres Gomez
INV-0499,PrimeParts Co,SMB,2025-05-08,2025-07-07,9651.62,0.0,9651.62,0,Current,Current,West,Sofia Ruiz
INV-0500,Crest Corp,Corporate,2025-04-14,2025-06-13,2708.54,0.0,2708.54,0,Current,Current,West,Diego Herrera
INV-0501,Omega Retail,Retail,2025-04-04,2025-05-19,28430.21,28430.21,0.0,0,Current,Paid,West,Sofia Ruiz
INV-0502,WaveCo Corp,Corporate,2024-12-11,2025-01-25,40504.92,27030.66,13474.26,127,90+,Partial,North,Carlos Perez
INV-0503,Harbor Goods,SMB,2025-02-21,2025-04-22,48298.57,0.0,48298.57,40,31-60,Overdue,Central,Maria Lopez
INV-0504,DynaBuy Inc,Retail,2025-01-30,2025-03-16,4408.27,0.0,4408.27,77,61-90,Overdue,West,Luis Mendez
INV-0505,WaveCo Corp,Corporate,2025-05-01,2025-06-30,9057.51,0.0,9057.51,0,Current,Current,North,Ana Torres
INV-0506,FastMart Inc,Retail,2025-04-29,2025-05-14,21457.06,0.0,21457.06,18,1-30,Overdue,South,Luis Mendez
INV-0507,NovaTech Ltd,Corporate,2024-12-30,2025-02-13,16327.6,0.0,16327.6,108,90+,Overdue,South,Ana Torres
INV-0508,Zenith Corp,Corporate,2025-02-21,2025-04-22,27826.68,0.0,27826.68,40,31-60,Overdue,North,Carlos Perez
INV-0509,QualityGoods,Retail,2024-12-03,2025-02-01,6069.68,6069.68,0.0,0,Current,Paid,West,Maria Lopez
INV-0510,SkyLink SA,SMB,2025-05-04,2025-05-19,39394.41,0.0,39394.41,13,1-30,Overdue,Central,Carlos Perez
INV-0511,Crest Corp,Corporate,2025-03-25,2025-05-24,32911.99,0.0,32911.99,8,1-30,Overdue,East,Valentina Cruz
INV-0512,PrimeParts Co,SMB,2025-03-22,2025-05-21,7620.71,0.0,7620.71,11,1-30,Overdue,North,Ana Torres
INV-0513,WaveCo Corp,Corporate,2025-02-19,2025-04-05,34680.43,34680.43,0.0,0,Current,Paid,West,Maria Lopez
INV-0514,PrimeParts Co,SMB,2025-05-26,2025-07-10,40960.6,0.0,40960.6,0,Current,Current,East,Diego Herrera
INV-0515,JetLine Inc,Retail,2025-01-26,2025-02-10,48638.58,48638.58,0.0,0,Current,Paid,East,Sofia Ruiz
INV-0516,JetLine Inc,Retail,2025-03-24,2025-05-23,30446.47,30446.47,0.0,0,Current,Paid,West,Diego Herrera
INV-0517,Omega Retail,Retail,2025-01-27,2025-03-13,41140.36,9019.17,32121.19,80,61-90,Partial,South,Valentina Cruz
INV-0518,JetLine Inc,Retail,2025-04-27,2025-05-12,9100.0,0.0,9100.0,20,1-30,Overdue,Central,Valentina Cruz
INV-0519,Global Parts Co,Corporate,2025-05-23,2025-07-22,3002.68,0.0,3002.68,0,Current,Current,North,Luis Mendez
INV-0520,Luminary Corp,Corporate,2025-02-26,2025-04-27,25503.76,0.0,25503.76,35,31-60,Overdue,South,Sofia Ruiz
INV-0521,Delta Supplies,SMB,2025-02-25,2025-04-26,29905.16,29905.16,0.0,0,Current,Paid,North,Luis Mendez
INV-0522,Bravo Trading,SMB,2025-03-04,2025-04-03,41963.86,41963.86,0.0,0,Current,Paid,West,Diego Herrera
INV-0523,Apex Retail,Retail,2025-05-24,2025-07-23,2957.73,0.0,2957.73,0,Current,Current,North,Sofia Ruiz
INV-0524,Bravo Trading,SMB,2025-04-05,2025-05-05,34045.91,34045.91,0.0,0,Current,Paid,Central,Luis Mendez
INV-0525,NovaTech Ltd,Corporate,2024-12-08,2024-12-23,23967.81,23967.81,0.0,0,Current,Paid,Central,Maria Lopez
INV-0526,FastMart Inc,Retail,2025-04-04,2025-05-19,30613.02,0.0,30613.02,13,1-30,Overdue,Central,Maria Lopez
INV-0527,WaveCo Corp,Corporate,2025-02-24,2025-04-10,23220.4,23220.4,0.0,0,Current,Paid,East,Valentina Cruz
INV-0528,JetLine Inc,Retail,2025-01-02,2025-01-17,863.7,0.0,863.7,135,90+,Overdue,Central,Valentina Cruz
INV-0529,Apex Retail,Retail,2025-03-16,2025-03-31,24346.05,7483.06,16862.99,62,61-90,Partial,East,Sofia Ruiz
INV-0530,KeyStone LLC,SMB,2024-12-15,2025-01-29,9823.82,2752.9,7070.92,123,90+,Partial,East,Sofia Ruiz
INV-0531,BlueStar Ltd,Corporate,2024-12-13,2025-01-27,34197.41,0.0,34197.41,125,90+,Overdue,Central,Valentina Cruz
INV-0532,UniMart Ltd,Retail,2025-03-26,2025-05-25,20527.65,0.0,20527.65,7,1-30,Overdue,West,Sofia Ruiz
INV-0533,SkyLink SA,SMB,2025-03-05,2025-04-04,34472.75,0.0,34472.75,58,31-60,Overdue,Central,Luis Mendez
INV-0534,PrimeParts Co,SMB,2025-04-18,2025-05-18,15042.31,9863.08,5179.23,14,1-30,Partial,East,Sofia Ruiz
INV-0535,XcelBuy SA,Retail,2024-12-08,2025-01-22,32894.51,32894.51,0.0,0,Current,Paid,Central,Ana Torres
INV-0536,Harbor Goods,SMB,2025-03-08,2025-04-22,13397.68,13397.68,0.0,0,Current,Paid,East,Valentina Cruz
INV-0537,Bravo Trading,SMB,2025-05-18,2025-06-02,23874.87,0.0,23874.87,0,Current,Current,North,Andres Gomez
INV-0538,Global Parts Co,Corporate,2024-12-08,2025-02-06,26727.01,20129.1,6597.91,115,90+,Partial,Central,Carlos Perez
INV-0539,Eagle Trading,SMB,2025-03-05,2025-05-04,49365.98,0.0,49365.98,28,1-30,Overdue,South,Luis Mendez
INV-0540,Omega Retail,Retail,2025-04-15,2025-04-30,24635.25,0.0,24635.25,32,31-60,Overdue,South,Diego Herrera
INV-0541,FastMart Inc,Retail,2025-05-30,2025-07-29,14039.63,0.0,14039.63,0,Current,Current,East,Maria Lopez
INV-0542,YieldTech,SMB,2025-01-26,2025-02-10,6905.59,2914.55,3991.04,111,90+,Partial,South,Ana Torres
INV-0543,NovaTech Ltd,Corporate,2025-05-30,2025-06-14,26922.24,0.0,26922.24,0,Current,Current,West,Valentina Cruz
INV-0544,XcelBuy SA,Retail,2025-03-10,2025-04-09,1386.85,1386.85,0.0,0,Current,Paid,East,Maria Lopez
INV-0545,XcelBuy SA,Retail,2024-12-05,2025-01-19,15948.57,15948.57,0.0,0,Current,Paid,South,Luis Mendez
INV-0546,QualityGoods,Retail,2025-04-19,2025-05-04,41280.27,41280.27,0.0,0,Current,Paid,Central,Sofia Ruiz
INV-0547,JetLine Inc,Retail,2025-02-09,2025-03-11,17465.28,0.0,17465.28,82,61-90,Overdue,West,Diego Herrera
INV-0548,Luminary Corp,Corporate,2025-02-17,2025-03-04,11806.71,0.0,11806.71,89,61-90,Overdue,South,Ana Torres
INV-0549,Eagle Trading,SMB,2025-01-01,2025-01-31,6596.52,0.0,6596.52,121,90+,Overdue,South,Maria Lopez
INV-0550,Zenith Corp,Corporate,2024-12-19,2025-02-02,38676.86,0.0,38676.86,119,90+,Overdue,North,Valentina Cruz
INV-0551,TechWorld Inc,Corporate,2024-12-15,2024-12-30,2887.64,2887.64,0.0,0,Current,Paid,North,Carlos Perez
INV-0552,Omega Retail,Retail,2025-01-11,2025-02-25,23982.62,23982.62,0.0,0,Current,Paid,West,Carlos Perez
INV-0553,WaveCo Corp,Corporate,2025-02-13,2025-02-28,33292.91,33292.91,0.0,0,Current,Paid,North,Sofia Ruiz
INV-0554,TechWorld Inc,Corporate,2025-05-05,2025-05-20,14493.99,0.0,14493.99,12,1-30,Overdue,South,Valentina Cruz
INV-0555,PrimeParts Co,SMB,2025-03-25,2025-04-24,18217.13,4012.87,14204.26,38,31-60,Partial,South,Luis Mendez
INV-0556,RedLine Corp,Corporate,2024-12-06,2025-02-04,16864.88,16864.88,0.0,0,Current,Paid,West,Luis Mendez
INV-0557,Vertex Supply,SMB,2025-01-05,2025-03-06,7882.65,7882.65,0.0,0,Current,Paid,North,Carlos Perez
INV-0558,QualityGoods,Retail,2025-03-27,2025-04-26,23109.19,0.0,23109.19,36,31-60,Overdue,North,Carlos Perez
INV-0559,Intex Solutions,Corporate,2025-05-06,2025-06-05,43769.95,0.0,43769.95,0,Current,Current,West,Maria Lopez
INV-0560,Bravo Trading,SMB,2024-12-09,2025-01-23,21586.76,21586.76,0.0,0,Current,Paid,East,Diego Herrera
INV-0561,Bravo Trading,SMB,2025-04-26,2025-05-26,16768.71,0.0,16768.71,6,1-30,Overdue,North,Maria Lopez
INV-0562,TechWorld Inc,Corporate,2025-02-25,2025-04-11,9552.04,7849.22,1702.82,51,31-60,Partial,East,Carlos Perez
INV-0563,Intex Solutions,Corporate,2025-02-13,2025-03-15,6096.3,0.0,6096.3,78,61-90,Overdue,West,Andres Gomez
INV-0564,BlueStar Ltd,Corporate,2025-02-14,2025-04-15,40212.11,0.0,40212.11,47,31-60,Overdue,South,Carlos Perez
INV-0565,FastMart Inc,Retail,2025-03-01,2025-03-16,43197.5,0.0,43197.5,77,61-90,Overdue,Central,Valentina Cruz
INV-0566,XcelBuy SA,Retail,2025-01-27,2025-02-11,44435.9,6554.39,37881.51,110,90+,Partial,South,Andres Gomez
INV-0567,UniMart Ltd,Retail,2024-12-09,2025-01-08,48905.83,0.0,48905.83,144,90+,Overdue,East,Maria Lopez
INV-0568,KeyStone LLC,SMB,2025-02-10,2025-03-12,24355.52,0.0,24355.52,81,61-90,Overdue,Central,Carlos Perez
INV-0569,UniMart Ltd,Retail,2025-01-09,2025-01-24,1076.42,0.0,1076.42,128,90+,Overdue,West,Ana Torres
INV-0570,QualityGoods,Retail,2025-04-19,2025-05-04,37695.79,13124.59,24571.2,28,1-30,Partial,West,Andres Gomez
INV-0571,Intex Solutions,Corporate,2025-01-11,2025-03-12,20462.21,20462.21,0.0,0,Current,Paid,North,Luis Mendez
INV-0572,Omega Retail,Retail,2025-05-09,2025-07-08,22629.87,0.0,22629.87,0,Current,Current,West,Andres Gomez
INV-0573,Delta Supplies,SMB,2025-05-05,2025-07-04,20910.76,0.0,20910.76,0,Current,Current,West,Maria Lopez
INV-0574,RedLine Corp,Corporate,2025-05-08,2025-06-22,44560.49,0.0,44560.49,0,Current,Current,Central,Maria Lopez
INV-0575,RedLine Corp,Corporate,2025-03-05,2025-04-19,41352.89,0.0,41352.89,43,31-60,Overdue,South,Andres Gomez
INV-0576,Bravo Trading,SMB,2025-01-08,2025-03-09,35974.57,15807.2,20167.37,84,61-90,Partial,West,Diego Herrera
INV-0577,Delta Supplies,SMB,2025-03-05,2025-04-19,41579.25,0.0,41579.25,43,31-60,Overdue,South,Maria Lopez
INV-0578,JetLine Inc,Retail,2024-12-03,2024-12-18,2766.02,2766.02,0.0,0,Current,Paid,Central,Diego Herrera
INV-0579,Eagle Trading,SMB,2025-03-27,2025-04-26,9783.4,0.0,9783.4,36,31-60,Overdue,West,Carlos Perez
INV-0580,MegaBuy SA,Retail,2025-04-13,2025-05-28,5834.4,4638.17,1196.23,4,1-30,Partial,South,Andres Gomez
INV-0581,Apex Retail,Retail,2025-02-05,2025-04-06,33093.61,0.0,33093.61,56,31-60,Overdue,Central,Carlos Perez
INV-0582,Eagle Trading,SMB,2025-01-16,2025-01-31,27884.7,15025.41,12859.29,121,90+,Partial,West,Maria Lopez
INV-0583,DynaBuy Inc,Retail,2024-12-05,2025-01-04,36659.49,36659.49,0.0,0,Current,Paid,Central,Ana Torres
INV-0584,MegaBuy SA,Retail,2025-01-22,2025-03-23,21223.9,0.0,21223.9,70,61-90,Overdue,Central,Diego Herrera
INV-0585,WaveCo Corp,Corporate,2025-02-19,2025-04-05,48539.34,9709.27,38830.07,57,31-60,Partial,South,Sofia Ruiz
INV-0586,NovaTech Ltd,Corporate,2024-12-03,2025-01-17,35737.78,0.0,35737.78,135,90+,Overdue,Central,Sofia Ruiz
INV-0587,UniMart Ltd,Retail,2025-04-08,2025-05-23,34487.26,0.0,34487.26,9,1-30,Overdue,South,Luis Mendez
INV-0588,Eagle Trading,SMB,2025-05-02,2025-06-16,28332.87,0.0,28332.87,0,Current,Current,South,Diego Herrera
INV-0589,SkyLink SA,SMB,2024-12-10,2025-01-24,43935.12,4814.32,39120.8,128,90+,Partial,Central,Valentina Cruz
INV-0590,Delta Supplies,SMB,2025-04-24,2025-05-09,33677.58,33677.58,0.0,0,Current,Paid,North,Valentina Cruz
INV-0591,YieldTech,SMB,2024-12-08,2025-01-22,7748.21,7748.21,0.0,0,Current,Paid,South,Sofia Ruiz
INV-0592,Zenith Corp,Corporate,2025-01-13,2025-01-28,18254.78,10260.68,7994.1,124,90+,Partial,East,Luis Mendez
INV-0593,Vertex Supply,SMB,2024-12-17,2025-02-15,12260.98,0.0,12260.98,106,90+,Overdue,Central,Luis Mendez
INV-0594,Zenith Corp,Corporate,2025-02-23,2025-04-24,21120.03,0.0,21120.03,38,31-60,Overdue,East,Maria Lopez
INV-0595,Vertex Supply,SMB,2025-05-28,2025-07-12,10552.82,0.0,10552.82,0,Current,Current,East,Maria Lopez
INV-0596,Bravo Trading,SMB,2024-12-20,2025-02-03,37877.83,20929.03,16948.8,118,90+,Partial,West,Luis Mendez
INV-0597,YieldTech,SMB,2025-02-06,2025-03-08,49180.94,49180.94,0.0,0,Current,Paid,South,Sofia Ruiz
INV-0598,FastMart Inc,Retail,2025-02-24,2025-03-11,21711.14,0.0,21711.14,82,61-90,Overdue,Central,Carlos Perez
INV-0599,Eagle Trading,SMB,2025-05-30,2025-07-14,23583.4,0.0,23583.4,0,Current,Current,South,Sofia Ruiz
INV-0600,DynaBuy Inc,Retail,2025-04-22,2025-06-06,30045.58,0.0,30045.58,0,Current,Current,South,Maria Lopez
INV-0601,YieldTech,SMB,2025-01-26,2025-03-12,4107.6,0.0,4107.6,81,61-90,Overdue,Central,Sofia Ruiz
INV-0602,QualityGoods,Retail,2025-01-18,2025-02-02,39419.78,39419.78,0.0,0,Current,Paid,South,Ana Torres
INV-0603,RedLine Corp,Corporate,2025-05-08,2025-06-22,11449.31,0.0,11449.31,0,Current,Current,Central,Valentina Cruz
INV-0604,Global Parts Co,Corporate,2025-02-28,2025-04-14,11313.04,0.0,11313.04,48,31-60,Overdue,East,Diego Herrera
INV-0605,QualityGoods,Retail,2025-05-02,2025-06-16,22560.53,0.0,22560.53,0,Current,Current,West,Maria Lopez
INV-0606,Crest Corp,Corporate,2025-05-21,2025-07-05,19377.94,0.0,19377.94,0,Current,Current,Central,Luis Mendez
INV-0607,Zenith Corp,Corporate,2025-03-27,2025-05-11,1722.93,1167.92,555.01,21,1-30,Partial,North,Valentina Cruz
INV-0608,QualityGoods,Retail,2025-01-27,2025-02-11,15173.48,0.0,15173.48,110,90+,Overdue,Central,Andres Gomez
INV-0609,KeyStone LLC,SMB,2025-05-07,2025-06-06,48595.62,0.0,48595.62,0,Current,Current,Central,Carlos Perez
INV-0610,YieldTech,SMB,2024-12-22,2025-01-06,10933.68,0.0,10933.68,146,90+,Overdue,Central,Maria Lopez
INV-0611,Global Parts Co,Corporate,2025-04-09,2025-06-08,32504.78,0.0,32504.78,0,Current,Current,West,Carlos Perez
INV-0612,CityRetail SA,Retail,2025-02-03,2025-03-20,2375.37,2375.37,0.0,0,Current,Paid,South,Maria Lopez
INV-0613,FastMart Inc,Retail,2025-01-04,2025-02-03,45593.84,19985.8,25608.04,118,90+,Partial,East,Carlos Perez
INV-0614,MegaBuy SA,Retail,2025-05-27,2025-07-26,33828.29,0.0,33828.29,0,Current,Current,West,Diego Herrera
INV-0615,RedLine Corp,Corporate,2025-01-02,2025-01-17,35193.66,35193.66,0.0,0,Current,Paid,North,Carlos Perez
INV-0616,DynaBuy Inc,Retail,2025-03-18,2025-05-02,30525.01,30525.01,0.0,0,Current,Paid,Central,Carlos Perez
INV-0617,DynaBuy Inc,Retail,2025-02-19,2025-03-06,23962.39,4847.26,19115.13,87,61-90,Partial,West,Valentina Cruz
INV-0618,MegaBuy SA,Retail,2024-12-20,2025-01-19,15253.8,0.0,15253.8,133,90+,Overdue,Central,Sofia Ruiz
INV-0619,Zenith Corp,Corporate,2025-01-10,2025-02-09,6600.14,6600.14,0.0,0,Current,Paid,East,Maria Lopez
INV-0620,TechWorld Inc,Corporate,2025-03-14,2025-04-13,37540.68,0.0,37540.68,49,31-60,Overdue,West,Carlos Perez
INV-0621,Luminary Corp,Corporate,2024-12-17,2025-01-16,8467.24,8467.24,0.0,0,Current,Paid,South,Valentina Cruz
INV-0622,Apex Retail,Retail,2025-05-02,2025-06-01,33713.41,0.0,33713.41,0,Current,Current,East,Luis Mendez
INV-0623,SkyLink SA,SMB,2024-12-17,2025-01-01,14887.31,14887.31,0.0,0,Current,Paid,North,Andres Gomez
