record_id,period,year,month,quarter,transaction_type,entity_name,entity_segment,region,invoice_amount,paid_amount,outstanding_balance,overdue_amount,days_overdue,aging_bucket,status,payment_terms
640,2025-07,2025,7,Q3,AP,FirmBase Infra,Technology,West,148635.46,0.0,148635.46,0.0,0,Current,Current,Net 60
435,2025-02,2025,2,Q1,AP,FirmBase Infra,Technology,West,19122.68,252.82,18869.86,18869.86,146,90+,Overdue,Net 45
346,2025-07,2025,7,Q3,AR,Oak Institute,Government,East,102302.37,102302.37,0.0,0.0,47,31-60,Paid,Net 30
416,2026-05,2026,5,Q2,AP,Elite Services,Consulting,West,103148.82,0.0,103148.82,0.0,0,Current,Current,Net 45
651,2026-02,2026,2,Q1,AP,Dura Materials,Manufacturing,North,79330.8,0.0,79330.8,0.0,0,Current,Current,Net 45
354,2026-01,2026,1,Q1,AP,Quality Goods,Office,East,29687.79,29687.79,0.0,0.0,11,1-30,Paid,Net 45
602,2026-04,2026,4,Q2,AP,Elite Services,Consulting,South,82724.19,0.0,82724.19,0.0,0,Current,Current,Net 45
316,2025-05,2025,5,Q2,AR,Delta Inc,SMB,Central,96529.74,34876.35,61653.39,61653.39,71,61-90,Partial,Net 90
485,2026-04,2026,4,Q2,AP,Quality Goods,Office,Central,67844.66,35813.48,32031.18,32031.18,33,31-60,Partial,2/10 Net 30
317,2025-06,2025,6,Q2,AR,National Agency,Government,West,242342.01,119832.08,122509.93,122509.93,42,31-60,Partial,2/10 Net 30
156,2026-04,2026,4,Q2,AR,Falcon Tech,SMB,South,117131.5,75303.28,41828.22,0.0,0,Current,Partial,Net 60
250,2026-06,2026,6,Q2,AR,Cedar Group,Enterprise,North,91977.16,8922.85,83054.31,83054.31,49,31-60,Overdue,2/10 Net 30
372,2025-05,2025,5,Q2,AP,Prime Vendors,Consulting,West,11137.1,0.0,11137.1,0.0,0,Current,Current,Net 60
309,2025-09,2025,9,Q3,AR,Metro Bank,Government,South,200313.5,29728.64,170584.86,170584.86,21,1-30,Overdue,Net 45
382,2026-03,2026,3,Q1,AP,OmniSource,Office,Central,91292.67,11486.66,79806.01,79806.01,146,90+,Overdue,2/10 Net 30
592,2025-10,2025,10,Q4,AP,General Utilities,Utilities,South,119949.93,119949.93,0.0,0.0,23,1-30,Paid,Net 60
208,2026-01,2026,1,Q1,AR,IronClad Stores,Retail,North,16096.0,2256.46,13839.54,13839.54,33,31-60,Overdue,Net 60
355,2025-05,2025,5,Q2,AP,Keystone Energy,Utilities,South,114692.8,7777.09,106915.71,106915.71,51,31-60,Overdue,Net 45
633,2026-03,2026,3,Q1,AP,Keystone Energy,Utilities,North,27677.92,27677.92,0.0,0.0,40,31-60,Paid,2/10 Net 30
245,2025-11,2025,11,Q4,AR,National Agency,Government,Central,237083.34,0.0,237083.34,0.0,0,Current,Current,Net 45
336,2025-05,2025,5,Q2,AR,Metro Bank,Government,North,174175.87,174175.87,0.0,0.0,24,1-30,Paid,Net 30
88,2025-08,2025,8,Q3,AR,Metro Bank,Government,South,82953.2,4803.97,78149.23,78149.23,86,61-90,Overdue,Net 90
7,2025-06,2025,6,Q2,AR,River Trade,Retail,South,247433.22,0.0,247433.22,0.0,0,Current,Current,2/10 Net 30
60,2025-08,2025,8,Q3,AR,Delta Inc,SMB,East,34658.49,2227.04,32431.45,32431.45,72,61-90,Overdue,2/10 Net 30
203,2026-01,2026,1,Q1,AR,Quantum Ltd,SMB,East,235455.73,16888.6,218567.13,218567.13,38,31-60,Overdue,Net 60
3,2025-09,2025,9,Q3,AR,Apex Corp,Enterprise,South,43092.48,16353.15,26739.33,26739.33,33,31-60,Partial,Net 60
10,2026-01,2026,1,Q1,AR,Lumen Digital,Startup,South,125911.38,3021.53,122889.85,122889.85,171,90+,Overdue,Net 30
274,2025-06,2025,6,Q2,AR,Oak Institute,Government,West,54567.96,34771.34,19796.62,0.0,0,Current,Partial,Net 45
223,2025-07,2025,7,Q3,AR,Lumen Digital,Startup,East,59212.15,5143.84,54068.31,54068.31,1,1-30,Overdue,Net 45
637,2026-03,2026,3,Q1,AP,Reliant Power,Utilities,North,134250.4,80931.03,53319.37,0.0,0,Current,Partial,Net 90
345,2025-06,2025,6,Q2,AR,Apex Corp,Enterprise,South,79837.63,34290.18,45547.45,0.0,0,Current,Partial,Net 60
572,2025-11,2025,11,Q4,AP,Reliant Power,Utilities,North,86054.13,3733.14,82320.99,82320.99,14,1-30,Overdue,Net 60
679,2026-02,2026,2,Q1,AP,Network Pro,Technology,East,115205.17,32291.11,82914.06,82914.06,70,61-90,Partial,Net 90
587,2025-03,2025,3,Q1,AP,Prime Vendors,Consulting,South,90094.14,45676.21,44417.93,44417.93,18,1-30,Partial,Net 45
41,2025-10,2025,10,Q4,AR,Quantum Ltd,SMB,East,175816.06,117828.73,57987.33,57987.33,37,31-60,Partial,2/10 Net 30
563,2025-10,2025,10,Q4,AP,Network Pro,Technology,East,111233.86,1041.33,110192.53,110192.53,128,90+,Overdue,2/10 Net 30
586,2025-11,2025,11,Q4,AP,InfoSys Partners,Consulting,South,14042.57,4057.81,9984.76,9984.76,32,31-60,Partial,Net 90
526,2025-06,2025,6,Q2,AP,Dura Materials,Manufacturing,North,67240.98,0.0,67240.98,0.0,0,Current,Current,2/10 Net 30
415,2025-10,2025,10,Q4,AP,Elite Services,Consulting,West,67404.2,36538.52,30865.68,30865.68,22,1-30,Partial,Net 30
626,2025-07,2025,7,Q3,AP,Crown Logistics,Logistics,North,170698.42,16541.99,154156.43,154156.43,71,61-90,Overdue,Net 60
175,2026-01,2026,1,Q1,AR,Jupiter Startup,Startup,West,112703.35,0.0,112703.35,0.0,0,Current,Current,Net 90
665,2026-04,2026,4,Q2,AP,Prime Vendors,Consulting,Central,155162.0,0.0,155162.0,0.0,0,Current,Current,2/10 Net 30
414,2026-06,2026,6,Q2,AP,InfoSys Partners,Consulting,Central,118741.74,13059.69,105682.05,105682.05,68,61-90,Overdue,Net 45
320,2025-03,2025,3,Q1,AR,Kite Ventures,Startup,West,174828.14,0.0,174828.14,0.0,0,Current,Current,Net 60
231,2026-01,2026,1,Q1,AR,Oak Institute,Government,Central,78493.79,0.0,78493.79,0.0,0,Current,Current,Net 30
344,2025-07,2025,7,Q3,AR,IronClad Stores,Retail,West,241948.9,241948.9,0.0,0.0,16,1-30,Paid,Net 30
388,2026-02,2026,2,Q1,AP,Acme Supplies,Office,Central,12392.5,0.0,12392.5,0.0,0,Current,Current,Net 30
233,2025-11,2025,11,Q4,AR,Delta Inc,SMB,Central,225811.87,23182.82,202629.05,202629.05,100,90+,Overdue,2/10 Net 30
371,2025-06,2025,6,Q2,AP,Dura Materials,Manufacturing,West,103702.99,9509.95,94193.04,94193.04,73,61-90,Overdue,Net 90
301,2025-03,2025,3,Q1,AR,Global Retail,Retail,South,43075.59,780.12,42295.47,42295.47,45,31-60,Overdue,Net 45
161,2025-06,2025,6,Q2,AR,Oak Institute,Government,East,228343.77,2570.28,225773.49,225773.49,14,1-30,Overdue,2/10 Net 30
654,2025-08,2025,8,Q3,AP,Quality Goods,Office,Central,138094.19,39479.3,98614.89,0.0,0,Current,Partial,2/10 Net 30
361,2025-07,2025,7,Q3,AP,Acme Supplies,Office,Central,128866.49,75467.42,53399.07,53399.07,13,1-30,Partial,Net 30
449,2026-06,2026,6,Q2,AP,BrightTech Parts,Technology,Central,140335.0,50215.46,90119.54,0.0,0,Current,Partial,Net 90
555,2025-09,2025,9,Q3,AP,LightHouse Media,Marketing,West,61468.05,26902.55,34565.5,0.0,0,Current,Partial,Net 60
674,2025-07,2025,7,Q3,AP,Prime Vendors,Consulting,North,53861.93,5046.1,48815.83,48815.83,73,61-90,Overdue,Net 30
496,2026-01,2026,1,Q1,AP,Crown Logistics,Logistics,North,158723.27,20708.3,138014.97,138014.97,88,61-90,Overdue,Net 90
202,2025-11,2025,11,Q4,AR,Jupiter Startup,Startup,Central,165152.42,58365.39,106787.03,106787.03,52,31-60,Partial,Net 45
432,2025-09,2025,9,Q3,AP,InfoSys Partners,Consulting,Central,51774.22,6087.01,45687.21,45687.21,25,1-30,Overdue,Net 90
94,2025-06,2025,6,Q2,AR,Falcon Tech,SMB,North,172367.97,74217.33,98150.64,98150.64,49,31-60,Partial,Net 90
403,2025-01,2025,1,Q1,AP,Crown Logistics,Logistics,Central,66312.92,23254.31,43058.61,0.0,0,Current,Partial,2/10 Net 30
557,2025-04,2025,4,Q2,AP,Keystone Energy,Utilities,Central,97295.97,3556.52,93739.45,93739.45,19,1-30,Overdue,Net 90
237,2026-01,2026,1,Q1,AR,Kite Ventures,Startup,North,115384.8,3214.7,112170.1,112170.1,48,31-60,Overdue,Net 45
535,2025-07,2025,7,Q3,AP,General Utilities,Utilities,Central,176344.94,0.0,176344.94,0.0,0,Current,Current,2/10 Net 30
677,2026-06,2026,6,Q2,AP,FirmBase Infra,Technology,North,36017.39,1447.55,34569.84,34569.84,7,1-30,Overdue,Net 90
59,2025-01,2025,1,Q1,AR,Jupiter Startup,Startup,Central,102180.34,102180.34,0.0,0.0,49,31-60,Paid,Net 45
9,2026-01,2026,1,Q1,AR,Oak Institute,Government,South,142535.19,0.0,142535.19,0.0,0,Current,Current,Net 60
258,2026-04,2026,4,Q2,AR,Quantum Ltd,SMB,East,148816.16,3851.23,144964.93,144964.93,12,1-30,Overdue,Net 60
394,2025-11,2025,11,Q4,AP,OmniSource,Office,South,108647.82,64640.47,44007.35,0.0,0,Current,Partial,2/10 Net 30
540,2025-11,2025,11,Q4,AP,Keystone Energy,Utilities,West,8153.78,1128.01,7025.77,7025.77,41,31-60,Overdue,Net 45
300,2025-05,2025,5,Q2,AR,Harbor Shops,Retail,East,201200.12,0.0,201200.12,0.0,0,Current,Current,Net 60
655,2026-06,2026,6,Q2,AP,Acme Supplies,Office,North,153679.54,64519.73,89159.81,89159.81,79,61-90,Partial,Net 90
182,2026-06,2026,6,Q2,AR,IronClad Stores,Retail,Central,243895.29,163281.62,80613.67,80613.67,56,31-60,Partial,Net 90
130,2025-03,2025,3,Q1,AR,National Agency,Government,North,133370.82,0.0,133370.82,0.0,0,Current,Current,Net 90
417,2025-02,2025,2,Q1,AP,HarbourFreight,Logistics,West,44421.3,0.0,44421.3,0.0,0,Current,Current,Net 45
501,2026-06,2026,6,Q2,AP,Quality Goods,Office,South,79121.63,0.0,79121.63,0.0,0,Current,Current,2/10 Net 30
369,2025-11,2025,11,Q4,AP,LightHouse Media,Marketing,West,132753.03,7980.66,124772.37,124772.37,105,90+,Overdue,Net 60
339,2026-03,2026,3,Q1,AR,Global Retail,Retail,West,217461.3,10148.58,207312.72,207312.72,56,31-60,Overdue,Net 30
238,2026-01,2026,1,Q1,AR,Cedar Group,Enterprise,Central,23009.14,0.0,23009.14,0.0,0,Current,Current,Net 60
49,2026-05,2026,5,Q2,AR,Peak Analytics,Enterprise,South,75003.4,0.0,75003.4,0.0,0,Current,Current,Net 60
212,2025-12,2025,12,Q4,AR,Echo Solutions,SMB,East,192545.03,112258.9,80286.13,0.0,0,Current,Partial,Net 30
603,2025-06,2025,6,Q2,AP,Prime Vendors,Consulting,Central,141517.2,4073.63,137443.57,137443.57,121,90+,Overdue,Net 60
565,2026-01,2026,1,Q1,AP,Keystone Energy,Utilities,West,40385.25,2329.8,38055.45,38055.45,16,1-30,Overdue,Net 45
634,2025-08,2025,8,Q3,AP,OmniSource,Office,East,116512.34,0.0,116512.34,0.0,0,Current,Current,2/10 Net 30
698,2025-07,2025,7,Q3,AP,General Utilities,Utilities,East,26045.28,0.0,26045.28,0.0,0,Current,Current,Net 45
24,2026-06,2026,6,Q2,AR,BlueSky Ltd,Enterprise,East,128198.34,0.0,128198.34,0.0,0,Current,Current,2/10 Net 30
470,2026-04,2026,4,Q2,AP,General Utilities,Utilities,East,97689.82,0.0,97689.82,0.0,0,Current,Current,Net 45
40,2026-06,2026,6,Q2,AR,Global Retail,Retail,East,230588.86,230588.86,0.0,0.0,11,1-30,Paid,2/10 Net 30
283,2026-04,2026,4,Q2,AR,Cedar Group,Enterprise,Central,93469.06,5900.66,87568.4,87568.4,88,61-90,Overdue,Net 60
25,2025-06,2025,6,Q2,AR,Cedar Group,Enterprise,Central,103925.01,52969.62,50955.39,0.0,0,Current,Partial,2/10 Net 30
551,2026-06,2026,6,Q2,AP,LightHouse Media,Marketing,Central,127670.6,0.0,127670.6,0.0,0,Current,Current,Net 60
615,2026-03,2026,3,Q1,AP,Prime Vendors,Consulting,South,125689.29,40161.65,85527.64,0.0,0,Current,Partial,Net 90
219,2026-03,2026,3,Q1,AR,Lumen Digital,Startup,North,17626.47,17626.47,0.0,0.0,22,1-30,Paid,Net 90
268,2025-10,2025,10,Q4,AR,Jupiter Startup,Startup,Central,246444.63,162501.73,83942.9,0.0,0,Current,Partial,Net 30
128,2025-03,2025,3,Q1,AR,Metro Bank,Government,North,24076.34,2562.32,21514.02,21514.02,19,1-30,Overdue,Net 60
431,2025-04,2025,4,Q2,AP,Quality Goods,Office,North,145358.83,0.0,145358.83,0.0,0,Current,Current,Net 90
154,2025-02,2025,2,Q1,AR,Metro Bank,Government,East,198187.4,0.0,198187.4,0.0,0,Current,Current,Net 60
463,2025-12,2025,12,Q4,AP,Keystone Energy,Utilities,West,168469.79,168469.79,0.0,0.0,15,1-30,Paid,2/10 Net 30
351,2026-06,2026,6,Q2,AP,FirmBase Infra,Technology,East,48781.38,0.0,48781.38,0.0,0,Current,Current,2/10 Net 30
66,2026-04,2026,4,Q2,AR,Oak Institute,Government,North,174487.85,0.0,174487.85,0.0,0,Current,Current,Net 60
641,2026-06,2026,6,Q2,AP,OmniSource,Office,South,49493.83,0.0,49493.83,0.0,0,Current,Current,Net 90
681,2026-02,2026,2,Q1,AP,BrightTech Parts,Technology,South,48736.24,0.0,48736.24,0.0,0,Current,Current,Net 60
308,2026-03,2026,3,Q1,AR,Echo Solutions,SMB,North,163583.21,1496.27,162086.94,162086.94,59,31-60,Overdue,Net 90
490,2026-03,2026,3,Q1,AP,LightHouse Media,Marketing,East,152539.16,152539.16,0.0,0.0,25,1-30,Paid,Net 90
82,2026-06,2026,6,Q2,AR,Oak Institute,Government,West,157545.3,0.0,157545.3,0.0,0,Current,Current,Net 90
448,2026-04,2026,4,Q2,AP,FirmBase Infra,Technology,Central,105069.74,0.0,105069.74,0.0,0,Current,Current,Net 30
666,2025-04,2025,4,Q2,AP,Master Builders,Manufacturing,West,84359.15,0.0,84359.15,0.0,0,Current,Current,Net 30
298,2026-02,2026,2,Q1,AR,Peak Analytics,Enterprise,North,73557.19,4557.49,68999.7,68999.7,157,90+,Overdue,Net 30
86,2026-05,2026,5,Q2,AR,Echo Solutions,SMB,North,106660.89,60052.8,46608.09,0.0,0,Current,Partial,2/10 Net 30
508,2026-01,2026,1,Q1,AP,HarbourFreight,Logistics,West,162985.35,4557.5,158427.85,158427.85,28,1-30,Overdue,Net 90
159,2025-06,2025,6,Q2,AR,Peak Analytics,Enterprise,West,70346.57,6357.08,63989.49,63989.49,24,1-30,Overdue,Net 30
230,2025-06,2025,6,Q2,AR,Delta Inc,SMB,North,156846.31,37566.2,119280.11,119280.11,27,1-30,Partial,Net 60
475,2025-06,2025,6,Q2,AP,BrightTech Parts,Technology,Central,116018.04,35837.29,80180.75,80180.75,12,1-30,Partial,Net 45
350,2025-11,2025,11,Q4,AR,Harbor Shops,Retail,Central,235463.65,29690.98,205772.67,205772.67,40,31-60,Overdue,Net 60
623,2026-06,2026,6,Q2,AP,Java Components,Manufacturing,West,170329.66,2230.69,168098.97,168098.97,7,1-30,Overdue,Net 30
699,2025-07,2025,7,Q3,AP,Network Pro,Technology,South,54364.15,20920.35,33443.8,33443.8,8,1-30,Partial,Net 60
437,2025-02,2025,2,Q1,AP,FirmBase Infra,Technology,West,119268.51,54299.84,64968.67,64968.67,10,1-30,Partial,2/10 Net 30
445,2025-06,2025,6,Q2,AP,Prime Vendors,Consulting,East,50626.41,28741.35,21885.06,0.0,0,Current,Partial,Net 45
191,2025-10,2025,10,Q4,AR,Harbor Shops,Retail,East,174108.78,24384.81,149723.97,149723.97,46,31-60,Overdue,Net 90
378,2026-03,2026,3,Q1,AP,Keystone Energy,Utilities,East,152444.19,152444.19,0.0,0.0,55,31-60,Paid,Net 60
433,2026-04,2026,4,Q2,AP,FirmBase Infra,Technology,East,177965.96,19641.63,158324.33,158324.33,12,1-30,Overdue,2/10 Net 30
93,2025-02,2025,2,Q1,AR,Kite Ventures,Startup,North,40664.6,0.0,40664.6,0.0,0,Current,Current,2/10 Net 30
700,2026-03,2026,3,Q1,AP,Crown Logistics,Logistics,North,175468.65,175468.65,0.0,0.0,22,1-30,Paid,Net 90
275,2025-09,2025,9,Q3,AR,Cedar Group,Enterprise,East,226431.07,0.0,226431.07,0.0,0,Current,Current,Net 45
488,2025-07,2025,7,Q3,AP,General Utilities,Utilities,Central,170708.09,19621.62,151086.47,151086.47,24,1-30,Overdue,2/10 Net 30
553,2025-06,2025,6,Q2,AP,OmniSource,Office,Central,38072.04,0.0,38072.04,0.0,0,Current,Current,2/10 Net 30
457,2026-06,2026,6,Q2,AP,FirmBase Infra,Technology,East,89286.39,30648.61,58637.78,0.0,0,Current,Partial,Net 90
502,2026-02,2026,2,Q1,AP,LightHouse Media,Marketing,East,119007.54,0.0,119007.54,0.0,0,Current,Current,Net 60
205,2025-03,2025,3,Q1,AR,Quantum Ltd,SMB,West,229724.95,69165.22,160559.73,160559.73,2,1-30,Partial,Net 30
525,2025-01,2025,1,Q1,AP,FirmBase Infra,Technology,West,38741.96,3769.07,34972.89,34972.89,3,1-30,Overdue,Net 90
377,2026-01,2026,1,Q1,AP,Network Pro,Technology,North,19088.51,9184.75,9903.76,9903.76,20,1-30,Partial,2/10 Net 30
99,2025-05,2025,5,Q2,AR,Delta Inc,SMB,North,146995.58,0.0,146995.58,0.0,0,Current,Current,Net 45
368,2025-10,2025,10,Q4,AP,LightHouse Media,Marketing,East,153670.52,80461.78,73208.74,73208.74,1,1-30,Partial,Net 30
135,2025-03,2025,3,Q1,AR,Cedar Group,Enterprise,Central,147180.7,77405.09,69775.61,69775.61,15,1-30,Partial,Net 30
318,2025-06,2025,6,Q2,AR,Metro Bank,Government,East,48538.53,10493.61,38044.92,38044.92,49,31-60,Partial,Net 30
443,2026-04,2026,4,Q2,AP,Dura Materials,Manufacturing,East,178973.05,0.0,178973.05,0.0,0,Current,Current,Net 45
503,2025-05,2025,5,Q2,AP,OmniSource,Office,North,124308.58,2095.32,122213.26,122213.26,88,61-90,Overdue,Net 45
306,2025-01,2025,1,Q1,AR,Cedar Group,Enterprise,South,36553.93,921.1,35632.83,35632.83,97,90+,Overdue,Net 60
124,2025-05,2025,5,Q2,AR,Falcon Tech,SMB,Central,113562.68,0.0,113562.68,0.0,0,Current,Current,Net 90
584,2025-02,2025,2,Q1,AP,General Utilities,Utilities,Central,24235.95,2057.88,22178.07,22178.07,5,1-30,Overdue,2/10 Net 30
590,2026-01,2026,1,Q1,AP,Crown Logistics,Logistics,Central,124999.25,0.0,124999.25,0.0,0,Current,Current,Net 90
413,2025-03,2025,3,Q1,AP,Crown Logistics,Logistics,North,146837.7,19961.93,126875.77,126875.77,79,61-90,Overdue,2/10 Net 30
398,2025-08,2025,8,Q3,AP,BrightTech Parts,Technology,East,23067.2,15124.42,7942.78,0.0,0,Current,Partial,Net 60
167,2025-12,2025,12,Q4,AR,Cedar Group,Enterprise,Central,213583.7,213583.7,0.0,0.0,26,1-30,Paid,Net 45
214,2026-03,2026,3,Q1,AR,Harbor Shops,Retail,Central,18828.79,6768.04,12060.75,0.0,0,Current,Partial,2/10 Net 30
22,2025-03,2025,3,Q1,AR,Harbor Shops,Retail,South,216839.35,8625.97,208213.38,208213.38,6,1-30,Overdue,Net 30
664,2025-11,2025,11,Q4,AP,Elite Services,Consulting,East,16543.55,4979.04,11564.51,11564.51,25,1-30,Partial,2/10 Net 30
562,2025-05,2025,5,Q2,AP,Elite Services,Consulting,West,105293.86,4734.04,100559.82,100559.82,7,1-30,Overdue,Net 45
246,2025-11,2025,11,Q4,AR,Jupiter Startup,Startup,West,84842.13,1449.37,83392.76,83392.76,137,90+,Overdue,Net 60
183,2025-05,2025,5,Q2,AR,Global Retail,Retail,Central,16099.32,1254.14,14845.18,14845.18,23,1-30,Overdue,Net 45
262,2026-05,2026,5,Q2,AR,Peak Analytics,Enterprise,West,210773.49,25162.59,185610.9,185610.9,33,31-60,Overdue,Net 90
409,2025-11,2025,11,Q4,AP,LightHouse Media,Marketing,South,53469.27,22741.71,30727.56,30727.56,29,1-30,Partial,Net 30
95,2025-09,2025,9,Q3,AR,Oak Institute,Government,East,118987.05,118987.05,0.0,0.0,48,31-60,Paid,Net 60
680,2025-08,2025,8,Q3,AP,Master Builders,Manufacturing,South,46468.83,0.0,46468.83,0.0,0,Current,Current,Net 60
561,2026-01,2026,1,Q1,AP,Keystone Energy,Utilities,West,41517.28,25114.62,16402.66,16402.66,29,1-30,Partial,Net 45
73,2026-02,2026,2,Q1,AR,Harbor Shops,Retail,Central,77851.52,77851.52,0.0,0.0,14,1-30,Paid,2/10 Net 30
57,2025-02,2025,2,Q1,AR,Apex Corp,Enterprise,South,42333.67,0.0,42333.67,0.0,0,Current,Current,Net 45
331,2026-01,2026,1,Q1,AR,BlueSky Ltd,Enterprise,Central,145013.92,3760.48,141253.44,141253.44,5,1-30,Overdue,2/10 Net 30
650,2025-10,2025,10,Q4,AP,Acme Supplies,Office,North,28197.6,19471.99,8725.61,0.0,0,Current,Partial,Net 45
50,2025-03,2025,3,Q1,AR,Echo Solutions,SMB,South,178072.69,0.0,178072.69,0.0,0,Current,Current,Net 30
217,2026-02,2026,2,Q1,AR,National Agency,Government,South,136792.42,0.0,136792.42,0.0,0,Current,Current,Net 45
133,2026-03,2026,3,Q1,AR,Oak Institute,Government,Central,84186.02,84186.02,0.0,0.0,45,31-60,Paid,Net 60
333,2025-09,2025,9,Q3,AR,Kite Ventures,Startup,North,140253.28,0.0,140253.28,0.0,0,Current,Current,Net 60
464,2025-06,2025,6,Q2,AP,OmniSource,Office,Central,97479.79,6460.87,91018.92,91018.92,16,1-30,Overdue,Net 60
45,2025-03,2025,3,Q1,AR,Oak Institute,Government,West,180994.75,17811.46,163183.29,163183.29,68,61-90,Overdue,Net 90
338,2025-08,2025,8,Q3,AR,Echo Solutions,SMB,East,207326.72,2776.73,204549.99,204549.99,173,90+,Overdue,Net 60
684,2026-05,2026,5,Q2,AP,InfoSys Partners,Consulting,West,24643.0,2978.75,21664.25,21664.25,79,61-90,Overdue,Net 60
276,2025-08,2025,8,Q3,AR,National Agency,Government,North,121817.64,51472.03,70345.61,70345.61,38,31-60,Partial,Net 45
465,2025-12,2025,12,Q4,AP,Network Pro,Technology,East,95626.97,0.0,95626.97,0.0,0,Current,Current,Net 45
492,2025-02,2025,2,Q1,AP,Java Components,Manufacturing,Central,160587.45,0.0,160587.45,0.0,0,Current,Current,Net 30
472,2025-12,2025,12,Q4,AP,OmniSource,Office,North,171441.0,80850.89,90590.11,0.0,0,Current,Partial,Net 30
84,2025-08,2025,8,Q3,AR,Falcon Tech,SMB,East,27836.25,2080.94,25755.31,25755.31,15,1-30,Overdue,Net 30
30,2026-06,2026,6,Q2,AR,Echo Solutions,SMB,East,89005.67,0.0,89005.67,0.0,0,Current,Current,Net 60
158,2025-12,2025,12,Q4,AR,BlueSky Ltd,Enterprise,East,112053.09,41405.67,70647.42,0.0,0,Current,Partial,Net 90
332,2025-06,2025,6,Q2,AR,Global Retail,Retail,South,247128.58,0.0,247128.58,0.0,0,Current,Current,Net 90
109,2026-06,2026,6,Q2,AR,Global Retail,Retail,Central,85497.09,28952.51,56544.58,0.0,0,Current,Partial,Net 45
383,2026-04,2026,4,Q2,AP,Quality Goods,Office,South,147298.22,94469.41,52828.81,52828.81,52,31-60,Partial,Net 30
404,2025-03,2025,3,Q1,AP,Java Components,Manufacturing,West,8454.99,5059.34,3395.65,0.0,0,Current,Partial,Net 45
125,2025-09,2025,9,Q3,AR,Global Retail,Retail,Central,74395.39,0.0,74395.39,0.0,0,Current,Current,2/10 Net 30
292,2025-02,2025,2,Q1,AR,Apex Corp,Enterprise,South,230455.5,0.0,230455.5,0.0,0,Current,Current,Net 45
27,2026-03,2026,3,Q1,AR,Kite Ventures,Startup,North,142933.44,0.0,142933.44,0.0,0,Current,Current,Net 30
337,2025-12,2025,12,Q4,AR,Apex Corp,Enterprise,East,73684.93,10748.75,62936.18,62936.18,82,61-90,Overdue,Net 90
97,2025-04,2025,4,Q2,AR,Harbor Shops,Retail,West,248209.55,10219.3,237990.25,237990.25,1,1-30,Overdue,Net 60
511,2025-09,2025,9,Q3,AP,Master Builders,Manufacturing,North,42928.14,10470.07,32458.07,32458.07,108,90+,Partial,Net 60
253,2026-02,2026,2,Q1,AR,Cedar Group,Enterprise,North,90340.52,6544.17,83796.35,83796.35,67,61-90,Overdue,Net 60
79,2025-02,2025,2,Q1,AR,Falcon Tech,SMB,West,73148.36,10632.72,62515.64,62515.64,14,1-30,Overdue,2/10 Net 30
427,2025-04,2025,4,Q2,AP,FirmBase Infra,Technology,West,158362.22,11455.31,146906.91,146906.91,64,61-90,Overdue,2/10 Net 30
609,2026-04,2026,4,Q2,AP,BrightTech Parts,Technology,West,83533.38,43104.11,40429.27,0.0,0,Current,Partial,Net 90
585,2025-06,2025,6,Q2,AP,Dura Materials,Manufacturing,South,168704.22,0.0,168704.22,0.0,0,Current,Current,Net 90
539,2025-07,2025,7,Q3,AP,Acme Supplies,Office,South,15006.98,3855.57,11151.41,11151.41,48,31-60,Partial,Net 60
5,2025-12,2025,12,Q4,AR,Global Retail,Retail,North,75900.05,0.0,75900.05,0.0,0,Current,Current,Net 30
598,2025-07,2025,7,Q3,AP,Network Pro,Technology,East,123076.42,123076.42,0.0,0.0,52,31-60,Paid,Net 60
218,2026-03,2026,3,Q1,AR,BlueSky Ltd,Enterprise,Central,134847.99,13081.05,121766.94,121766.94,8,1-30,Overdue,Net 90
600,2025-12,2025,12,Q4,AP,Reliant Power,Utilities,South,10203.7,10203.7,0.0,0.0,26,1-30,Paid,Net 30
577,2026-04,2026,4,Q2,AP,Network Pro,Technology,West,115850.72,0.0,115850.72,0.0,0,Current,Current,Net 45
280,2025-04,2025,4,Q2,AR,Echo Solutions,SMB,North,240995.93,125874.65,115121.28,115121.28,26,1-30,Partial,Net 60
521,2026-06,2026,6,Q2,AP,Quality Goods,Office,North,149380.79,8864.51,140516.28,140516.28,29,1-30,Overdue,Net 30
173,2025-05,2025,5,Q2,AR,Falcon Tech,SMB,Central,211419.85,2575.82,208844.03,208844.03,57,31-60,Overdue,2/10 Net 30
185,2025-11,2025,11,Q4,AR,Quantum Ltd,SMB,Central,78448.69,11530.76,66917.93,66917.93,12,1-30,Overdue,Net 30
291,2025-06,2025,6,Q2,AR,Lumen Digital,Startup,South,145608.51,0.0,145608.51,0.0,0,Current,Current,Net 30
209,2025-03,2025,3,Q1,AR,Peak Analytics,Enterprise,North,38180.07,0.0,38180.07,0.0,0,Current,Current,Net 90
96,2026-03,2026,3,Q1,AR,Lumen Digital,Startup,Central,174126.81,109119.65,65007.16,0.0,0,Current,Partial,Net 90
358,2025-07,2025,7,Q3,AP,Acme Supplies,Office,North,125753.88,56799.03,68954.85,68954.85,10,1-30,Partial,Net 60
127,2025-04,2025,4,Q2,AR,Apex Corp,Enterprise,West,98150.82,59194.77,38956.05,38956.05,48,31-60,Partial,Net 45
152,2026-06,2026,6,Q2,AR,Apex Corp,Enterprise,Central,76361.64,4771.47,71590.17,71590.17,20,1-30,Overdue,Net 30
116,2025-07,2025,7,Q3,AR,National Agency,Government,West,207717.71,13296.97,194420.74,194420.74,64,61-90,Overdue,Net 90
