vendor_id,vendor_name,vendor_category,region,invoice_id,invoice_date,due_date,payment_terms,invoice_amount,paid_amount,outstanding_balance,payment_date,days_outstanding,days_overdue,payment_status,discount_rate,discount_captured
VND-011,SteelBuild Co,Materials,South,INV-0356,2025-02-22,2025-03-09,15,27425.95,27425.95,0.0,2025-03-21,99,84,Paid,0.01,0.0
VND-011,SteelBuild Co,Materials,South,INV-0357,2024-12-09,2025-03-09,90,29988.01,0.0,29988.01,,174,84,Overdue,0.02,0.0
VND-011,SteelBuild Co,Materials,South,INV-0358,2024-12-26,2025-01-10,15,13367.9,0.0,13367.9,,157,142,Overdue,0.0,0.0
VND-011,SteelBuild Co,Materials,South,INV-0359,2024-12-27,2025-02-10,45,19553.96,0.0,19553.96,,156,111,Overdue,0.0,0.0
VND-011,SteelBuild Co,Materials,South,INV-0360,2025-02-15,2025-04-16,60,23792.79,23792.79,0.0,2025-04-10,106,46,Paid,0.02,475.86
VND-011,SteelBuild Co,Materials,South,INV-0361,2025-03-22,2025-05-21,60,79167.02,0.0,79167.02,,71,11,Overdue,0.02,0.0
VND-011,SteelBuild Co,Materials,South,INV-0362,2025-03-23,2025-06-21,90,17875.62,0.0,17875.62,,70,0,Pending,0.01,0.0
VND-011,SteelBuild Co,Materials,South,INV-0363,2024-12-22,2025-02-20,60,4820.48,3745.11,1075.37,2024-12-25,161,101,Partial,0.02,0.0
VND-011,SteelBuild Co,Materials,South,INV-0364,2025-04-25,2025-06-24,60,19223.61,0.0,19223.61,,37,0,Pending,0.01,0.0
VND-011,SteelBuild Co,Materials,South,INV-0365,2025-01-17,2025-03-03,45,30005.66,30005.66,0.0,2025-04-02,135,90,Paid,0.025,0.0
VND-011,SteelBuild Co,Materials,South,INV-0366,2025-03-23,2025-05-07,45,75963.13,75963.13,0.0,2025-06-03,70,25,Paid,0.01,0.0
VND-011,SteelBuild Co,Materials,South,INV-0367,2025-01-10,2025-03-11,60,44271.25,8056.16,36215.09,2025-02-24,142,82,Partial,0.01,0.0
VND-011,SteelBuild Co,Materials,South,INV-0368,2025-01-05,2025-03-06,60,24453.03,18895.38,5557.65,2025-04-19,147,87,Partial,0.0,0.0
VND-011,SteelBuild Co,Materials,South,INV-0369,2024-12-13,2025-03-13,90,57002.9,57002.9,0.0,2025-02-23,170,80,Paid,0.025,1425.07
VND-011,SteelBuild Co,Materials,South,INV-0370,2025-04-13,2025-05-28,45,6520.16,6520.16,0.0,2025-04-29,49,4,Paid,0.01,65.2
VND-011,SteelBuild Co,Materials,South,INV-0371,2025-02-27,2025-03-29,30,2780.36,2780.36,0.0,2025-04-12,94,64,Paid,0.01,0.0
VND-011,SteelBuild Co,Materials,South,INV-0372,2025-03-25,2025-06-23,90,69699.9,0.0,69699.9,,68,0,Pending,0.02,0.0
VND-011,SteelBuild Co,Materials,South,INV-0373,2025-02-03,2025-05-04,90,71114.2,0.0,71114.2,,118,28,Overdue,0.01,0.0
VND-011,SteelBuild Co,Materials,South,INV-0374,2025-05-09,2025-07-08,60,62901.34,0.0,62901.34,,23,0,Pending,0.025,0.0
VND-011,SteelBuild Co,Materials,South,INV-0375,2025-04-23,2025-05-08,15,34575.79,34575.79,0.0,2025-05-03,39,24,Paid,0.01,345.76
VND-011,SteelBuild Co,Materials,South,INV-0376,2025-04-07,2025-04-22,15,24294.81,0.0,24294.81,,55,40,Overdue,0.025,0.0
VND-011,SteelBuild Co,Materials,South,INV-0377,2025-04-12,2025-04-27,15,40381.95,0.0,40381.95,,50,35,Overdue,0.01,0.0
VND-011,SteelBuild Co,Materials,South,INV-0378,2025-04-28,2025-06-27,60,32804.89,0.0,32804.89,,34,0,Pending,0.0,0.0
VND-011,SteelBuild Co,Materials,South,INV-0379,2025-05-05,2025-07-04,60,7077.2,0.0,7077.2,,27,0,Pending,0.025,0.0
VND-011,SteelBuild Co,Materials,South,INV-0380,2025-03-21,2025-06-19,90,76910.84,0.0,76910.84,,72,0,Pending,0.02,0.0
VND-011,SteelBuild Co,Materials,South,INV-0381,2025-01-15,2025-04-15,90,63294.65,47998.04,15296.61,2025-03-08,137,47,Partial,0.025,0.0
VND-011,SteelBuild Co,Materials,South,INV-0382,2025-05-01,2025-05-31,30,37435.5,37435.5,0.0,2025-05-20,31,1,Paid,0.0,0.0
VND-012,DataCenter Pro,IT,East,INV-0383,2025-03-12,2025-05-11,60,77769.41,77769.41,0.0,2025-05-07,81,21,Paid,0.01,0.0
VND-012,DataCenter Pro,IT,East,INV-0384,2025-01-12,2025-03-13,60,37919.52,37919.52,0.0,2025-01-29,140,80,Paid,0.02,758.39
VND-012,DataCenter Pro,IT,East,INV-0385,2025-03-25,2025-04-09,15,32782.72,32782.72,0.0,2025-04-30,68,53,Paid,0.0,0.0
VND-012,DataCenter Pro,IT,East,INV-0386,2024-12-06,2025-01-05,30,31558.56,31558.56,0.0,2025-01-20,177,147,Paid,0.0,0.0
VND-012,DataCenter Pro,IT,East,INV-0387,2025-02-12,2025-05-13,90,73683.71,73683.71,0.0,2025-05-15,109,19,Paid,0.02,0.0
VND-012,DataCenter Pro,IT,East,INV-0388,2025-01-04,2025-02-03,30,38208.52,38208.52,0.0,2025-01-20,148,118,Paid,0.01,382.09
VND-012,DataCenter Pro,IT,East,INV-0389,2024-12-26,2025-01-25,30,11159.9,11159.9,0.0,2025-02-05,157,127,Paid,0.02,0.0
VND-012,DataCenter Pro,IT,East,INV-0390,2025-05-14,2025-07-13,60,45068.56,0.0,45068.56,,18,0,Pending,0.02,0.0
VND-012,DataCenter Pro,IT,East,INV-0391,2025-04-18,2025-06-17,60,52538.98,0.0,52538.98,,44,0,Pending,0.01,0.0
VND-012,DataCenter Pro,IT,East,INV-0392,2025-03-19,2025-06-17,90,35256.98,0.0,35256.98,,74,0,Pending,0.0,0.0
VND-012,DataCenter Pro,IT,East,INV-0393,2025-01-23,2025-04-23,90,63253.79,63253.79,0.0,2025-03-01,129,39,Paid,0.01,632.54
VND-012,DataCenter Pro,IT,East,INV-0394,2025-01-13,2025-04-13,90,74339.27,0.0,74339.27,,139,49,Overdue,0.01,0.0
VND-012,DataCenter Pro,IT,East,INV-0395,2025-02-11,2025-02-26,15,40033.02,40033.02,0.0,2025-02-27,110,95,Paid,0.01,0.0
VND-012,DataCenter Pro,IT,East,INV-0396,2025-01-04,2025-02-03,30,4727.08,4727.08,0.0,2025-03-02,148,118,Paid,0.0,0.0
VND-012,DataCenter Pro,IT,East,INV-0397,2025-05-01,2025-06-30,60,67735.4,0.0,67735.4,,31,0,Pending,0.025,0.0
VND-012,DataCenter Pro,IT,East,INV-0398,2025-02-02,2025-02-17,15,5990.64,5990.64,0.0,2025-02-10,119,104,Paid,0.0,0.0
VND-012,DataCenter Pro,IT,East,INV-0399,2025-03-19,2025-05-18,60,62175.72,62175.72,0.0,2025-04-04,74,14,Paid,0.02,1243.51
VND-012,DataCenter Pro,IT,East,INV-0400,2024-12-06,2025-03-06,90,33959.1,33959.1,0.0,2025-03-08,177,87,Paid,0.02,0.0
VND-012,DataCenter Pro,IT,East,INV-0401,2025-05-14,2025-08-12,90,23462.54,0.0,23462.54,,18,0,Pending,0.025,0.0
VND-012,DataCenter Pro,IT,East,INV-0402,2025-05-05,2025-07-04,60,50451.25,0.0,50451.25,,27,0,Pending,0.01,0.0
VND-012,DataCenter Pro,IT,East,INV-0403,2025-05-25,2025-08-23,90,57476.87,0.0,57476.87,,7,0,Pending,0.0,0.0
VND-012,DataCenter Pro,IT,East,INV-0404,2025-03-31,2025-05-30,60,43002.47,43002.47,0.0,2025-06-11,62,2,Paid,0.02,0.0
VND-012,DataCenter Pro,IT,East,INV-0405,2025-01-26,2025-02-10,15,60408.21,60408.21,0.0,2025-02-15,126,111,Paid,0.01,0.0
VND-012,DataCenter Pro,IT,East,INV-0406,2025-05-04,2025-06-18,45,6936.45,0.0,6936.45,,28,0,Pending,0.025,0.0
VND-012,DataCenter Pro,IT,East,INV-0407,2025-01-11,2025-02-25,45,29242.62,18884.6,10358.02,2025-04-24,141,96,Partial,0.01,0.0
VND-012,DataCenter Pro,IT,East,INV-0408,2025-03-12,2025-04-11,30,79094.07,79094.07,0.0,2025-04-17,81,51,Paid,0.01,0.0
VND-012,DataCenter Pro,IT,East,INV-0409,2025-05-22,2025-07-21,60,5375.58,0.0,5375.58,,10,0,Pending,0.0,0.0
VND-013,FreightKing,Logistics,North,INV-0410,2024-12-08,2025-01-07,30,52646.82,0.0,52646.82,,175,145,Overdue,0.0,0.0
VND-013,FreightKing,Logistics,North,INV-0411,2025-01-12,2025-03-13,60,48758.02,48758.02,0.0,2025-03-06,140,80,Paid,0.02,975.16
VND-013,FreightKing,Logistics,North,INV-0412,2025-04-06,2025-04-21,15,41418.67,0.0,41418.67,,56,41,Overdue,0.02,0.0
VND-013,FreightKing,Logistics,North,INV-0413,2025-03-12,2025-04-11,30,63410.33,63410.33,0.0,2025-03-31,81,51,Paid,0.025,1585.26
VND-013,FreightKing,Logistics,North,INV-0414,2025-04-22,2025-06-21,60,44933.35,0.0,44933.35,,40,0,Pending,0.0,0.0
VND-013,FreightKing,Logistics,North,INV-0415,2024-12-14,2025-01-13,30,70246.97,70246.97,0.0,2024-12-24,169,139,Paid,0.0,0.0
VND-013,FreightKing,Logistics,North,INV-0416,2025-03-09,2025-04-08,30,66400.58,66400.58,0.0,2025-03-29,84,54,Paid,0.0,0.0
VND-013,FreightKing,Logistics,North,INV-0417,2025-01-30,2025-03-16,45,79060.76,79060.76,0.0,2025-02-05,122,77,Paid,0.025,1976.52
VND-013,FreightKing,Logistics,North,INV-0418,2025-04-10,2025-07-09,90,46746.65,0.0,46746.65,,52,0,Pending,0.0,0.0
VND-013,FreightKing,Logistics,North,INV-0419,2025-05-26,2025-06-10,15,6126.69,0.0,6126.69,,6,0,Pending,0.02,0.0
VND-013,FreightKing,Logistics,North,INV-0420,2025-01-01,2025-01-16,15,78727.74,0.0,78727.74,,151,136,Overdue,0.0,0.0
VND-013,FreightKing,Logistics,North,INV-0421,2025-02-13,2025-03-15,30,21653.54,21653.54,0.0,2025-02-13,108,78,Paid,0.0,0.0
VND-013,FreightKing,Logistics,North,INV-0422,2025-02-23,2025-05-24,90,11689.69,11689.69,0.0,2025-06-22,98,8,Paid,0.025,0.0
VND-013,FreightKing,Logistics,North,INV-0423,2025-02-10,2025-03-12,30,25941.35,25941.35,0.0,2025-04-03,111,81,Paid,0.01,0.0
VND-013,FreightKing,Logistics,North,INV-0424,2025-01-31,2025-03-02,30,5994.34,0.0,5994.34,,121,91,Overdue,0.0,0.0
VND-013,FreightKing,Logistics,North,INV-0425,2025-03-12,2025-04-11,30,50004.39,0.0,50004.39,,81,51,Overdue,0.02,0.0
VND-013,FreightKing,Logistics,North,INV-0426,2025-05-10,2025-06-24,45,42463.1,0.0,42463.1,,22,0,Pending,0.01,0.0
VND-013,FreightKing,Logistics,North,INV-0427,2025-01-04,2025-02-03,30,24020.54,24020.54,0.0,2025-01-26,148,118,Paid,0.0,0.0
VND-013,FreightKing,Logistics,North,INV-0428,2025-01-04,2025-03-05,60,63153.2,63153.2,0.0,2025-03-08,148,88,Paid,0.0,0.0
VND-013,FreightKing,Logistics,North,INV-0429,2024-12-24,2025-01-23,30,22657.69,22657.69,0.0,2025-02-11,159,129,Paid,0.025,0.0
VND-013,FreightKing,Logistics,North,INV-0430,2025-05-11,2025-06-25,45,50338.65,0.0,50338.65,,21,0,Pending,0.01,0.0
VND-013,FreightKing,Logistics,North,INV-0431,2024-12-16,2025-03-16,90,47719.33,47719.33,0.0,2025-03-21,167,77,Paid,0.025,0.0
VND-013,FreightKing,Logistics,North,INV-0432,2025-02-01,2025-03-03,30,35859.0,35859.0,0.0,2025-02-09,120,90,Paid,0.02,717.18
VND-013,FreightKing,Logistics,North,INV-0433,2025-04-11,2025-04-26,15,69201.96,0.0,69201.96,,51,36,Overdue,0.02,0.0
VND-013,FreightKing,Logistics,North,INV-0434,2025-02-10,2025-05-11,90,26706.47,26706.47,0.0,2025-06-09,111,21,Paid,0.01,0.0
VND-013,FreightKing,Logistics,North,INV-0435,2025-05-10,2025-07-09,60,11462.99,0.0,11462.99,,22,0,Pending,0.01,0.0
VND-013,FreightKing,Logistics,North,INV-0436,2025-03-05,2025-05-04,60,65111.3,65111.3,0.0,2025-04-16,88,28,Paid,0.025,1627.78
VND-013,FreightKing,Logistics,North,INV-0437,2025-01-28,2025-02-27,30,18765.45,4211.33,14554.12,2025-03-01,124,94,Partial,0.02,0.0
VND-013,FreightKing,Logistics,North,INV-0438,2025-02-05,2025-04-06,60,43514.54,43514.54,0.0,2025-04-26,116,56,Paid,0.0,0.0
VND-013,FreightKing,Logistics,North,INV-0439,2025-04-08,2025-05-23,45,62963.19,62963.19,0.0,2025-06-13,54,9,Paid,0.0,0.0
VND-013,FreightKing,Logistics,North,INV-0440,2025-05-11,2025-06-10,30,51386.1,0.0,51386.1,,21,0,Pending,0.025,0.0
VND-013,FreightKing,Logistics,North,INV-0441,2025-05-24,2025-08-22,90,9507.23,0.0,9507.23,,8,0,Pending,0.02,0.0
VND-013,FreightKing,Logistics,North,INV-0442,2025-05-06,2025-08-04,90,24551.34,0.0,24551.34,,26,0,Pending,0.025,0.0
VND-013,FreightKing,Logistics,North,INV-0443,2024-12-06,2025-01-20,45,40717.13,40717.13,0.0,2025-01-08,177,132,Paid,0.0,0.0
VND-013,FreightKing,Logistics,North,INV-0444,2024-12-14,2025-02-12,60,25862.72,25862.72,0.0,2025-02-06,169,109,Paid,0.02,517.25
VND-014,FacilityPro,Services,North,INV-0445,2024-12-03,2025-03-03,90,18173.24,18173.24,0.0,2024-12-06,180,90,Paid,0.02,363.46
VND-014,FacilityPro,Services,North,INV-0446,2025-01-09,2025-03-10,60,1598.87,1229.86,369.01,2025-02-19,143,83,Partial,0.0,0.0
VND-014,FacilityPro,Services,North,INV-0447,2025-05-25,2025-07-09,45,25618.99,0.0,25618.99,,7,0,Pending,0.025,0.0
VND-014,FacilityPro,Services,North,INV-0448,2025-02-09,2025-02-24,15,2399.44,2399.44,0.0,2025-02-15,112,97,Paid,0.025,59.99
VND-014,FacilityPro,Services,North,INV-0449,2025-03-28,2025-04-12,15,64005.7,64005.7,0.0,2025-04-17,65,50,Paid,0.02,0.0
VND-014,FacilityPro,Services,North,INV-0450,2025-04-27,2025-05-12,15,64291.57,64291.57,0.0,2025-05-03,35,20,Paid,0.02,1285.83
VND-014,FacilityPro,Services,North,INV-0451,2025-03-21,2025-06-19,90,34562.31,0.0,34562.31,,72,0,Pending,0.025,0.0
VND-014,FacilityPro,Services,North,INV-0452,2025-04-11,2025-05-11,30,55034.65,55034.65,0.0,2025-05-31,51,21,Paid,0.02,0.0
VND-014,FacilityPro,Services,North,INV-0453,2025-02-04,2025-04-05,60,72171.74,72171.74,0.0,2025-04-06,117,57,Paid,0.02,0.0
VND-014,FacilityPro,Services,North,INV-0454,2025-01-25,2025-02-24,30,37108.95,37108.95,0.0,2025-02-16,127,97,Paid,0.0,0.0
VND-014,FacilityPro,Services,North,INV-0455,2025-01-11,2025-01-26,15,4441.02,4441.02,0.0,2025-02-03,141,126,Paid,0.025,0.0
VND-014,FacilityPro,Services,North,INV-0456,2024-12-03,2025-02-01,60,24755.6,24755.6,0.0,2025-02-09,180,120,Paid,0.0,0.0
VND-014,FacilityPro,Services,North,INV-0457,2025-04-17,2025-05-17,30,28839.05,28839.05,0.0,2025-05-04,45,15,Paid,0.02,576.78
VND-014,FacilityPro,Services,North,INV-0458,2025-03-13,2025-04-27,45,29550.17,29550.17,0.0,2025-05-23,80,35,Paid,0.025,0.0
VND-014,FacilityPro,Services,North,INV-0459,2025-01-14,2025-02-28,45,71334.52,71334.52,0.0,2025-03-15,138,93,Paid,0.0,0.0
VND-014,FacilityPro,Services,North,INV-0460,2025-01-20,2025-03-21,60,30727.67,0.0,30727.67,,132,72,Overdue,0.02,0.0
VND-014,FacilityPro,Services,North,INV-0461,2025-05-11,2025-07-10,60,23019.39,0.0,23019.39,,21,0,Pending,0.02,0.0
VND-014,FacilityPro,Services,North,INV-0462,2025-02-17,2025-05-18,90,33625.64,10234.97,23390.67,2025-03-28,104,14,Partial,0.02,0.0
VND-014,FacilityPro,Services,North,INV-0463,2024-12-29,2025-02-27,60,22620.74,22620.74,0.0,2025-01-05,154,94,Paid,0.02,452.41
VND-014,FacilityPro,Services,North,INV-0464,2025-03-25,2025-04-24,30,62477.33,39509.17,22968.16,2025-05-20,68,38,Partial,0.025,0.0
VND-014,FacilityPro,Services,North,INV-0465,2025-02-20,2025-04-21,60,22990.66,10175.29,12815.37,2025-03-23,101,41,Partial,0.01,0.0
VND-014,FacilityPro,Services,North,INV-0466,2025-04-18,2025-05-03,15,49451.04,49451.04,0.0,2025-04-21,44,29,Paid,0.025,1236.28
VND-014,FacilityPro,Services,North,INV-0467,2024-12-23,2025-01-22,30,51868.83,0.0,51868.83,,160,130,Overdue,0.02,0.0
VND-014,FacilityPro,Services,North,INV-0468,2025-02-08,2025-05-09,90,5115.17,5115.17,0.0,2025-05-31,113,23,Paid,0.0,0.0
VND-014,FacilityPro,Services,North,INV-0469,2025-03-07,2025-06-05,90,58767.8,0.0,58767.8,,86,0,Pending,0.01,0.0
VND-014,FacilityPro,Services,North,INV-0470,2025-02-04,2025-04-05,60,17166.3,17166.3,0.0,2025-02-25,117,57,Paid,0.01,171.66
VND-014,FacilityPro,Services,North,INV-0471,2025-05-04,2025-08-02,90,6834.32,0.0,6834.32,,28,0,Pending,0.0,0.0
VND-014,FacilityPro,Services,North,INV-0472,2025-02-07,2025-03-09,30,48294.74,48294.74,0.0,2025-03-18,114,84,Paid,0.025,0.0
VND-014,FacilityPro,Services,North,INV-0473,2025-04-30,2025-05-15,15,27771.8,27771.8,0.0,2025-05-08,32,17,Paid,0.0,0.0
VND-014,FacilityPro,Services,North,INV-0474,2025-04-16,2025-06-15,60,55453.78,0.0,55453.78,,46,0,Pending,0.025,0.0
VND-014,FacilityPro,Services,North,INV-0475,2025-01-20,2025-04-20,90,13151.82,0.0,13151.82,,132,42,Overdue,0.025,0.0
VND-014,FacilityPro,Services,North,INV-0476,2025-04-28,2025-05-28,30,41799.28,41799.28,0.0,2025-05-07,34,4,Paid,0.025,1044.98
VND-015,PowerGrid SA,Utilities,North,INV-0477,2025-01-29,2025-03-30,60,68290.78,68290.78,0.0,2025-04-11,123,63,Paid,0.0,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0478,2025-05-16,2025-07-15,60,45232.16,0.0,45232.16,,16,0,Pending,0.025,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0479,2025-03-27,2025-06-25,90,27267.07,0.0,27267.07,,66,0,Pending,0.025,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0480,2024-12-20,2025-03-20,90,23866.24,23866.24,0.0,2025-01-02,163,73,Paid,0.01,238.66
VND-015,PowerGrid SA,Utilities,North,INV-0481,2025-04-30,2025-05-30,30,76629.58,0.0,76629.58,,32,2,Overdue,0.02,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0482,2024-12-31,2025-01-30,30,25811.93,25811.93,0.0,2025-01-16,152,122,Paid,0.0,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0483,2025-04-23,2025-07-22,90,61550.42,0.0,61550.42,,39,0,Pending,0.02,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0484,2025-04-23,2025-07-22,90,23614.12,0.0,23614.12,,39,0,Pending,0.02,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0485,2025-02-18,2025-04-04,45,1724.93,1330.31,394.62,2025-03-29,103,58,Partial,0.01,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0486,2025-05-23,2025-07-07,45,1690.26,0.0,1690.26,,9,0,Pending,0.025,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0487,2025-04-30,2025-06-14,45,57643.73,0.0,57643.73,,32,0,Pending,0.02,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0488,2025-03-01,2025-03-16,15,43194.28,43194.28,0.0,2025-03-06,92,77,Paid,0.0,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0489,2025-05-18,2025-08-16,90,3689.99,0.0,3689.99,,14,0,Pending,0.01,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0490,2025-03-14,2025-04-28,45,15961.54,15961.54,0.0,2025-05-02,79,34,Paid,0.02,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0491,2025-03-18,2025-04-17,30,6858.65,6858.65,0.0,2025-05-15,75,45,Paid,0.02,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0492,2025-04-14,2025-07-13,90,73166.26,0.0,73166.26,,48,0,Pending,0.025,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0493,2025-04-30,2025-07-29,90,42474.16,0.0,42474.16,,32,0,Pending,0.02,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0494,2025-04-14,2025-07-13,90,57588.18,0.0,57588.18,,48,0,Pending,0.025,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0495,2025-03-04,2025-05-03,60,44196.99,44196.99,0.0,2025-05-06,89,29,Paid,0.01,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0496,2024-12-14,2025-03-14,90,29956.56,29956.56,0.0,2025-02-05,169,79,Paid,0.0,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0497,2025-01-16,2025-02-15,30,47490.39,47490.39,0.0,2025-01-24,136,106,Paid,0.02,949.81
VND-015,PowerGrid SA,Utilities,North,INV-0498,2025-05-19,2025-07-18,60,66279.36,0.0,66279.36,,13,0,Pending,0.025,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0499,2025-01-17,2025-03-03,45,33610.93,12019.08,21591.85,2025-05-04,135,90,Partial,0.025,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0500,2025-04-19,2025-06-18,60,9872.34,0.0,9872.34,,43,0,Pending,0.0,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0501,2025-02-04,2025-04-05,60,12187.61,0.0,12187.61,,117,57,Overdue,0.02,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0502,2025-05-09,2025-06-08,30,56637.05,0.0,56637.05,,23,0,Pending,0.01,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0503,2025-01-19,2025-03-05,45,35746.59,35746.59,0.0,2025-03-15,133,88,Paid,0.025,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0504,2024-12-31,2025-03-01,60,60118.22,39724.07,20394.15,2025-02-26,152,92,Partial,0.02,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0505,2025-01-11,2025-03-12,60,18944.43,18944.43,0.0,2025-03-16,141,81,Paid,0.025,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0506,2025-04-16,2025-06-15,60,35170.78,0.0,35170.78,,46,0,Pending,0.02,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0507,2025-04-04,2025-05-19,45,58316.86,58316.86,0.0,2025-06-06,58,13,Paid,0.01,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0508,2025-02-12,2025-02-27,15,18272.82,18272.82,0.0,2025-02-18,109,94,Paid,0.0,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0509,2024-12-16,2025-01-15,30,35184.6,11827.4,23357.2,2025-02-20,167,137,Partial,0.025,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0510,2025-01-23,2025-02-07,15,32296.9,23079.01,9217.89,2025-05-28,129,114,Partial,0.0,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0511,2025-05-20,2025-06-19,30,42513.62,0.0,42513.62,,12,0,Pending,0.02,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0512,2025-03-05,2025-06-03,90,71387.8,0.0,71387.8,,88,0,Pending,0.0,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0513,2025-02-15,2025-03-17,30,17911.03,17911.03,0.0,2025-03-19,106,76,Paid,0.02,0.0
VND-015,PowerGrid SA,Utilities,North,INV-0514,2025-03-12,2025-04-11,30,79828.72,79828.72,0.0,2025-03-23,81,51,Paid,0.0,0.0
VND-016,MetalWorks Corp,Materials,East,INV-0515,2024-12-27,2025-03-27,90,10660.83,8219.95,2440.88,2025-01-27,156,66,Partial,0.0,0.0
VND-016,MetalWorks Corp,Materials,East,INV-0516,2025-04-28,2025-05-13,15,60297.89,0.0,60297.89,,34,19,Overdue,0.0,0.0
VND-016,MetalWorks Corp,Materials,East,INV-0517,2025-03-09,2025-05-08,60,41191.98,41191.98,0.0,2025-03-13,84,24,Paid,0.01,411.92
VND-016,MetalWorks Corp,Materials,East,INV-0518,2025-01-26,2025-04-26,90,37009.88,37009.88,0.0,2025-02-02,126,36,Paid,0.0,0.0
VND-016,MetalWorks Corp,Materials,East,INV-0519,2025-03-18,2025-04-17,30,21670.8,10949.92,10720.88,2025-05-29,75,45,Partial,0.0,0.0
VND-016,MetalWorks Corp,Materials,East,INV-0520,2024-12-25,2025-01-09,15,26883.39,26883.39,0.0,2024-12-26,158,143,Paid,0.025,672.08
VND-016,MetalWorks Corp,Materials,East,INV-0521,2025-01-26,2025-03-27,60,51284.06,51284.06,0.0,2025-03-04,126,66,Paid,0.02,1025.68
VND-016,MetalWorks Corp,Materials,East,INV-0522,2025-03-22,2025-04-06,15,13253.32,3925.8,9327.52,2025-05-25,71,56,Partial,0.02,0.0
VND-016,MetalWorks Corp,Materials,East,INV-0523,2025-05-11,2025-05-26,15,36172.68,36172.68,0.0,2025-06-10,21,6,Paid,0.01,0.0
VND-016,MetalWorks Corp,Materials,East,INV-0524,2024-12-08,2025-01-07,30,55070.52,55070.52,0.0,2025-01-11,175,145,Paid,0.02,0.0
VND-016,MetalWorks Corp,Materials,East,INV-0525,2025-04-19,2025-07-18,90,20019.28,0.0,20019.28,,43,0,Pending,0.0,0.0
VND-016,MetalWorks Corp,Materials,East,INV-0526,2025-02-10,2025-05-11,90,60544.74,60544.74,0.0,2025-02-17,111,21,Paid,0.025,1513.62
VND-016,MetalWorks Corp,Materials,East,INV-0527,2025-01-16,2025-03-17,60,57875.57,57875.57,0.0,2025-03-04,136,76,Paid,0.025,1446.89
VND-016,MetalWorks Corp,Materials,East,INV-0528,2025-04-06,2025-07-05,90,12044.05,0.0,12044.05,,56,0,Pending,0.025,0.0
VND-016,MetalWorks Corp,Materials,East,INV-0529,2025-03-21,2025-04-20,30,40284.65,40284.65,0.0,2025-04-19,72,42,Paid,0.0,0.0
VND-016,MetalWorks Corp,Materials,East,INV-0530,2024-12-16,2025-03-16,90,45393.11,0.0,45393.11,,167,77,Overdue,0.0,0.0
VND-016,MetalWorks Corp,Materials,East,INV-0531,2025-03-29,2025-05-13,45,32522.61,32522.61,0.0,2025-04-01,64,19,Paid,0.01,325.23
VND-016,MetalWorks Corp,Materials,East,INV-0532,2025-02-23,2025-03-25,30,25726.13,25726.13,0.0,2025-02-28,98,68,Paid,0.02,514.52
VND-016,MetalWorks Corp,Materials,East,INV-0533,2024-12-20,2025-02-18,60,79751.11,79751.11,0.0,2025-03-18,163,103,Paid,0.02,0.0
VND-016,MetalWorks Corp,Materials,East,INV-0534,2025-03-04,2025-06-02,90,17743.97,0.0,17743.97,,89,0,Pending,0.025,0.0
VND-016,MetalWorks Corp,Materials,East,INV-0535,2025-05-04,2025-08-02,90,78068.13,0.0,78068.13,,28,0,Pending,0.01,0.0
VND-016,MetalWorks Corp,Materials,East,INV-0536,2025-02-17,2025-03-04,15,26042.47,15952.05,10090.42,2025-03-29,104,89,Partial,0.02,0.0
VND-016,MetalWorks Corp,Materials,East,INV-0537,2025-03-24,2025-05-23,60,74434.77,74434.77,0.0,2025-03-30,69,9,Paid,0.02,1488.7
