record_id,customer_id,customer_name,segment,region,credit_limit,credit_used,credit_utilization,outstanding_balance,overdue_balance,days_overdue,risk_score,risk_category,payment_history,on_time_payments,late_payments,write_off_amount,period,year,month,quarter
CR-0341,C-RET-05,Retail Client 05,Retail,Central,72000,41616,0.578,31446,0,0,11.2,Low,Good,2,0,0.0,Sep 2025,2025,9,Q3
CR-0342,C-RET-06,Retail Client 06,Retail,Central,103000,74819,0.7264,29951,0,0,27.4,Medium,Fair,1,0,0.0,Sep 2025,2025,9,Q3
CR-0343,C-RET-07,Retail Client 07,Retail,West,147000,65636,0.4465,51560,7784,15,33.4,Medium,Fair,7,4,0.0,Sep 2025,2025,9,Q3
CR-0344,C-RET-08,Retail Client 08,Retail,North,106000,57759,0.5449,41958,0,0,28.8,Medium,Fair,7,3,0.0,Sep 2025,2025,9,Q3
CR-0329,C-SMB-01,SMB Client 01,SMB,North,274000,238599,0.8708,98675,0,0,16.8,Low,Good,5,0,0.0,Sep 2025,2025,9,Q3
CR-0330,C-SMB-02,SMB Client 02,SMB,South,128000,37248,0.291,30652,2662,50,59.2,High,Fair,2,1,0.0,Sep 2025,2025,9,Q3
CR-0331,C-SMB-03,SMB Client 03,SMB,North,317000,313133,0.9878,216104,111747,123,76.0,Critical,Poor,7,0,14217.33,Sep 2025,2025,9,Q3
CR-0332,C-SMB-04,SMB Client 04,SMB,South,101000,84598,0.8376,27643,5982,82,41.2,Medium,Good,4,0,0.0,Sep 2025,2025,9,Q3
CR-0333,C-SMB-05,SMB Client 05,SMB,North,203000,79008,0.3892,63605,0,0,6.0,Low,Good,8,0,0.0,Sep 2025,2025,9,Q3
CR-0334,C-SMB-06,SMB Client 06,SMB,West,108000,59994,0.5555,21792,0,0,17.1,Low,Fair,5,0,0.0,Sep 2025,2025,9,Q3
CR-0335,C-SMB-07,SMB Client 07,SMB,South,201000,140157,0.6973,57329,0,0,13.5,Low,Fair,6,2,0.0,Sep 2025,2025,9,Q3
CR-0336,C-SMB-08,SMB Client 08,SMB,South,147000,131374,0.8937,45542,12432,6,64.3,High,Poor,7,4,0.0,Sep 2025,2025,9,Q3
CR-0353,C-STA-01,Startup Client 01,Startup,North,91000,66739,0.7334,50417,11249,18,51.0,High,Fair,1,2,0.0,Sep 2025,2025,9,Q3
CR-0354,C-STA-02,Startup Client 02,Startup,West,67000,46525,0.6944,21592,12626,2,63.3,High,Poor,5,4,0.0,Sep 2025,2025,9,Q3
CR-0355,C-STA-03,Startup Client 03,Startup,West,120000,94308,0.7859,38319,10886,120,68.2,High,Fair,5,2,0.0,Sep 2025,2025,9,Q3
CR-0356,C-STA-04,Startup Client 04,Startup,East,132000,113850,0.8625,70717,19368,71,51.4,High,Good,7,0,0.0,Sep 2025,2025,9,Q3
CR-0357,C-STA-05,Startup Client 05,Startup,North,142000,132656,0.9342,68489,14048,20,59.1,High,Fair,2,2,0.0,Sep 2025,2025,9,Q3
CR-0358,C-STA-06,Startup Client 06,Startup,North,65000,21749,0.3346,16193,315,68,39.1,Medium,Fair,9,1,0.0,Sep 2025,2025,9,Q3
CR-0359,C-STA-07,Startup Client 07,Startup,South,131000,63797,0.487,34235,4377,31,67.2,High,Good,7,0,0.0,Sep 2025,2025,9,Q3
CR-0360,C-STA-08,Startup Client 08,Startup,West,88000,40542,0.4607,31133,16878,23,57.5,High,Fair,9,0,0.0,Sep 2025,2025,9,Q3
CR-0361,C-ENT-01,Enterprise Client 01,Enterprise,South,1448000,722986,0.4993,608254,0,0,21.0,Low,Fair,7,3,0.0,Oct 2025,2025,10,Q4
CR-0362,C-ENT-02,Enterprise Client 02,Enterprise,West,1885000,1539480,0.8167,706294,0,0,16.8,Low,Good,5,0,0.0,Oct 2025,2025,10,Q4
CR-0363,C-ENT-03,Enterprise Client 03,Enterprise,Central,665000,445218,0.6695,147152,0,0,20.0,Low,Good,8,0,0.0,Oct 2025,2025,10,Q4
CR-0364,C-ENT-04,Enterprise Client 04,Enterprise,West,1991000,1760044,0.884,1018492,0,0,14.9,Low,Fair,4,0,0.0,Oct 2025,2025,10,Q4
CR-0365,C-ENT-05,Enterprise Client 05,Enterprise,North,1365000,602374,0.4413,511408,0,0,4.2,Low,Good,5,0,0.0,Oct 2025,2025,10,Q4
CR-0366,C-ENT-06,Enterprise Client 06,Enterprise,West,1536000,1213440,0.79,823243,0,0,11.5,Low,Fair,10,2,0.0,Oct 2025,2025,10,Q4
CR-0367,C-ENT-07,Enterprise Client 07,Enterprise,South,708000,522362,0.7378,269745,0,0,9.4,Low,Good,6,0,0.0,Oct 2025,2025,10,Q4
CR-0368,C-ENT-08,Enterprise Client 08,Enterprise,South,1363000,764916,0.5612,629642,0,0,27.9,Medium,Good,10,0,0.0,Oct 2025,2025,10,Q4
CR-0385,C-GOV-01,Government Client 01,Government,North,883000,235938,0.2672,144164,0,0,9.2,Low,Good,2,0,0.0,Oct 2025,2025,10,Q4
CR-0386,C-GOV-02,Government Client 02,Government,South,1447000,914359,0.6319,652632,0,0,19.2,Low,Fair,3,4,0.0,Oct 2025,2025,10,Q4
CR-0387,C-GOV-03,Government Client 03,Government,North,435000,385106,0.8853,218332,0,0,22.3,Low,Fair,2,2,0.0,Oct 2025,2025,10,Q4
CR-0388,C-GOV-04,Government Client 04,Government,Central,1121000,659484,0.5883,395339,0,0,18.7,Low,Fair,1,3,0.0,Oct 2025,2025,10,Q4
CR-0389,C-GOV-05,Government Client 05,Government,East,894000,275173,0.3078,189757,0,0,14.1,Low,Good,5,0,0.0,Oct 2025,2025,10,Q4
CR-0390,C-GOV-06,Government Client 06,Government,North,653000,406166,0.622,123290,0,0,23.6,Low,Good,5,0,0.0,Oct 2025,2025,10,Q4
CR-0391,C-GOV-07,Government Client 07,Government,South,324000,250063,0.7718,99020,0,0,0,Low,Good,5,0,0.0,Oct 2025,2025,10,Q4
CR-0392,C-GOV-08,Government Client 08,Government,East,902000,490688,0.544,235614,0,0,1.7,Low,Fair,3,3,0.0,Oct 2025,2025,10,Q4
CR-0377,C-RET-01,Retail Client 01,Retail,Central,60000,50640,0.844,21328,0,0,19.4,Low,Good,8,0,0.0,Oct 2025,2025,10,Q4
CR-0378,C-RET-02,Retail Client 02,Retail,North,118000,58056,0.492,21553,7138,39,81.9,Critical,Poor,10,1,110.01,Oct 2025,2025,10,Q4
CR-0379,C-RET-03,Retail Client 03,Retail,Central,153000,52464,0.3429,18509,0,0,17.5,Low,Good,9,0,0.0,Oct 2025,2025,10,Q4
CR-0380,C-RET-04,Retail Client 04,Retail,Central,143000,123052,0.8605,70514,10256,79,65.9,High,Poor,2,3,0.0,Oct 2025,2025,10,Q4
CR-0381,C-RET-05,Retail Client 05,Retail,Central,72000,36907,0.5126,19349,0,0,10.2,Low,Good,8,0,0.0,Oct 2025,2025,10,Q4
CR-0382,C-RET-06,Retail Client 06,Retail,Central,103000,78527,0.7624,54797,0,0,29.0,Medium,Fair,10,2,0.0,Oct 2025,2025,10,Q4
CR-0383,C-RET-07,Retail Client 07,Retail,West,147000,60196,0.4095,32876,7024,44,33.6,Medium,Fair,10,4,0.0,Oct 2025,2025,10,Q4
CR-0384,C-RET-08,Retail Client 08,Retail,North,106000,59816,0.5643,36610,0,0,24.2,Low,Fair,3,3,0.0,Oct 2025,2025,10,Q4
CR-0369,C-SMB-01,SMB Client 01,SMB,North,274000,243120,0.8873,120688,0,0,11.6,Low,Good,5,0,0.0,Oct 2025,2025,10,Q4
CR-0370,C-SMB-02,SMB Client 02,SMB,South,128000,52915,0.4134,25017,11007,32,54.0,High,Fair,5,4,0.0,Oct 2025,2025,10,Q4
CR-0371,C-SMB-03,SMB Client 03,SMB,North,317000,304447,0.9604,220584,73017,27,79.2,Critical,Poor,2,0,61.03,Oct 2025,2025,10,Q4
CR-0372,C-SMB-04,SMB Client 04,SMB,South,101000,81850,0.8104,59779,2553,53,41.1,Medium,Good,8,0,0.0,Oct 2025,2025,10,Q4
CR-0373,C-SMB-05,SMB Client 05,SMB,North,203000,62301,0.3069,41578,0,0,0.7,Low,Good,10,0,0.0,Oct 2025,2025,10,Q4
CR-0374,C-SMB-06,SMB Client 06,SMB,West,108000,65005,0.6019,21900,0,0,22.0,Low,Fair,4,3,0.0,Oct 2025,2025,10,Q4
CR-0375,C-SMB-07,SMB Client 07,SMB,South,201000,146911,0.7309,77366,0,0,20.7,Low,Fair,7,0,0.0,Oct 2025,2025,10,Q4
CR-0376,C-SMB-08,SMB Client 08,SMB,South,147000,135813,0.9239,43523,23593,9,59.2,High,Poor,8,2,0.0,Oct 2025,2025,10,Q4
CR-0393,C-STA-01,Startup Client 01,Startup,North,91000,69679,0.7657,27354,4898,57,47.1,Medium,Fair,4,0,0.0,Oct 2025,2025,10,Q4
CR-0394,C-STA-02,Startup Client 02,Startup,West,67000,46880,0.6997,27552,5096,4,62.5,High,Poor,7,1,0.0,Oct 2025,2025,10,Q4
CR-0395,C-STA-03,Startup Client 03,Startup,West,120000,91008,0.7584,38201,6885,26,66.5,High,Fair,6,1,0.0,Oct 2025,2025,10,Q4
CR-0396,C-STA-04,Startup Client 04,Startup,East,132000,118061,0.8944,59793,33991,2,58.1,High,Good,2,0,0.0,Oct 2025,2025,10,Q4
CR-0397,C-STA-05,Startup Client 05,Startup,North,142000,136150,0.9588,49080,14946,6,61.0,High,Fair,2,2,0.0,Oct 2025,2025,10,Q4
CR-0398,C-STA-06,Startup Client 06,Startup,North,65000,30927,0.4758,25662,11147,49,43.9,Medium,Fair,10,1,0.0,Oct 2025,2025,10,Q4
CR-0399,C-STA-07,Startup Client 07,Startup,South,131000,56828,0.4338,44202,20002,65,61.5,High,Good,6,0,0.0,Oct 2025,2025,10,Q4
CR-0400,C-STA-08,Startup Client 08,Startup,West,88000,29946,0.3403,18606,3181,39,61.3,High,Fair,2,3,0.0,Oct 2025,2025,10,Q4
CR-0401,C-ENT-01,Enterprise Client 01,Enterprise,South,1448000,580648,0.401,347909,0,0,27.8,Medium,Fair,8,4,0.0,Nov 2025,2025,11,Q4
CR-0402,C-ENT-02,Enterprise Client 02,Enterprise,West,1885000,1758705,0.933,1247740,0,0,16.2,Low,Good,2,0,0.0,Nov 2025,2025,11,Q4
CR-0403,C-ENT-03,Enterprise Client 03,Enterprise,Central,665000,538584,0.8099,230650,0,0,23.7,Low,Good,10,0,0.0,Nov 2025,2025,11,Q4
CR-0404,C-ENT-04,Enterprise Client 04,Enterprise,West,1991000,1797674,0.9029,816428,0,0,20.1,Low,Fair,3,3,0.0,Nov 2025,2025,11,Q4
CR-0405,C-ENT-05,Enterprise Client 05,Enterprise,North,1365000,404040,0.296,230954,0,0,7.3,Low,Good,6,0,0.0,Nov 2025,2025,11,Q4
CR-0406,C-ENT-06,Enterprise Client 06,Enterprise,West,1536000,1176422,0.7659,671530,0,0,16.8,Low,Fair,3,3,0.0,Nov 2025,2025,11,Q4
CR-0407,C-ENT-07,Enterprise Client 07,Enterprise,South,708000,568312,0.8027,414734,0,0,12.5,Low,Good,9,0,0.0,Nov 2025,2025,11,Q4
CR-0408,C-ENT-08,Enterprise Client 08,Enterprise,South,1363000,761508,0.5587,507697,0,0,27.7,Medium,Good,6,0,0.0,Nov 2025,2025,11,Q4
CR-0425,C-GOV-01,Government Client 01,Government,North,883000,237969,0.2695,122396,0,0,12.7,Low,Good,8,0,0.0,Nov 2025,2025,11,Q4
CR-0426,C-GOV-02,Government Client 02,Government,South,1447000,985696,0.6812,687926,0,0,16.4,Low,Fair,5,4,0.0,Nov 2025,2025,11,Q4
CR-0427,C-GOV-03,Government Client 03,Government,North,435000,359788,0.8271,249916,0,0,20.7,Low,Fair,2,2,0.0,Nov 2025,2025,11,Q4
CR-0428,C-GOV-04,Government Client 04,Government,Central,1121000,633589,0.5652,352789,0,0,19.0,Low,Fair,2,2,0.0,Nov 2025,2025,11,Q4
CR-0429,C-GOV-05,Government Client 05,Government,East,894000,215990,0.2416,161020,0,0,12.0,Low,Good,3,0,0.0,Nov 2025,2025,11,Q4
CR-0430,C-GOV-06,Government Client 06,Government,North,653000,495105,0.7582,184036,0,0,25.2,Medium,Good,10,0,0.0,Nov 2025,2025,11,Q4
CR-0431,C-GOV-07,Government Client 07,Government,South,324000,256057,0.7903,215184,0,0,0,Low,Good,8,0,0.0,Nov 2025,2025,11,Q4
CR-0432,C-GOV-08,Government Client 08,Government,East,902000,398684,0.442,302097,0,0,1.7,Low,Fair,4,3,0.0,Nov 2025,2025,11,Q4
CR-0417,C-RET-01,Retail Client 01,Retail,Central,60000,46422,0.7737,22389,0,0,21.4,Low,Good,6,0,0.0,Nov 2025,2025,11,Q4
CR-0418,C-RET-02,Retail Client 02,Retail,North,118000,44628,0.3782,19899,1160,45,85.0,Critical,Poor,2,1,170.03,Nov 2025,2025,11,Q4
CR-0419,C-RET-03,Retail Client 03,Retail,Central,153000,59701,0.3902,28641,0,0,14.2,Low,Good,9,0,0.0,Nov 2025,2025,11,Q4
CR-0420,C-RET-04,Retail Client 04,Retail,Central,143000,120163,0.8403,68288,23045,45,65.9,High,Poor,2,2,0.0,Nov 2025,2025,11,Q4
CR-0421,C-RET-05,Retail Client 05,Retail,Central,72000,33372,0.4635,26047,0,0,9.1,Low,Good,5,0,0.0,Nov 2025,2025,11,Q4
CR-0422,C-RET-06,Retail Client 06,Retail,Central,103000,79464,0.7715,29347,0,0,25.3,Medium,Fair,3,0,0.0,Nov 2025,2025,11,Q4
CR-0423,C-RET-07,Retail Client 07,Retail,West,147000,52552,0.3575,38008,0,0,29.1,Medium,Fair,6,1,0.0,Nov 2025,2025,11,Q4
CR-0424,C-RET-08,Retail Client 08,Retail,North,106000,44297,0.4179,32211,0,0,27.6,Medium,Fair,9,2,0.0,Nov 2025,2025,11,Q4
CR-0409,C-SMB-01,SMB Client 01,SMB,North,274000,235859,0.8608,121316,0,0,15.5,Low,Good,2,0,0.0,Nov 2025,2025,11,Q4
CR-0410,C-SMB-02,SMB Client 02,SMB,South,128000,55552,0.434,44479,22932,45,58.9,High,Fair,3,0,0.0,Nov 2025,2025,11,Q4
CR-0411,C-SMB-03,SMB Client 03,SMB,North,317000,303844,0.9585,166657,62545,68,78.1,Critical,Poor,2,4,8960.78,Nov 2025,2025,11,Q4
CR-0412,C-SMB-04,SMB Client 04,SMB,South,101000,91213,0.9031,56540,13917,60,39.4,Medium,Good,7,0,0.0,Nov 2025,2025,11,Q4
CR-0413,C-SMB-05,SMB Client 05,SMB,North,203000,69730,0.3435,22247,0,0,7.0,Low,Good,4,0,0.0,Nov 2025,2025,11,Q4
CR-0414,C-SMB-06,SMB Client 06,SMB,West,108000,62359,0.5774,43770,0,0,16.8,Low,Fair,1,4,0.0,Nov 2025,2025,11,Q4
CR-0415,C-SMB-07,SMB Client 07,SMB,South,201000,142569,0.7093,64464,0,0,18.5,Low,Fair,5,4,0.0,Nov 2025,2025,11,Q4
CR-0416,C-SMB-08,SMB Client 08,SMB,South,147000,125009,0.8504,104378,6770,65,66.1,High,Poor,9,0,0.0,Nov 2025,2025,11,Q4
CR-0433,C-STA-01,Startup Client 01,Startup,North,91000,79944,0.8785,64303,2060,39,50.2,High,Fair,1,2,0.0,Nov 2025,2025,11,Q4
CR-0434,C-STA-02,Startup Client 02,Startup,West,67000,39068,0.5831,22105,639,117,60.5,High,Poor,2,3,0.0,Nov 2025,2025,11,Q4
CR-0435,C-STA-03,Startup Client 03,Startup,West,120000,87324,0.7277,35181,19062,124,67.5,High,Fair,7,3,0.0,Nov 2025,2025,11,Q4
CR-0436,C-STA-04,Startup Client 04,Startup,East,132000,104425,0.7911,46444,24069,105,54.9,High,Good,6,0,0.0,Nov 2025,2025,11,Q4
CR-0437,C-STA-05,Startup Client 05,Startup,North,142000,120033,0.8453,76180,38723,4,57.9,High,Fair,3,2,0.0,Nov 2025,2025,11,Q4
CR-0438,C-STA-06,Startup Client 06,Startup,North,65000,27157,0.4178,19884,5478,39,45.7,Medium,Fair,5,2,0.0,Nov 2025,2025,11,Q4
CR-0439,C-STA-07,Startup Client 07,Startup,South,131000,60024,0.4582,35024,2837,74,60.3,High,Good,3,0,0.0,Nov 2025,2025,11,Q4
CR-0440,C-STA-08,Startup Client 08,Startup,West,88000,29568,0.336,14772,3906,85,61.9,High,Fair,6,0,0.0,Nov 2025,2025,11,Q4
CR-0441,C-ENT-01,Enterprise Client 01,Enterprise,South,1448000,492899,0.3404,174494,0,0,26.0,Medium,Fair,10,1,0.0,Dec 2025,2025,12,Q4
CR-0442,C-ENT-02,Enterprise Client 02,Enterprise,West,1885000,1480856,0.7856,1187192,0,0,16.3,Low,Good,5,0,0.0,Dec 2025,2025,12,Q4
CR-0443,C-ENT-03,Enterprise Client 03,Enterprise,Central,665000,491502,0.7391,244090,0,0,26.9,Medium,Good,5,0,0.0,Dec 2025,2025,12,Q4
CR-0444,C-ENT-04,Enterprise Client 04,Enterprise,West,1991000,1681200,0.8444,787018,0,0,14.8,Low,Fair,1,2,0.0,Dec 2025,2025,12,Q4
CR-0445,C-ENT-05,Enterprise Client 05,Enterprise,North,1365000,529484,0.3879,282001,0,0,11.7,Low,Good,4,0,0.0,Dec 2025,2025,12,Q4
CR-0446,C-ENT-06,Enterprise Client 06,Enterprise,West,1536000,1218816,0.7935,897708,0,0,8.4,Low,Fair,1,1,0.0,Dec 2025,2025,12,Q4
CR-0447,C-ENT-07,Enterprise Client 07,Enterprise,South,708000,576666,0.8145,395495,0,0,9.9,Low,Good,9,0,0.0,Dec 2025,2025,12,Q4
CR-0448,C-ENT-08,Enterprise Client 08,Enterprise,South,1363000,779772,0.5721,473887,0,0,29.0,Medium,Good,1,0,0.0,Dec 2025,2025,12,Q4
CR-0465,C-GOV-01,Government Client 01,Government,North,883000,324944,0.368,119900,0,0,8.4,Low,Good,1,0,0.0,Dec 2025,2025,12,Q4
CR-0466,C-GOV-02,Government Client 02,Government,South,1447000,829420,0.5732,681948,0,0,16.1,Low,Fair,9,4,0.0,Dec 2025,2025,12,Q4
CR-0467,C-GOV-03,Government Client 03,Government,North,435000,379190,0.8717,263369,0,0,23.2,Low,Fair,5,0,0.0,Dec 2025,2025,12,Q4
CR-0468,C-GOV-04,Government Client 04,Government,Central,1121000,668564,0.5964,263191,0,0,19.7,Low,Fair,1,2,0.0,Dec 2025,2025,12,Q4
CR-0469,C-GOV-05,Government Client 05,Government,East,894000,337396,0.3774,116256,0,0,11.2,Low,Good,7,0,0.0,Dec 2025,2025,12,Q4
CR-0470,C-GOV-06,Government Client 06,Government,North,653000,491056,0.752,148413,0,0,22.2,Low,Good,2,0,0.0,Dec 2025,2025,12,Q4
CR-0471,C-GOV-07,Government Client 07,Government,South,324000,239533,0.7393,90279,0,0,0,Low,Good,4,0,0.0,Dec 2025,2025,12,Q4
CR-0472,C-GOV-08,Government Client 08,Government,East,902000,491500,0.5449,239589,0,0,2.8,Low,Fair,1,0,0.0,Dec 2025,2025,12,Q4
CR-0457,C-RET-01,Retail Client 01,Retail,Central,60000,52206,0.8701,39761,0,0,21.8,Low,Good,4,0,0.0,Dec 2025,2025,12,Q4
CR-0458,C-RET-02,Retail Client 02,Retail,North,118000,58021,0.4917,41059,13650,40,85.2,Critical,Poor,8,1,381.21,Dec 2025,2025,12,Q4
CR-0459,C-RET-03,Retail Client 03,Retail,Central,153000,49205,0.3216,16631,0,0,16.5,Low,Good,5,0,0.0,Dec 2025,2025,12,Q4
CR-0460,C-RET-04,Retail Client 04,Retail,Central,143000,114457,0.8004,42143,2009,83,62.1,High,Poor,6,3,0.0,Dec 2025,2025,12,Q4
CR-0461,C-RET-05,Retail Client 05,Retail,Central,72000,37073,0.5149,12003,0,0,7.4,Low,Good,3,0,0.0,Dec 2025,2025,12,Q4
CR-0462,C-RET-06,Retail Client 06,Retail,Central,103000,83533,0.811,25068,0,0,27.8,Medium,Fair,1,3,0.0,Dec 2025,2025,12,Q4
CR-0463,C-RET-07,Retail Client 07,Retail,West,147000,58785,0.3999,24579,782,10,34.5,Medium,Fair,3,1,0.0,Dec 2025,2025,12,Q4
CR-0464,C-RET-08,Retail Client 08,Retail,North,106000,45771,0.4318,38259,9548,53,30.4,Medium,Fair,9,0,0.0,Dec 2025,2025,12,Q4
CR-0449,C-SMB-01,SMB Client 01,SMB,North,274000,224379,0.8189,72588,0,0,17.5,Low,Good,1,0,0.0,Dec 2025,2025,12,Q4
CR-0450,C-SMB-02,SMB Client 02,SMB,South,128000,51520,0.4025,24732,5775,98,55.6,High,Fair,9,2,0.0,Dec 2025,2025,12,Q4
CR-0451,C-SMB-03,SMB Client 03,SMB,North,317000,304700,0.9612,95508,32976,3,78.9,Critical,Poor,8,1,2150.05,Dec 2025,2025,12,Q4
CR-0452,C-SMB-04,SMB Client 04,SMB,South,101000,81234,0.8043,53370,13909,8,45.1,Medium,Good,2,0,0.0,Dec 2025,2025,12,Q4
CR-0453,C-SMB-05,SMB Client 05,SMB,North,203000,83027,0.409,70304,0,0,2.7,Low,Good,7,0,0.0,Dec 2025,2025,12,Q4
CR-0454,C-SMB-06,SMB Client 06,SMB,West,108000,71561,0.6626,52843,0,0,15.3,Low,Fair,6,0,0.0,Dec 2025,2025,12,Q4
CR-0455,C-SMB-07,SMB Client 07,SMB,South,201000,133223,0.6628,99685,0,0,14.8,Low,Fair,1,3,0.0,Dec 2025,2025,12,Q4
CR-0456,C-SMB-08,SMB Client 08,SMB,South,147000,134152,0.9126,78980,5987,34,60.9,High,Poor,10,2,0.0,Dec 2025,2025,12,Q4
CR-0473,C-STA-01,Startup Client 01,Startup,North,91000,62517,0.687,36521,6972,66,47.5,Medium,Fair,3,2,0.0,Dec 2025,2025,12,Q4
CR-0474,C-STA-02,Startup Client 02,Startup,West,67000,43476,0.6489,33808,7186,80,59.9,High,Poor,7,3,0.0,Dec 2025,2025,12,Q4
CR-0475,C-STA-03,Startup Client 03,Startup,West,120000,82644,0.6887,51687,963,115,67.4,High,Fair,8,3,0.0,Dec 2025,2025,12,Q4
CR-0476,C-STA-04,Startup Client 04,Startup,East,132000,118800,0.9,62523,12595,5,59.1,High,Good,4,0,0.0,Dec 2025,2025,12,Q4
CR-0477,C-STA-05,Startup Client 05,Startup,North,142000,139018,0.979,116890,42629,9,57.3,High,Fair,6,2,0.0,Dec 2025,2025,12,Q4
CR-0478,C-STA-06,Startup Client 06,Startup,North,65000,24986,0.3844,16842,3770,56,36.7,Medium,Fair,9,3,0.0,Dec 2025,2025,12,Q4
CR-0479,C-STA-07,Startup Client 07,Startup,South,131000,68330,0.5216,26821,5744,5,66.2,High,Good,6,0,0.0,Dec 2025,2025,12,Q4
CR-0480,C-STA-08,Startup Client 08,Startup,West,88000,29929,0.3401,13141,7232,43,61.7,High,Fair,3,4,0.0,Dec 2025,2025,12,Q4
CR-0481,C-ENT-01,Enterprise Client 01,Enterprise,South,1448000,619310,0.4277,310298,0,0,20.7,Low,Fair,3,0,0.0,Jan 2026,2026,1,Q1
CR-0482,C-ENT-02,Enterprise Client 02,Enterprise,West,1885000,1524588,0.8088,794042,0,0,10.9,Low,Good,5,0,0.0,Jan 2026,2026,1,Q1
CR-0483,C-ENT-03,Enterprise Client 03,Enterprise,Central,665000,453131,0.6814,192554,0,0,20.3,Low,Good,10,0,0.0,Jan 2026,2026,1,Q1
CR-0484,C-ENT-04,Enterprise Client 04,Enterprise,West,1991000,1744116,0.876,688629,0,0,17.9,Low,Fair,1,0,0.0,Jan 2026,2026,1,Q1
CR-0485,C-ENT-05,Enterprise Client 05,Enterprise,North,1365000,577941,0.4234,207648,0,0,6.8,Low,Good,4,0,0.0,Jan 2026,2026,1,Q1
CR-0486,C-ENT-06,Enterprise Client 06,Enterprise,West,1536000,1247539,0.8122,892914,0,0,11.2,Low,Fair,9,0,0.0,Jan 2026,2026,1,Q1
CR-0487,C-ENT-07,Enterprise Client 07,Enterprise,South,708000,531708,0.751,448480,0,0,5.2,Low,Good,4,0,0.0,Jan 2026,2026,1,Q1
CR-0488,C-ENT-08,Enterprise Client 08,Enterprise,South,1363000,730159,0.5357,489767,0,0,29.8,Medium,Good,6,0,0.0,Jan 2026,2026,1,Q1
CR-0505,C-GOV-01,Government Client 01,Government,North,883000,269668,0.3054,131039,0,0,8.7,Low,Good,5,0,0.0,Jan 2026,2026,1,Q1
CR-0506,C-GOV-02,Government Client 02,Government,South,1447000,1040682,0.7192,561974,0,0,18.9,Low,Fair,7,2,0.0,Jan 2026,2026,1,Q1
CR-0507,C-GOV-03,Government Client 03,Government,North,435000,386541,0.8886,124049,0,0,21.5,Low,Fair,1,3,0.0,Jan 2026,2026,1,Q1
CR-0508,C-GOV-04,Government Client 04,Government,Central,1121000,559267,0.4989,435467,0,0,13.3,Low,Fair,4,1,0.0,Jan 2026,2026,1,Q1
CR-0509,C-GOV-05,Government Client 05,Government,East,894000,230205,0.2575,120741,0,0,17.1,Low,Good,9,0,0.0,Jan 2026,2026,1,Q1
CR-0510,C-GOV-06,Government Client 06,Government,North,653000,422426,0.6469,213014,0,0,20.5,Low,Good,4,0,0.0,Jan 2026,2026,1,Q1
CR-0511,C-GOV-07,Government Client 07,Government,South,324000,248378,0.7666,111588,0,0,3.4,Low,Good,3,0,0.0,Jan 2026,2026,1,Q1
CR-0512,C-GOV-08,Government Client 08,Government,East,902000,399766,0.4432,178615,0,0,0.9,Low,Fair,9,4,0.0,Jan 2026,2026,1,Q1
CR-0497,C-RET-01,Retail Client 01,Retail,Central,60000,50640,0.844,19692,0,0,22.8,Low,Good,6,0,0.0,Jan 2026,2026,1,Q1
CR-0498,C-RET-02,Retail Client 02,Retail,North,118000,48392,0.4101,15466,6266,87,88.8,Critical,Poor,10,2,140.25,Jan 2026,2026,1,Q1
CR-0499,C-RET-03,Retail Client 03,Retail,Central,153000,58247,0.3807,36759,0,0,16.8,Low,Good,10,0,0.0,Jan 2026,2026,1,Q1
CR-0500,C-RET-04,Retail Client 04,Retail,Central,143000,108694,0.7601,71932,1562,80,64.7,High,Poor,3,1,0.0,Jan 2026,2026,1,Q1
CR-0501,C-RET-05,Retail Client 05,Retail,Central,72000,35424,0.492,27373,0,0,10.7,Low,Good,5,0,0.0,Jan 2026,2026,1,Q1
CR-0502,C-RET-06,Retail Client 06,Retail,Central,103000,74181,0.7202,30057,0,0,23.8,Low,Fair,2,0,0.0,Jan 2026,2026,1,Q1
CR-0503,C-RET-07,Retail Client 07,Retail,West,147000,65033,0.4424,28064,4901,39,32.4,Medium,Fair,9,3,0.0,Jan 2026,2026,1,Q1
CR-0504,C-RET-08,Retail Client 08,Retail,North,106000,53042,0.5004,42896,103,59,32.3,Medium,Fair,2,3,0.0,Jan 2026,2026,1,Q1
CR-0489,C-SMB-01,SMB Client 01,SMB,North,274000,237695,0.8675,98629,0,0,11.8,Low,Good,6,0,0.0,Jan 2026,2026,1,Q1
CR-0490,C-SMB-02,SMB Client 02,SMB,South,128000,43686,0.3413,25844,8846,101,57.2,High,Fair,5,4,0.0,Jan 2026,2026,1,Q1
CR-0491,C-SMB-03,SMB Client 03,SMB,North,317000,295761,0.933,225865,127812,153,77.2,Critical,Poor,5,2,439.25,Jan 2026,2026,1,Q1
CR-0492,C-SMB-04,SMB Client 04,SMB,South,101000,87052,0.8619,33466,11270,74,43.0,Medium,Good,9,0,0.0,Jan 2026,2026,1,Q1
CR-0493,C-SMB-05,SMB Client 05,SMB,North,203000,84144,0.4145,52699,0,0,2.1,Low,Good,1,0,0.0,Jan 2026,2026,1,Q1
CR-0494,C-SMB-06,SMB Client 06,SMB,West,108000,74650,0.6912,53204,0,0,16.5,Low,Fair,5,4,0.0,Jan 2026,2026,1,Q1
CR-0495,C-SMB-07,SMB Client 07,SMB,South,201000,132881,0.6611,93876,0,0,15.7,Low,Fair,3,4,0.0,Jan 2026,2026,1,Q1
