invoice_id,customer_id,customer_name,customer_segment,region,sales_rep,collector,invoice_date,due_date,payment_terms,invoice_amount,paid_amount,outstanding_balance,payment_date,days_outstanding,days_overdue,payment_status,collection_status,payment_method,promise_to_pay_date,last_contact_date
RCV-0266,CUST-009,Constructora Pacifico,Enterprise,East,David Wong,Felipe Morales,2024-12-14,2025-01-28,45,101905.42,73746.36,28159.06,2025-04-11,169,124,Partial,90+ DPD,ACH,,2025-05-28
RCV-0267,CUST-009,Constructora Pacifico,Enterprise,East,David Wong,Felipe Morales,2025-03-17,2025-04-16,30,69004.4,69004.4,0.0,2025-03-29,76,46,Paid,31-60 DPD,Wire,,
RCV-0268,CUST-009,Constructora Pacifico,Enterprise,East,David Wong,Felipe Morales,2025-01-22,2025-04-22,90,18421.41,18421.41,0.0,2025-04-25,130,40,Paid,31-60 DPD,Credit Card,,
RCV-0269,CUST-009,Constructora Pacifico,Enterprise,East,David Wong,Felipe Morales,2025-03-02,2025-05-01,60,46825.79,46825.79,0.0,2025-04-30,91,31,Paid,31-60 DPD,Wire,,
RCV-0270,CUST-009,Constructora Pacifico,Enterprise,East,David Wong,Felipe Morales,2025-01-17,2025-02-16,30,46717.85,46717.85,0.0,2025-03-22,135,105,Paid,90+ DPD,ACH,,
RCV-0271,CUST-009,Constructora Pacifico,Enterprise,East,David Wong,Felipe Morales,2025-02-11,2025-04-12,60,52013.12,14094.06,37919.06,2025-04-17,110,50,Partial,31-60 DPD,Credit Card,2025-06-12,2025-05-18
RCV-0272,CUST-009,Constructora Pacifico,Enterprise,East,David Wong,Felipe Morales,2025-03-22,2025-05-21,60,52825.5,52825.5,0.0,2025-05-09,71,11,Paid,1-30 DPD,Credit Card,,
RCV-0273,CUST-009,Constructora Pacifico,Enterprise,East,David Wong,Felipe Morales,2025-02-05,2025-03-22,45,118802.58,118802.58,0.0,2025-04-27,116,71,Paid,61-90 DPD,Credit Card,,
RCV-0274,CUST-009,Constructora Pacifico,Enterprise,East,David Wong,Felipe Morales,2025-03-12,2025-04-26,45,91550.07,91550.07,0.0,2025-06-01,81,36,Paid,31-60 DPD,Wire,,
RCV-0275,CUST-009,Constructora Pacifico,Enterprise,East,David Wong,Felipe Morales,2025-04-09,2025-07-08,90,95108.33,95108.33,0.0,2025-05-03,53,0,Paid,Current,Credit Card,,
RCV-0276,CUST-009,Constructora Pacifico,Enterprise,East,David Wong,Felipe Morales,2025-05-21,2025-07-20,60,51023.34,0.0,51023.34,,11,0,Current,Current,Wire,,
RCV-0277,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-05-26,2025-07-10,45,88989.47,0.0,88989.47,,6,0,Current,Current,Check,,
RCV-0278,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-04-27,2025-05-27,30,108081.71,108081.71,0.0,2025-04-30,35,5,Paid,1-30 DPD,ACH,,
RCV-0279,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-04-12,2025-04-27,15,114138.43,0.0,114138.43,,50,35,Overdue,31-60 DPD,ACH,,2025-05-23
RCV-0280,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-05-27,2025-07-26,60,20659.76,20659.76,0.0,2025-06-05,5,0,Paid,Current,Wire,,
RCV-0281,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-01-25,2025-02-24,30,104866.45,104866.45,0.0,2025-04-29,127,97,Paid,90+ DPD,Check,,
RCV-0282,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2024-12-19,2025-02-02,45,94764.82,39502.24,55262.58,2025-04-14,164,119,Partial,90+ DPD,Wire,2025-06-16,2025-05-21
RCV-0283,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-05-17,2025-06-01,15,65200.42,0.0,65200.42,,15,0,Current,Current,Credit Card,,
RCV-0284,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-02-16,2025-04-02,45,6044.95,6044.95,0.0,2025-05-21,105,60,Paid,31-60 DPD,Credit Card,,
RCV-0285,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2024-12-03,2025-02-01,60,89948.56,89948.56,0.0,2025-01-09,180,120,Paid,90+ DPD,Credit Card,,
RCV-0286,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-03-01,2025-04-15,45,3123.01,3123.01,0.0,2025-05-13,92,47,Paid,31-60 DPD,Wire,,
RCV-0287,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-05-17,2025-07-16,60,32800.36,0.0,32800.36,,15,0,Current,Current,Credit Card,,
RCV-0288,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-03-29,2025-04-28,30,82372.3,82372.3,0.0,2025-05-18,64,34,Paid,31-60 DPD,ACH,,
RCV-0289,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2024-12-15,2025-01-29,45,58561.12,58561.12,0.0,2025-05-14,168,123,Paid,90+ DPD,ACH,,
RCV-0290,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-01-15,2025-01-30,15,62079.51,0.0,62079.51,,137,122,Overdue,90+ DPD,ACH,2025-06-08,2025-05-25
RCV-0291,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-02-06,2025-03-08,30,15471.03,15471.03,0.0,2025-03-11,115,85,Paid,61-90 DPD,ACH,,
RCV-0292,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-02-13,2025-02-28,15,62655.81,62655.81,0.0,2025-04-12,108,93,Paid,90+ DPD,Wire,,
RCV-0293,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-01-15,2025-04-15,90,96374.08,96374.08,0.0,2025-04-12,137,47,Paid,31-60 DPD,ACH,,
RCV-0294,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-05-20,2025-08-18,90,63447.61,63447.61,0.0,2025-08-11,12,0,Paid,Current,Wire,,
RCV-0295,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-02-24,2025-03-26,30,89365.66,89365.66,0.0,2025-04-20,97,67,Paid,61-90 DPD,Wire,,
RCV-0296,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-01-05,2025-02-19,45,45894.54,16465.28,29429.26,2025-01-24,147,102,Partial,90+ DPD,Wire,,2025-05-23
RCV-0297,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-05-20,2025-06-04,15,24948.2,0.0,24948.2,,12,0,Current,Current,Wire,,
RCV-0298,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-05-05,2025-05-20,15,30951.51,30951.51,0.0,2025-05-15,27,12,Paid,1-30 DPD,ACH,,
RCV-0299,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-04-29,2025-05-29,30,89071.46,89071.46,0.0,2025-06-01,33,3,Paid,1-30 DPD,Check,,
RCV-0300,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-03-29,2025-05-13,45,8201.11,8201.11,0.0,2025-04-02,64,19,Paid,1-30 DPD,Wire,,
RCV-0301,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-04-13,2025-06-12,60,99877.9,0.0,99877.9,,49,0,Current,Current,Check,,
RCV-0302,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-01-24,2025-03-25,60,40345.57,4784.18,35561.39,2025-03-13,128,68,Partial,61-90 DPD,Credit Card,2025-06-05,2025-05-25
RCV-0303,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-01-10,2025-04-10,90,88537.05,88537.05,0.0,2025-05-18,142,52,Paid,31-60 DPD,Check,,
RCV-0304,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-03-09,2025-06-07,90,11773.95,11773.95,0.0,2025-03-19,84,0,Paid,Current,ACH,,
RCV-0305,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-04-29,2025-06-13,45,66230.56,0.0,66230.56,,33,0,Current,Current,Check,,
RCV-0306,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-05-04,2025-06-18,45,79480.74,79480.74,0.0,2025-05-09,28,0,Paid,Current,Credit Card,,
RCV-0307,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-01-12,2025-02-26,45,84564.09,84564.09,0.0,2025-02-19,140,95,Paid,90+ DPD,ACH,,
RCV-0308,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-01-04,2025-02-18,45,59977.75,0.0,59977.75,,148,103,Overdue,90+ DPD,ACH,2025-06-16,2025-05-22
RCV-0309,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-01-31,2025-02-15,15,79874.56,0.0,79874.56,,121,106,Overdue,90+ DPD,Check,2025-06-04,2025-05-19
RCV-0310,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-02-04,2025-05-05,90,75997.23,0.0,75997.23,,117,27,Overdue,1-30 DPD,Check,,2025-05-30
RCV-0311,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-02-02,2025-05-03,90,99215.18,99215.18,0.0,2025-06-01,119,29,Paid,1-30 DPD,Wire,,
RCV-0312,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2024-12-24,2025-02-22,60,78696.82,78696.82,0.0,2024-12-25,159,99,Paid,90+ DPD,Wire,,
RCV-0313,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2025-05-24,2025-07-08,45,2827.66,2827.66,0.0,2025-07-04,8,0,Paid,Current,Check,,
RCV-0314,CUST-010,Agencia Federal XYZ,Government,West,Maria Gonzalez,Elena Ruiz,2024-12-29,2025-01-28,30,76560.48,54898.07,21662.41,2025-03-11,154,124,Partial,90+ DPD,ACH,2025-06-09,2025-05-21
RCV-0315,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-05-12,2025-06-26,45,97947.69,0.0,97947.69,,20,0,Current,Current,Credit Card,,
RCV-0316,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-02-04,2025-05-05,90,10337.25,10337.25,0.0,2025-05-12,117,27,Paid,1-30 DPD,Wire,,
RCV-0317,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-05-04,2025-06-03,30,64907.81,0.0,64907.81,,28,0,Current,Current,Wire,,
RCV-0318,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-02-14,2025-03-16,30,40564.63,40564.63,0.0,2025-04-21,107,77,Paid,61-90 DPD,Credit Card,,
RCV-0319,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-02-08,2025-03-25,45,6005.73,3274.75,2730.98,2025-03-01,113,68,Partial,61-90 DPD,Wire,2025-07-01,2025-05-18
RCV-0320,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-01-10,2025-01-25,15,10821.56,10821.56,0.0,2025-03-19,142,127,Paid,90+ DPD,Credit Card,,
RCV-0321,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-02-26,2025-04-27,60,117783.0,23574.98,94208.02,2025-04-02,95,35,Partial,31-60 DPD,ACH,,2025-05-22
RCV-0322,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-04-23,2025-07-22,90,47470.71,0.0,47470.71,,39,0,Current,Current,Wire,,
RCV-0323,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2024-12-03,2024-12-18,15,70951.22,70951.22,0.0,2025-01-12,180,165,Paid,90+ DPD,Wire,,
RCV-0324,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2024-12-28,2025-01-12,15,73002.67,73002.67,0.0,2025-01-21,155,140,Paid,90+ DPD,Credit Card,,
RCV-0325,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-04-01,2025-06-30,90,72897.26,0.0,72897.26,,61,0,Current,Current,Wire,,
RCV-0326,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2024-12-19,2025-02-17,60,3051.62,1530.14,1521.48,2025-05-08,164,104,Partial,90+ DPD,Credit Card,,2025-05-26
RCV-0327,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2024-12-25,2025-01-24,30,59669.39,59669.39,0.0,2025-03-01,158,128,Paid,90+ DPD,Credit Card,,
RCV-0328,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-02-12,2025-03-14,30,105537.7,105537.7,0.0,2025-02-19,109,79,Paid,61-90 DPD,Wire,,
RCV-0329,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-01-28,2025-02-12,15,27878.71,27878.71,0.0,2025-03-28,124,109,Paid,90+ DPD,Check,,
RCV-0330,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-03-09,2025-04-08,30,92889.38,92889.38,0.0,2025-03-29,84,54,Paid,31-60 DPD,Check,,
RCV-0331,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-04-27,2025-05-27,30,51543.78,51543.78,0.0,2025-04-29,35,5,Paid,1-30 DPD,ACH,,
RCV-0332,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-05-22,2025-06-06,15,35810.6,0.0,35810.6,,10,0,Current,Current,ACH,,
RCV-0333,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-04-13,2025-04-28,15,69169.74,69169.74,0.0,2025-05-03,49,34,Paid,31-60 DPD,Credit Card,,
RCV-0334,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-02-07,2025-05-08,90,105669.36,105669.36,0.0,2025-04-28,114,24,Paid,1-30 DPD,Credit Card,,
RCV-0335,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-01-10,2025-02-09,30,84971.13,84971.13,0.0,2025-02-03,142,112,Paid,90+ DPD,Wire,,
RCV-0336,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-04-16,2025-05-16,30,82703.76,82703.76,0.0,2025-04-23,46,16,Paid,1-30 DPD,Check,,
RCV-0337,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-04-15,2025-05-15,30,105298.59,105298.59,0.0,2025-05-22,47,17,Paid,1-30 DPD,Wire,,
RCV-0338,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-04-03,2025-05-03,30,25425.79,25425.79,0.0,2025-05-10,59,29,Paid,1-30 DPD,Wire,,
RCV-0339,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-04-07,2025-07-06,90,64360.33,0.0,64360.33,,55,0,Current,Current,Check,,
RCV-0340,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-02-09,2025-03-26,45,49314.14,49314.14,0.0,2025-02-25,112,67,Paid,61-90 DPD,Credit Card,,
RCV-0341,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2024-12-17,2025-02-15,60,57053.65,0.0,57053.65,,166,106,Overdue,90+ DPD,ACH,2025-06-15,2025-05-29
RCV-0342,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-04-10,2025-06-09,60,76922.22,76922.22,0.0,2025-05-02,52,0,Paid,Current,Credit Card,,
RCV-0343,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-04-10,2025-05-25,45,17073.71,9881.41,7192.3,2025-04-22,52,7,Partial,1-30 DPD,Wire,,2025-05-20
RCV-0344,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-04-27,2025-06-26,60,10214.41,10214.41,0.0,2025-05-14,35,0,Paid,Current,Credit Card,,
RCV-0345,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-01-28,2025-02-12,15,71807.64,32422.2,39385.44,2025-04-22,124,109,Partial,90+ DPD,Wire,,2025-05-21
RCV-0346,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-03-02,2025-05-01,60,87668.54,0.0,87668.54,,91,31,Overdue,31-60 DPD,Check,,2025-05-29
RCV-0347,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-05-01,2025-07-30,90,59783.98,0.0,59783.98,,31,0,Current,Current,Credit Card,,
RCV-0348,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-04-16,2025-05-16,30,85748.96,85748.96,0.0,2025-05-31,46,16,Paid,1-30 DPD,Credit Card,,
RCV-0349,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-03-31,2025-04-30,30,16455.52,8846.61,7608.91,2025-05-29,62,32,Partial,31-60 DPD,ACH,,2025-05-30
RCV-0350,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-05-17,2025-08-15,90,54794.86,0.0,54794.86,,15,0,Current,Current,Credit Card,,
RCV-0351,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-01-24,2025-02-23,30,61103.82,61103.82,0.0,2025-05-04,128,98,Paid,90+ DPD,Wire,,
RCV-0352,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2024-12-13,2025-01-12,30,97296.79,97296.79,0.0,2025-01-29,170,140,Paid,90+ DPD,ACH,,
RCV-0353,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-01-03,2025-01-18,15,68791.59,12789.65,56001.94,2025-02-19,149,134,Partial,90+ DPD,Check,,2025-05-26
RCV-0354,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-01-28,2025-02-27,30,61340.26,14548.91,46791.35,2025-03-04,124,94,Partial,90+ DPD,Wire,,2025-05-27
RCV-0355,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2024-12-06,2025-02-04,60,53486.11,53486.11,0.0,2025-04-12,177,117,Paid,90+ DPD,Check,,
RCV-0356,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-05-19,2025-07-03,45,77881.87,0.0,77881.87,,13,0,Current,Current,Wire,,
RCV-0357,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2024-12-20,2025-01-19,30,57292.93,57292.93,0.0,2025-03-02,163,133,Paid,90+ DPD,Check,,
RCV-0358,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-04-17,2025-05-17,30,70694.72,70694.72,0.0,2025-05-07,45,15,Paid,1-30 DPD,Wire,,
RCV-0359,CUST-011,MedSupply Co,SMB,Central,Sofia Martinez,Isabela Costa,2025-03-05,2025-04-19,45,53181.41,53181.41,0.0,2025-05-26,88,43,Paid,31-60 DPD,Check,,
RCV-0360,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-04-25,2025-05-25,30,89716.55,89716.55,0.0,2025-04-26,37,7,Paid,1-30 DPD,Wire,,
RCV-0361,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-01-25,2025-03-26,60,39357.9,39357.9,0.0,2025-01-29,127,67,Paid,61-90 DPD,Check,,
RCV-0362,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2024-12-08,2025-02-06,60,90449.98,90449.98,0.0,2025-03-18,175,115,Paid,90+ DPD,ACH,,
RCV-0363,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2024-12-13,2025-01-27,45,5438.32,5438.32,0.0,2025-01-24,170,125,Paid,90+ DPD,Wire,,
RCV-0364,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-03-28,2025-05-27,60,117200.4,117200.4,0.0,2025-05-04,65,5,Paid,1-30 DPD,Credit Card,,
RCV-0365,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-04-11,2025-07-10,90,86872.45,0.0,86872.45,,51,0,Current,Current,Check,,
RCV-0366,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-03-15,2025-05-14,60,8011.87,8011.87,0.0,2025-05-22,78,18,Paid,1-30 DPD,Credit Card,,
RCV-0367,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2024-12-09,2025-02-07,60,53979.93,53979.93,0.0,2025-02-09,174,114,Paid,90+ DPD,Credit Card,,
RCV-0368,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-01-03,2025-03-04,60,102418.95,0.0,102418.95,,149,89,Overdue,61-90 DPD,ACH,,2025-05-20
RCV-0369,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-02-16,2025-04-17,60,11781.43,11781.43,0.0,2025-03-31,105,45,Paid,31-60 DPD,Credit Card,,
RCV-0370,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-05-27,2025-07-11,45,52408.47,52408.47,0.0,2025-05-28,5,0,Paid,Current,Check,,
RCV-0371,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-04-28,2025-06-27,60,60165.02,0.0,60165.02,,34,0,Current,Current,Wire,,
RCV-0372,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-05-09,2025-06-23,45,3853.51,0.0,3853.51,,23,0,Current,Current,Credit Card,,
RCV-0373,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-01-04,2025-02-18,45,41818.48,41818.48,0.0,2025-02-21,148,103,Paid,90+ DPD,Check,,
RCV-0374,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-01-30,2025-04-30,90,108412.54,108412.54,0.0,2025-05-27,122,32,Paid,31-60 DPD,ACH,,
RCV-0375,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-03-24,2025-05-23,60,9196.79,9196.79,0.0,2025-05-16,69,9,Paid,1-30 DPD,Wire,,
RCV-0376,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-04-11,2025-04-26,15,81931.38,81931.38,0.0,2025-05-30,51,36,Paid,31-60 DPD,Wire,,
RCV-0377,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2024-12-25,2025-02-23,60,5057.78,2805.41,2252.37,2025-03-24,158,98,Partial,90+ DPD,Check,2025-06-29,2025-05-21
RCV-0378,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2024-12-10,2025-03-10,90,50865.9,50865.9,0.0,2025-04-26,173,83,Paid,61-90 DPD,Wire,,
RCV-0379,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-01-22,2025-02-06,15,35142.07,35142.07,0.0,2025-05-18,130,115,Paid,90+ DPD,Credit Card,,
RCV-0380,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2024-12-07,2024-12-22,15,61750.06,61750.06,0.0,2024-12-20,176,161,Paid,90+ DPD,ACH,,
RCV-0381,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-03-06,2025-05-05,60,72451.62,0.0,72451.62,,87,27,Overdue,1-30 DPD,Check,,2025-05-23
RCV-0382,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-03-18,2025-05-02,45,58421.47,0.0,58421.47,,75,30,Overdue,1-30 DPD,Wire,,2025-05-20
RCV-0383,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-05-25,2025-06-24,30,21870.32,21870.32,0.0,2025-06-13,7,0,Paid,Current,ACH,,
RCV-0384,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-01-31,2025-05-01,90,67846.9,67846.9,0.0,2025-03-21,121,31,Paid,31-60 DPD,Check,,
RCV-0385,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-01-22,2025-03-08,45,116189.14,0.0,116189.14,,130,85,Overdue,61-90 DPD,ACH,2025-06-04,2025-05-28
RCV-0386,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2024-12-27,2025-01-26,30,88907.3,88907.3,0.0,2025-01-16,156,126,Paid,90+ DPD,Credit Card,,
RCV-0387,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-02-11,2025-02-26,15,33775.29,11901.75,21873.54,2025-05-13,110,95,Partial,90+ DPD,Wire,,2025-06-01
RCV-0388,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-05-03,2025-05-18,15,45924.33,45924.33,0.0,2025-05-31,29,14,Paid,1-30 DPD,Wire,,
RCV-0389,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2024-12-25,2025-01-09,15,52800.13,0.0,52800.13,,158,143,Overdue,90+ DPD,Wire,2025-06-26,2025-05-29
RCV-0390,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-03-10,2025-03-25,15,35695.21,35695.21,0.0,2025-03-31,83,68,Paid,61-90 DPD,Check,,
RCV-0391,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-05-06,2025-07-05,60,28728.82,28728.82,0.0,2025-06-29,26,0,Paid,Current,Check,,
RCV-0392,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-03-09,2025-03-24,15,32265.47,32265.47,0.0,2025-04-21,84,69,Paid,61-90 DPD,Check,,
RCV-0393,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-02-11,2025-05-12,90,56273.22,56273.22,0.0,2025-04-25,110,20,Paid,1-30 DPD,Credit Card,,
RCV-0394,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-02-15,2025-03-02,15,105297.48,0.0,105297.48,,106,91,Overdue,90+ DPD,Wire,,2025-05-30
RCV-0395,CUST-012,Fashion Group SA,Retail,North,Ana Fernandez,Elena Ruiz,2025-01-09,2025-04-09,90,68384.59,68384.59,0.0,2025-05-12,143,53,Paid,31-60 DPD,Credit Card,,
RCV-0396,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-02-23,2025-03-25,30,119507.72,119507.72,0.0,2025-05-27,98,68,Paid,61-90 DPD,Check,,
RCV-0397,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-03-22,2025-05-06,45,65608.02,65608.02,0.0,2025-05-06,71,26,Paid,1-30 DPD,Wire,,
