dispute_id,invoice_id,vendor_id,vendor_name,vendor_category,region,dispute_date,dispute_type,invoice_amount,dispute_amount,priority,assigned_to,status,days_open,resolution_date,resolution_days,resolution_outcome,credit_amount
DIS-0290,INV-1290,VND-011,SteelBuild Co,Materials,Central,2025-03-20,Service Quality,38091.22,11705.43,High,Juan Vargas,Resolved,73,2025-04-04,15,Partial Credit,7234.63
DIS-0291,INV-1291,VND-011,SteelBuild Co,Materials,Central,2024-12-19,Price Discrepancy,11381.56,950.5,High,Diego Castillo,Resolved,164,2025-03-18,89,No Action,0.0
DIS-0292,INV-1292,VND-011,SteelBuild Co,Materials,Central,2025-01-27,Duplicate Invoice,54019.42,25061.38,Medium,Juan Vargas,Resolved,125,2025-03-22,54,Partial Credit,7814.94
DIS-0293,INV-1293,VND-011,SteelBuild Co,Materials,Central,2024-06-29,Damaged Goods,46052.77,3310.93,Medium,Juan Vargas,Resolved,337,2024-08-20,52,Full Credit,3310.93
DIS-0294,INV-1294,VND-011,SteelBuild Co,Materials,Central,2025-02-11,Price Discrepancy,24549.53,15079.4,High,Carlos Mendez,Escalated,110,2025-04-23,71,Full Credit,15079.4
DIS-0295,INV-1295,VND-011,SteelBuild Co,Materials,Central,2024-12-16,Duplicate Invoice,23722.06,3213.54,High,Diego Castillo,Resolved,167,2025-03-07,81,Full Credit,3213.54
DIS-0296,INV-1296,VND-011,SteelBuild Co,Materials,Central,2025-04-03,Contract Terms,38052.84,26033.41,Medium,Marta Lopez,Closed,59,2025-05-13,40,Full Credit,26033.41
DIS-0297,INV-1297,VND-011,SteelBuild Co,Materials,Central,2025-03-24,Missing Goods,34752.65,7955.91,Low,Sofia Ruiz,Resolved,69,2025-05-19,56,Partial Credit,4335.05
DIS-0298,INV-1298,VND-011,SteelBuild Co,Materials,Central,2024-10-27,Contract Terms,22646.6,11926.29,High,Sofia Ruiz,Resolved,217,2024-12-31,65,Full Credit,11926.29
DIS-0299,INV-1299,VND-011,SteelBuild Co,Materials,Central,2025-02-25,Missing Goods,34885.1,13544.17,Low,Ana Torres,Resolved,96,2025-03-24,27,No Action,0.0
DIS-0300,INV-1300,VND-011,SteelBuild Co,Materials,Central,2024-08-17,Duplicate Invoice,53016.61,22332.05,High,Juan Vargas,Resolved,288,2024-08-30,13,Partial Credit,15130.6
DIS-0301,INV-1301,VND-011,SteelBuild Co,Materials,Central,2025-02-08,Damaged Goods,32748.54,8388.2,Medium,Juan Vargas,Resolved,113,2025-05-20,101,Payment Adjusted,2683.31
DIS-0302,INV-1302,VND-012,DataCenter Pro,IT,North,2025-01-14,Price Discrepancy,78635.74,52486.38,Medium,Juan Vargas,Resolved,138,2025-03-12,57,Full Credit,52486.38
DIS-0303,INV-1303,VND-012,DataCenter Pro,IT,North,2024-07-01,Duplicate Invoice,76377.82,20872.66,Critical,Marta Lopez,Resolved,335,2024-10-16,107,Full Credit,20872.66
DIS-0304,INV-1304,VND-012,DataCenter Pro,IT,North,2025-04-01,Service Quality,78685.01,17917.33,High,Diego Castillo,Closed,61,2025-05-13,42,Partial Credit,5367.83
DIS-0305,INV-1305,VND-012,DataCenter Pro,IT,North,2025-03-21,Service Quality,79560.68,52521.78,High,Diego Castillo,Resolved,72,2025-05-31,71,Full Credit,52521.78
DIS-0306,INV-1306,VND-012,DataCenter Pro,IT,North,2024-06-05,Service Quality,32800.3,15729.44,Critical,Carlos Mendez,Resolved,361,2024-09-12,99,Payment Adjusted,7353.63
DIS-0307,INV-1307,VND-012,DataCenter Pro,IT,North,2025-01-10,Damaged Goods,87369.52,12683.09,High,Sofia Ruiz,Escalated,142,2025-04-29,109,Full Credit,12683.09
DIS-0308,INV-1308,VND-012,DataCenter Pro,IT,North,2024-06-19,Contract Terms,42306.57,6626.42,Medium,Valeria Moreno,Resolved,347,2024-07-01,12,Partial Credit,4824.53
DIS-0309,INV-1309,VND-012,DataCenter Pro,IT,North,2025-04-14,Missing Goods,43270.82,26496.96,High,Juan Vargas,Closed,48,2025-05-07,23,Partial Credit,19113.44
DIS-0310,INV-1310,VND-012,DataCenter Pro,IT,North,2025-04-14,Missing Goods,74438.53,29316.64,High,Carlos Mendez,Escalated,48,2025-05-12,28,Full Credit,29316.64
DIS-0311,INV-1311,VND-012,DataCenter Pro,IT,North,2024-10-24,Missing Goods,83360.53,35097.8,Medium,Diego Castillo,Resolved,220,2024-11-12,19,Partial Credit,17240.14
DIS-0312,INV-1312,VND-012,DataCenter Pro,IT,North,2024-12-07,Contract Terms,89944.69,55917.76,Low,Juan Vargas,Open,176,,,Pending,0.0
DIS-0313,INV-1313,VND-012,DataCenter Pro,IT,North,2025-03-12,Damaged Goods,46922.17,2369.9,Critical,Sofia Ruiz,Closed,81,2025-04-22,41,Full Credit,2369.9
DIS-0314,INV-1314,VND-012,DataCenter Pro,IT,North,2025-01-11,Contract Terms,13867.3,4442.06,Low,Sofia Ruiz,In Progress,141,,,Pending,0.0
DIS-0315,INV-1315,VND-012,DataCenter Pro,IT,North,2024-07-15,Contract Terms,34023.38,19549.19,Low,Carlos Mendez,Escalated,321,2024-07-18,3,Full Credit,19549.19
DIS-0316,INV-1316,VND-012,DataCenter Pro,IT,North,2025-04-22,Price Discrepancy,17606.48,3867.14,High,Ana Torres,Resolved,40,2025-05-02,10,Pending,0.0
DIS-0317,INV-1317,VND-012,DataCenter Pro,IT,North,2024-10-27,Price Discrepancy,70932.95,28960.16,Low,Carlos Mendez,Resolved,217,2024-12-16,50,No Action,0.0
DIS-0318,INV-1318,VND-012,DataCenter Pro,IT,North,2025-03-22,Contract Terms,41358.5,27297.68,High,Sofia Ruiz,Open,71,,,Pending,0.0
DIS-0319,INV-1319,VND-012,DataCenter Pro,IT,North,2024-08-16,Contract Terms,5805.1,3120.33,Medium,Luis Herrera,Resolved,289,2024-09-07,22,No Action,0.0
DIS-0320,INV-1320,VND-012,DataCenter Pro,IT,North,2024-07-20,Price Discrepancy,70223.79,48803.56,Low,Sofia Ruiz,Escalated,316,2024-10-06,78,Payment Adjusted,11742.83
DIS-0321,INV-1321,VND-012,DataCenter Pro,IT,North,2024-10-24,Price Discrepancy,34877.85,5401.62,Medium,Luis Herrera,Resolved,220,2025-01-11,79,Payment Adjusted,1155.78
DIS-0322,INV-1322,VND-012,DataCenter Pro,IT,North,2024-06-12,Damaged Goods,7548.32,5172.88,High,Luis Herrera,Escalated,354,2024-07-22,40,Partial Credit,3467.28
DIS-0323,INV-1323,VND-012,DataCenter Pro,IT,North,2025-01-29,Service Quality,52014.33,6998.93,Medium,Carlos Mendez,Resolved,123,2025-02-02,4,Pending,0.0
DIS-0324,INV-1324,VND-012,DataCenter Pro,IT,North,2024-12-20,Missing Goods,17538.37,12199.87,Medium,Sofia Ruiz,Escalated,163,2025-03-31,101,Full Credit,12199.87
DIS-0325,INV-1325,VND-013,FreightKing,Logistics,Central,2025-05-24,Duplicate Invoice,29907.6,2388.72,Low,Marta Lopez,Open,8,,,Pending,0.0
DIS-0326,INV-1326,VND-013,FreightKing,Logistics,Central,2024-09-17,Contract Terms,77875.45,28633.36,Medium,Sofia Ruiz,Resolved,257,2024-10-29,42,Full Credit,28633.36
DIS-0327,INV-1327,VND-013,FreightKing,Logistics,Central,2025-02-16,Service Quality,97559.77,16246.91,Medium,Carlos Mendez,Resolved,105,2025-04-15,58,Payment Adjusted,7125.69
DIS-0328,INV-1328,VND-013,FreightKing,Logistics,Central,2025-05-02,Service Quality,28225.58,20984.89,Low,Ana Torres,Open,30,,,Pending,0.0
DIS-0329,INV-1329,VND-013,FreightKing,Logistics,Central,2024-06-29,Contract Terms,75362.53,10519.27,High,Ana Torres,Resolved,337,2024-08-15,47,Partial Credit,7045.73
DIS-0330,INV-1330,VND-013,FreightKing,Logistics,Central,2025-01-19,Missing Goods,20861.48,3029.04,High,Carlos Mendez,Escalated,133,2025-01-25,6,Full Credit,3029.04
DIS-0331,INV-1331,VND-013,FreightKing,Logistics,Central,2024-10-24,Service Quality,30838.16,3019.18,High,Carlos Mendez,Resolved,220,2024-12-31,68,Full Credit,3019.18
DIS-0332,INV-1332,VND-013,FreightKing,Logistics,Central,2024-09-18,Price Discrepancy,86639.18,15175.81,Low,Carlos Mendez,Resolved,256,2024-11-25,68,Full Credit,15175.81
DIS-0333,INV-1333,VND-013,FreightKing,Logistics,Central,2025-05-25,Damaged Goods,28232.39,11400.9,Medium,Sofia Ruiz,In Progress,7,,,Pending,0.0
DIS-0334,INV-1334,VND-013,FreightKing,Logistics,Central,2025-05-13,Duplicate Invoice,57522.15,42305.28,High,Luis Herrera,Open,19,,,Pending,0.0
DIS-0335,INV-1335,VND-013,FreightKing,Logistics,Central,2024-10-30,Service Quality,92006.2,26677.32,High,Diego Castillo,Resolved,214,2025-01-27,89,No Action,0.0
DIS-0336,INV-1336,VND-013,FreightKing,Logistics,Central,2025-03-01,Duplicate Invoice,26202.58,11446.09,Low,Carlos Mendez,Closed,92,2025-04-09,39,Payment Adjusted,2567.12
DIS-0337,INV-1337,VND-013,FreightKing,Logistics,Central,2025-04-17,Service Quality,57543.68,3221.12,Low,Marta Lopez,Escalated,45,2025-05-05,18,Partial Credit,1787.77
DIS-0338,INV-1338,VND-013,FreightKing,Logistics,Central,2024-09-21,Service Quality,99789.78,63058.61,High,Luis Herrera,Resolved,253,2024-11-15,55,Full Credit,63058.61
DIS-0339,INV-1339,VND-013,FreightKing,Logistics,Central,2024-08-27,Missing Goods,37910.25,25766.86,High,Ana Torres,Escalated,278,2024-10-17,51,No Action,0.0
DIS-0340,INV-1340,VND-013,FreightKing,Logistics,Central,2024-12-25,Duplicate Invoice,14875.16,6654.56,Low,Ana Torres,Closed,158,2025-01-15,21,Payment Adjusted,913.08
DIS-0341,INV-1341,VND-013,FreightKing,Logistics,Central,2025-02-02,Missing Goods,90242.31,39690.32,High,Juan Vargas,Closed,119,2025-02-15,13,Partial Credit,19974.42
DIS-0342,INV-1342,VND-013,FreightKing,Logistics,Central,2024-07-09,Duplicate Invoice,82896.47,8797.21,Medium,Sofia Ruiz,Resolved,327,2024-08-14,36,No Action,0.0
DIS-0343,INV-1343,VND-013,FreightKing,Logistics,Central,2024-11-11,Missing Goods,71568.93,43049.76,Medium,Luis Herrera,In Progress,202,,,Pending,0.0
DIS-0344,INV-1344,VND-013,FreightKing,Logistics,Central,2025-02-17,Price Discrepancy,17930.63,11253.44,Low,Sofia Ruiz,Resolved,104,2025-04-01,43,Partial Credit,5869.28
DIS-0345,INV-1345,VND-013,FreightKing,Logistics,Central,2025-02-14,Price Discrepancy,47932.12,19053.49,High,Sofia Ruiz,Closed,107,2025-03-27,41,No Action,0.0
DIS-0346,INV-1346,VND-013,FreightKing,Logistics,Central,2024-06-09,Damaged Goods,62313.74,13164.75,High,Carlos Mendez,Escalated,357,2024-07-27,48,Full Credit,13164.75
DIS-0347,INV-1347,VND-014,FacilityPro,Services,North,2025-01-18,Duplicate Invoice,82908.51,14956.76,Critical,Luis Herrera,In Progress,134,,,Pending,0.0
DIS-0348,INV-1348,VND-014,FacilityPro,Services,North,2025-04-09,Damaged Goods,81370.19,12599.75,Low,Sofia Ruiz,In Progress,53,,,Pending,0.0
DIS-0349,INV-1349,VND-014,FacilityPro,Services,North,2024-11-07,Service Quality,40362.78,21098.56,Medium,Marta Lopez,Closed,206,2024-11-19,12,Full Credit,21098.56
DIS-0350,INV-1350,VND-014,FacilityPro,Services,North,2025-04-28,Price Discrepancy,23786.28,12713.53,High,Diego Castillo,Open,34,,,Pending,0.0
DIS-0351,INV-1351,VND-014,FacilityPro,Services,North,2024-10-07,Contract Terms,9810.58,7290.23,Medium,Valeria Moreno,Resolved,237,2024-11-27,51,Payment Adjusted,1232.94
DIS-0352,INV-1352,VND-014,FacilityPro,Services,North,2025-02-11,Damaged Goods,91288.9,23391.53,Medium,Ana Torres,Resolved,110,2025-05-03,81,Full Credit,23391.53
DIS-0353,INV-1353,VND-014,FacilityPro,Services,North,2024-12-31,Price Discrepancy,52394.7,37309.42,Medium,Marta Lopez,Resolved,152,2025-02-25,56,Full Credit,37309.42
DIS-0354,INV-1354,VND-014,FacilityPro,Services,North,2024-09-04,Price Discrepancy,28669.04,22808.1,Medium,Valeria Moreno,Escalated,270,2024-10-22,48,Partial Credit,15255.45
DIS-0355,INV-1355,VND-014,FacilityPro,Services,North,2024-12-06,Damaged Goods,91704.32,39138.94,Medium,Ana Torres,Resolved,177,2025-01-06,31,Full Credit,39138.94
DIS-0356,INV-1356,VND-014,FacilityPro,Services,North,2025-01-08,Service Quality,10566.17,8385.82,Medium,Luis Herrera,Closed,144,2025-01-23,15,Full Credit,8385.82
DIS-0357,INV-1357,VND-014,FacilityPro,Services,North,2025-01-28,Price Discrepancy,30320.07,20078.37,Critical,Luis Herrera,Resolved,124,2025-05-13,105,Full Credit,20078.37
DIS-0358,INV-1358,VND-014,FacilityPro,Services,North,2025-03-04,Contract Terms,21729.53,10742.85,High,Diego Castillo,Closed,89,2025-03-10,6,Payment Adjusted,2585.51
DIS-0359,INV-1359,VND-014,FacilityPro,Services,North,2024-08-14,Duplicate Invoice,58542.62,27651.53,Low,Marta Lopez,Resolved,291,2024-08-21,7,Full Credit,27651.53
DIS-0360,INV-1360,VND-014,FacilityPro,Services,North,2025-02-01,Missing Goods,62157.96,4036.91,Medium,Luis Herrera,Closed,120,2025-03-19,46,Payment Adjusted,1887.31
DIS-0361,INV-1361,VND-014,FacilityPro,Services,North,2024-12-17,Damaged Goods,10657.82,1713.61,High,Carlos Mendez,Closed,166,2025-04-09,113,Full Credit,1713.61
DIS-0362,INV-1362,VND-014,FacilityPro,Services,North,2025-04-24,Price Discrepancy,40491.12,30629.2,Medium,Diego Castillo,Resolved,38,2025-05-05,11,Pending,0.0
DIS-0363,INV-1363,VND-014,FacilityPro,Services,North,2024-10-20,Damaged Goods,80225.04,61813.12,Medium,Diego Castillo,Resolved,224,2025-01-06,78,No Action,0.0
DIS-0364,INV-1364,VND-014,FacilityPro,Services,North,2024-11-19,Contract Terms,34148.21,19340.65,Low,Ana Torres,Closed,194,2025-02-03,76,Full Credit,19340.65
DIS-0365,INV-1365,VND-014,FacilityPro,Services,North,2024-08-14,Service Quality,8076.36,4052.65,Critical,Luis Herrera,Resolved,291,2024-08-30,16,Pending,0.0
DIS-0366,INV-1366,VND-014,FacilityPro,Services,North,2025-03-20,Missing Goods,36461.0,3950.73,Medium,Sofia Ruiz,Resolved,73,2025-04-03,14,No Action,0.0
DIS-0367,INV-1367,VND-014,FacilityPro,Services,North,2024-06-22,Missing Goods,65714.76,46985.41,Medium,Luis Herrera,Resolved,344,2024-07-03,11,Full Credit,46985.41
DIS-0368,INV-1368,VND-014,FacilityPro,Services,North,2025-04-06,Duplicate Invoice,73439.29,6323.9,Medium,Sofia Ruiz,Closed,56,2025-05-10,34,No Action,0.0
DIS-0369,INV-1369,VND-014,FacilityPro,Services,North,2024-12-03,Service Quality,56872.28,7169.97,Medium,Luis Herrera,Resolved,180,2024-12-15,12,Payment Adjusted,812.82
DIS-0370,INV-1370,VND-014,FacilityPro,Services,North,2025-05-21,Damaged Goods,35278.11,26943.54,Low,Valeria Moreno,Open,11,,,Pending,0.0
DIS-0371,INV-1371,VND-014,FacilityPro,Services,North,2025-04-23,Service Quality,56969.39,41222.66,Low,Juan Vargas,Escalated,39,2025-05-23,30,Pending,0.0
DIS-0372,INV-1372,VND-014,FacilityPro,Services,North,2025-03-08,Missing Goods,62695.17,23551.46,Low,Luis Herrera,Closed,85,2025-05-02,55,Payment Adjusted,9157.17
DIS-0373,INV-1373,VND-014,FacilityPro,Services,North,2024-08-28,Price Discrepancy,30200.15,7886.54,Low,Valeria Moreno,Resolved,277,2024-12-16,110,Partial Credit,1835.22
DIS-0374,INV-1374,VND-014,FacilityPro,Services,North,2025-05-30,Service Quality,45622.57,12359.71,High,Juan Vargas,Open,2,,,Pending,0.0
DIS-0375,INV-1375,VND-014,FacilityPro,Services,North,2025-05-18,Duplicate Invoice,24660.53,13036.62,Critical,Carlos Mendez,Open,14,,,Pending,0.0
DIS-0376,INV-1376,VND-015,PowerGrid SA,Utilities,West,2024-09-23,Duplicate Invoice,90013.36,22391.12,Medium,Sofia Ruiz,Resolved,251,2024-11-13,51,Full Credit,22391.12
DIS-0377,INV-1377,VND-015,PowerGrid SA,Utilities,West,2024-10-15,Missing Goods,9238.61,3508.87,Medium,Ana Torres,Resolved,229,2025-01-15,92,Payment Adjusted,471.18
DIS-0378,INV-1378,VND-015,PowerGrid SA,Utilities,West,2024-12-06,Damaged Goods,81777.11,29479.83,High,Ana Torres,Closed,177,2025-03-23,107,Partial Credit,22975.89
DIS-0379,INV-1379,VND-015,PowerGrid SA,Utilities,West,2024-06-14,Duplicate Invoice,87354.93,35476.43,High,Marta Lopez,In Progress,352,,,Pending,0.0
DIS-0380,INV-1380,VND-015,PowerGrid SA,Utilities,West,2025-05-14,Contract Terms,52699.64,38225.23,High,Sofia Ruiz,Open,18,,,Pending,0.0
DIS-0381,INV-1381,VND-015,PowerGrid SA,Utilities,West,2024-10-14,Damaged Goods,21423.5,16887.63,Critical,Sofia Ruiz,Open,230,,,Pending,0.0
DIS-0382,INV-1382,VND-015,PowerGrid SA,Utilities,West,2025-04-21,Contract Terms,98886.59,37235.24,Critical,Sofia Ruiz,Escalated,41,2025-05-10,19,Full Credit,37235.24
DIS-0383,INV-1383,VND-015,PowerGrid SA,Utilities,West,2025-04-27,Missing Goods,13267.61,6199.6,Medium,Juan Vargas,Closed,35,2025-04-30,3,Payment Adjusted,2165.04
DIS-0384,INV-1384,VND-015,PowerGrid SA,Utilities,West,2024-09-06,Service Quality,79260.14,10651.7,Low,Carlos Mendez,Closed,268,2024-11-20,75,Payment Adjusted,4412.98
DIS-0385,INV-1385,VND-015,PowerGrid SA,Utilities,West,2024-08-30,Contract Terms,88612.9,62775.17,Medium,Juan Vargas,Resolved,275,2024-11-01,63,Full Credit,62775.17
DIS-0386,INV-1386,VND-015,PowerGrid SA,Utilities,West,2025-01-10,Duplicate Invoice,43282.53,22233.52,High,Ana Torres,Resolved,142,2025-05-05,115,Full Credit,22233.52
DIS-0387,INV-1387,VND-015,PowerGrid SA,Utilities,West,2025-01-30,Missing Goods,9682.64,3935.16,Medium,Ana Torres,Resolved,122,2025-05-14,104,Full Credit,3935.16
DIS-0388,INV-1388,VND-015,PowerGrid SA,Utilities,West,2025-01-08,Damaged Goods,85070.42,59011.32,High,Sofia Ruiz,Resolved,144,2025-04-16,98,Partial Credit,41042.02
DIS-0389,INV-1389,VND-015,PowerGrid SA,Utilities,West,2025-01-14,Duplicate Invoice,74235.94,37395.19,Low,Luis Herrera,Closed,138,2025-03-10,55,Payment Adjusted,15100.08
DIS-0390,INV-1390,VND-015,PowerGrid SA,Utilities,West,2024-11-21,Missing Goods,82996.65,36224.08,Low,Valeria Moreno,Resolved,192,2025-03-12,111,Partial Credit,19604.59
DIS-0391,INV-1391,VND-015,PowerGrid SA,Utilities,West,2025-03-04,Damaged Goods,23312.53,15728.9,High,Ana Torres,Resolved,89,2025-04-22,49,Payment Adjusted,3296.64
DIS-0392,INV-1392,VND-015,PowerGrid SA,Utilities,West,2024-10-06,Price Discrepancy,52987.01,27900.7,Low,Luis Herrera,Resolved,238,2024-12-24,79,Partial Credit,21659.65
DIS-0393,INV-1393,VND-015,PowerGrid SA,Utilities,West,2024-10-01,Missing Goods,60753.62,18974.57,Low,Carlos Mendez,Resolved,243,2024-11-22,52,Full Credit,18974.57
DIS-0394,INV-1394,VND-015,PowerGrid SA,Utilities,West,2024-08-12,Damaged Goods,79083.86,16666.05,Low,Luis Herrera,Resolved,293,2024-10-06,55,Partial Credit,11979.19
DIS-0395,INV-1395,VND-015,PowerGrid SA,Utilities,West,2024-06-16,Service Quality,5845.31,4288.33,Medium,Ana Torres,Resolved,350,2024-09-04,80,No Action,0.0
DIS-0396,INV-1396,VND-015,PowerGrid SA,Utilities,West,2024-12-26,Duplicate Invoice,72710.35,42319.32,Medium,Diego Castillo,Resolved,157,2025-01-25,30,Partial Credit,25658.95
DIS-0397,INV-1397,VND-015,PowerGrid SA,Utilities,West,2024-07-16,Contract Terms,42729.49,5415.28,Medium,Diego Castillo,Resolved,320,2024-10-03,79,Partial Credit,2052.85
DIS-0398,INV-1398,VND-015,PowerGrid SA,Utilities,West,2025-04-06,Missing Goods,50765.15,15341.88,Medium,Marta Lopez,In Progress,56,,,Pending,0.0
DIS-0399,INV-1399,VND-015,PowerGrid SA,Utilities,West,2024-06-01,Service Quality,95457.84,51413.58,Low,Luis Herrera,Closed,365,2024-09-15,106,No Action,0.0
DIS-0400,INV-1400,VND-015,PowerGrid SA,Utilities,West,2024-07-28,Price Discrepancy,43389.35,12569.43,Low,Juan Vargas,Closed,308,2024-09-02,36,No Action,0.0
DIS-0401,INV-1401,VND-015,PowerGrid SA,Utilities,West,2024-11-05,Service Quality,41886.12,3203.84,High,Luis Herrera,Resolved,208,2025-02-07,94,Full Credit,3203.84
DIS-0402,INV-1402,VND-015,PowerGrid SA,Utilities,West,2024-08-31,Missing Goods,65639.79,26702.36,Critical,Marta Lopez,Closed,274,2024-12-19,110,Payment Adjusted,8632.85
DIS-0403,INV-1403,VND-015,PowerGrid SA,Utilities,West,2025-01-01,Service Quality,14272.29,2083.16,Medium,Sofia Ruiz,Closed,151,2025-04-29,118,Full Credit,2083.16
DIS-0404,INV-1404,VND-015,PowerGrid SA,Utilities,West,2025-04-16,Duplicate Invoice,26114.08,5679.71,High,Diego Castillo,Resolved,46,2025-05-26,40,Full Credit,5679.71
DIS-0405,INV-1405,VND-015,PowerGrid SA,Utilities,West,2025-04-01,Service Quality,49700.97,34780.49,Medium,Carlos Mendez,Resolved,61,2025-04-16,15,Partial Credit,25059.3
DIS-0406,INV-1406,VND-015,PowerGrid SA,Utilities,West,2024-11-17,Damaged Goods,55334.66,19911.1,High,Sofia Ruiz,Closed,196,2025-01-02,46,Partial Credit,10784.69
DIS-0407,INV-1407,VND-015,PowerGrid SA,Utilities,West,2024-10-09,Price Discrepancy,18606.29,12964.78,Low,Juan Vargas,Resolved,235,2024-11-03,25,Full Credit,12964.78
DIS-0408,INV-1408,VND-015,PowerGrid SA,Utilities,West,2025-05-02,Damaged Goods,5447.78,1389.98,High,Sofia Ruiz,In Progress,30,,,Pending,0.0
DIS-0409,INV-1409,VND-015,PowerGrid SA,Utilities,West,2025-04-16,Duplicate Invoice,17293.57,6489.99,Medium,Juan Vargas,Resolved,46,2025-04-21,5,Partial Credit,4143.18
DIS-0410,INV-1410,VND-015,PowerGrid SA,Utilities,West,2025-05-24,Price Discrepancy,89740.61,55427.01,Medium,Ana Torres,Open,8,,,Pending,0.0
DIS-0411,INV-1411,VND-016,MetalWorks Corp,Materials,South,2024-06-10,Service Quality,88313.59,25087.17,Low,Marta Lopez,Resolved,356,2024-09-26,108,Full Credit,25087.17
DIS-0412,INV-1412,VND-016,MetalWorks Corp,Materials,South,2025-01-03,Duplicate Invoice,48313.0,21268.17,Medium,Sofia Ruiz,Resolved,149,2025-05-01,118,Partial Credit,13825.79
DIS-0413,INV-1413,VND-016,MetalWorks Corp,Materials,South,2025-03-08,Damaged Goods,95068.01,70222.37,Medium,Luis Herrera,Escalated,85,2025-03-27,19,Full Credit,70222.37
DIS-0414,INV-1414,VND-016,MetalWorks Corp,Materials,South,2025-05-20,Contract Terms,61020.82,10784.73,Medium,Ana Torres,In Progress,12,,,Pending,0.0
DIS-0415,INV-1415,VND-016,MetalWorks Corp,Materials,South,2024-07-08,Price Discrepancy,29299.97,13215.75,Low,Carlos Mendez,Escalated,328,2024-07-13,5,Full Credit,13215.75
DIS-0416,INV-1416,VND-016,MetalWorks Corp,Materials,South,2025-04-02,Duplicate Invoice,44593.68,14947.37,Medium,Sofia Ruiz,In Progress,60,,,Pending,0.0
DIS-0417,INV-1417,VND-016,MetalWorks Corp,Materials,South,2024-06-14,Contract Terms,64879.58,17896.21,High,Marta Lopez,Resolved,352,2024-09-14,92,Full Credit,17896.21
DIS-0418,INV-1418,VND-016,MetalWorks Corp,Materials,South,2025-04-08,Price Discrepancy,53600.55,27511.74,Medium,Juan Vargas,In Progress,54,,,Pending,0.0
DIS-0419,INV-1419,VND-016,MetalWorks Corp,Materials,South,2025-02-18,Missing Goods,78906.1,53153.05,Critical,Valeria Moreno,Resolved,103,2025-02-26,8,Partial Credit,39663.55
DIS-0420,INV-1420,VND-016,MetalWorks Corp,Materials,South,2024-06-13,Contract Terms,93646.81,27902.32,Low,Carlos Mendez,Closed,353,2024-09-30,109,Partial Credit,13852.45
DIS-0421,INV-1421,VND-016,MetalWorks Corp,Materials,South,2025-04-15,Missing Goods,79054.99,8402.45,High,Luis Herrera,Resolved,47,2025-05-06,21,Full Credit,8402.45
DIS-0422,INV-1422,VND-016,MetalWorks Corp,Materials,South,2025-05-06,Missing Goods,14481.85,2621.6,Low,Diego Castillo,Escalated,26,2025-05-19,13,Partial Credit,706.63
DIS-0423,INV-1423,VND-016,MetalWorks Corp,Materials,South,2025-05-08,Missing Goods,5918.87,910.3,Medium,Diego Castillo,Escalated,24,2025-05-30,22,Full Credit,910.3
DIS-0424,INV-1424,VND-016,MetalWorks Corp,Materials,South,2025-04-14,Duplicate Invoice,40399.1,12404.22,Low,Juan Vargas,In Progress,48,,,Pending,0.0
DIS-0425,INV-1425,VND-016,MetalWorks Corp,Materials,South,2024-11-15,Damaged Goods,70540.73,28828.85,Medium,Carlos Mendez,Resolved,198,2025-02-18,95,Full Credit,28828.85
DIS-0426,INV-1426,VND-016,MetalWorks Corp,Materials,South,2025-03-11,Service Quality,14852.75,10893.3,Medium,Juan Vargas,In Progress,82,,,Pending,0.0
DIS-0427,INV-1427,VND-016,MetalWorks Corp,Materials,South,2024-11-18,Contract Terms,79020.61,40183.47,High,Sofia Ruiz,Resolved,195,2025-01-22,65,Full Credit,40183.47
DIS-0428,INV-1428,VND-016,MetalWorks Corp,Materials,South,2024-11-02,Price Discrepancy,46865.35,4569.47,High,Luis Herrera,Closed,211,2025-01-29,88,No Action,0.0
DIS-0429,INV-1429,VND-016,MetalWorks Corp,Materials,South,2024-09-08,Contract Terms,54694.8,31473.31,Low,Luis Herrera,Resolved,266,2024-12-04,87,Payment Adjusted,7992.67
DIS-0430,INV-1430,VND-016,MetalWorks Corp,Materials,South,2024-08-19,Damaged Goods,89745.88,45742.17,Low,Juan Vargas,Closed,286,2024-12-11,114,Full Credit,45742.17
DIS-0431,INV-1431,VND-016,MetalWorks Corp,Materials,South,2024-09-22,Service Quality,35460.21,10573.21,Medium,Luis Herrera,Resolved,252,2024-11-12,51,Partial Credit,3605.46
DIS-0432,INV-1432,VND-016,MetalWorks Corp,Materials,South,2024-10-08,Duplicate Invoice,47197.94,22644.45,Low,Juan Vargas,Resolved,236,2024-12-13,66,Payment Adjusted,2425.39
DIS-0433,INV-1433,VND-016,MetalWorks Corp,Materials,South,2024-11-06,Price Discrepancy,44172.16,20665.87,Low,Marta Lopez,Closed,207,2025-01-19,74,Full Credit,20665.87
DIS-0434,INV-1434,VND-016,MetalWorks Corp,Materials,South,2024-06-22,Damaged Goods,48339.75,14774.59,High,Juan Vargas,Resolved,344,2024-10-01,101,Partial Credit,7149.13
DIS-0435,INV-1435,VND-016,MetalWorks Corp,Materials,South,2024-06-29,Contract Terms,39512.98,15386.33,Low,Luis Herrera,Open,337,,,Pending,0.0
DIS-0436,INV-1436,VND-016,MetalWorks Corp,Materials,South,2024-12-01,Service Quality,83838.97,64834.79,Medium,Diego Castillo,Escalated,182,2024-12-09,8,No Action,0.0
