transaction_id,date,period,year,month,quarter,category,flow_type,department,region,counterparty,reference,budget_amount,actual_amount,forecast_amount,variance,variance_pct,data_type,is_favorable
CF-0284,2025-12-28,Dec 2025,2025,12,Q4,Interest Income,Inflow,Finance,Central,Bank of Commerce,INT-202512,4437.36,3779.3,3779.3,-658.06,-14.8,Actual,No
CF-0274,2025-12-31,Dec 2025,2025,12,Q4,AR Collections,Inflow,Finance,West,Nova Technologies,INV-73300,34511.28,35166.16,35166.16,654.88,1.9,Actual,Yes
CF-0279,2025-12-31,Dec 2025,2025,12,Q4,Product Sales,Inflow,Sales,South,Blue Sky Solutions,ORD-7682,60541.45,70391.3,70391.3,9849.85,16.3,Actual,Yes
CF-0319,2026-01-04,Jan 2026,2026,1,Q1,Operating Expenses,Outflow,Sales,East,PowerGrid Utilities,EXP-4308,6428.86,6363.22,6363.22,-65.64,-1.0,Actual,Yes
CF-0313,2026-01-05,Jan 2026,2026,1,Q1,AP Payments,Outflow,Finance,East,OfficePro Services,PO-50672,38013.36,39012.49,39012.49,999.13,2.6,Actual,No
CF-0299,2026-01-07,Jan 2026,2026,1,Q1,AR Collections,Inflow,Finance,East,Harmon Industries,INV-46569,52774.37,49862.19,49862.19,-2912.18,-5.5,Actual,No
CF-0315,2026-01-07,Jan 2026,2026,1,Q1,Payroll,Outflow,HR,West,Payroll Processing,PAY-202601-1,136778.12,127423.67,127423.67,-9354.45,-6.8,Actual,Yes
CF-0318,2026-01-10,Jan 2026,2026,1,Q1,Operating Expenses,Outflow,IT,South,SafetyFirst Supplies,EXP-3093,26942.8,24929.24,24929.24,-2013.56,-7.5,Actual,Yes
CF-0298,2026-01-11,Jan 2026,2026,1,Q1,AR Collections,Inflow,Finance,East,Redwood Consulting,INV-56437,69991.08,78845.96,78845.96,8854.88,12.7,Actual,Yes
CF-0312,2026-01-11,Jan 2026,2026,1,Q1,AP Payments,Outflow,Finance,West,PowerGrid Utilities,PO-49776,9862.82,10449.46,10449.46,586.64,5.9,Actual,No
CF-0314,2026-01-15,Jan 2026,2026,1,Q1,AP Payments,Outflow,Finance,East,PowerGrid Utilities,PO-67094,11849.79,11824.03,11824.03,-25.76,-0.2,Actual,Yes
CF-0306,2026-01-16,Jan 2026,2026,1,Q1,Product Sales,Inflow,Sales,South,Meridian Corp,ORD-6126,53074.96,47337.19,47337.19,-5737.77,-10.8,Actual,No
CF-0317,2026-01-16,Jan 2026,2026,1,Q1,Operating Expenses,Outflow,HR,East,BuildRight Materials,EXP-3055,27578.76,24727.22,24727.22,-2851.54,-10.3,Actual,Yes
CF-0301,2026-01-19,Jan 2026,2026,1,Q1,AR Collections,Inflow,Finance,East,Redwood Consulting,INV-59767,34403.99,36187.37,36187.37,1783.38,5.2,Actual,Yes
CF-0303,2026-01-21,Jan 2026,2026,1,Q1,Product Sales,Inflow,Sales,East,Nova Technologies,ORD-8924,103540.82,104023.57,104023.57,482.75,0.5,Actual,Yes
CF-0308,2026-01-21,Jan 2026,2026,1,Q1,Service Revenue,Inflow,Sales,South,Apex Retail Group,SVC-4718,25810.21,27780.17,27780.17,1969.96,7.6,Actual,Yes
CF-0316,2026-01-21,Jan 2026,2026,1,Q1,Payroll,Outflow,HR,North,Payroll Processing,PAY-202601-2,162698.98,146651.6,146651.6,-16047.38,-9.9,Actual,Yes
CF-0305,2026-01-22,Jan 2026,2026,1,Q1,Product Sales,Inflow,Sales,West,Redwood Consulting,ORD-6848,45608.93,42058.22,42058.22,-3550.71,-7.8,Actual,No
CF-0300,2026-01-23,Jan 2026,2026,1,Q1,AR Collections,Inflow,Finance,East,Harmon Industries,INV-74094,61956.93,57523.84,57523.84,-4433.09,-7.2,Actual,No
CF-0304,2026-01-23,Jan 2026,2026,1,Q1,Product Sales,Inflow,Sales,South,Nova Technologies,ORD-6124,104307.03,99989.36,99989.36,-4317.67,-4.1,Actual,No
CF-0309,2026-01-24,Jan 2026,2026,1,Q1,Service Revenue,Inflow,Sales,South,Apex Retail Group,SVC-4740,35011.55,36582.14,36582.14,1570.59,4.5,Actual,Yes
CF-0302,2026-01-26,Jan 2026,2026,1,Q1,AR Collections,Inflow,Finance,North,Blue Sky Solutions,INV-48070,72412.71,72968.87,72968.87,556.16,0.8,Actual,Yes
CF-0310,2026-01-26,Jan 2026,2026,1,Q1,Interest Income,Inflow,Finance,West,Bank of Commerce,INT-202601,5202.65,5326.3,5326.3,123.65,2.4,Actual,Yes
CF-0307,2026-01-29,Jan 2026,2026,1,Q1,Service Revenue,Inflow,Sales,East,ClearPath LLC,SVC-2955,40074.39,43262.94,43262.94,3188.55,8.0,Actual,Yes
CF-0311,2026-01-31,Jan 2026,2026,1,Q1,AP Payments,Outflow,Finance,Central,PowerGrid Utilities,PO-77458,39717.91,34956.53,34956.53,-4761.38,-12.0,Actual,Yes
CF-0320,2026-01-31,Jan 2026,2026,1,Q1,CAPEX,Outflow,Operations,West,ProStaff Services,CAP-3517,84593.71,86017.33,86017.33,1423.62,1.7,Actual,No
CF-0336,2026-02-03,Feb 2026,2026,2,Q1,AP Payments,Outflow,Finance,North,TechCore Solutions,PO-58924,14663.99,13872.99,13872.99,-791.0,-5.4,Actual,Yes
CF-0340,2026-02-05,Feb 2026,2026,2,Q1,Operating Expenses,Outflow,IT,Central,BuildRight Materials,EXP-6387,10448.79,9031.01,9031.01,-1417.78,-13.6,Actual,Yes
CF-0341,2026-02-06,Feb 2026,2026,2,Q1,Operating Expenses,Outflow,Sales,West,OfficePro Services,EXP-7060,25233.42,22112.62,22112.62,-3120.8,-12.4,Actual,Yes
CF-0324,2026-02-07,Feb 2026,2026,2,Q1,AR Collections,Inflow,Finance,Central,Titan Manufacturing,INV-80341,69464.63,61935.18,61935.18,-7529.45,-10.8,Actual,No
CF-0325,2026-02-07,Feb 2026,2026,2,Q1,Product Sales,Inflow,Sales,North,Titan Manufacturing,ORD-9004,34880.4,31534.38,31534.38,-3346.02,-9.6,Actual,No
CF-0337,2026-02-07,Feb 2026,2026,2,Q1,Payroll,Outflow,HR,Central,Payroll Processing,PAY-202602-1,104473.42,101066.29,101066.29,-3407.13,-3.3,Actual,Yes
CF-0334,2026-02-08,Feb 2026,2026,2,Q1,AP Payments,Outflow,Finance,North,MetalWorks Ltd.,PO-42685,35640.98,31003.18,31003.18,-4637.8,-13.0,Actual,Yes
CF-0333,2026-02-10,Feb 2026,2026,2,Q1,AP Payments,Outflow,Finance,West,MetalWorks Ltd.,PO-64138,33222.46,33057.26,33057.26,-165.2,-0.5,Actual,Yes
CF-0343,2026-02-10,Feb 2026,2026,2,Q1,CAPEX,Outflow,IT,Central,MetalWorks Ltd.,CAP-1236,105235.41,119240.74,119240.74,14005.33,13.3,Actual,No
CF-0342,2026-02-11,Feb 2026,2026,2,Q1,Operating Expenses,Outflow,Sales,Central,CloudSys Inc.,EXP-4222,23073.51,20597.44,20597.44,-2476.07,-10.7,Actual,Yes
CF-0327,2026-02-13,Feb 2026,2026,2,Q1,Product Sales,Inflow,Sales,North,Nova Technologies,ORD-5024,86478.81,93301.69,93301.69,6822.88,7.9,Actual,Yes
CF-0330,2026-02-13,Feb 2026,2026,2,Q1,Service Revenue,Inflow,Sales,North,ClearPath LLC,SVC-4561,28101.82,29050.72,29050.72,948.9,3.4,Actual,Yes
CF-0329,2026-02-14,Feb 2026,2026,2,Q1,Service Revenue,Inflow,Sales,West,Blue Sky Solutions,SVC-4149,13364.6,12773.54,12773.54,-591.06,-4.4,Actual,No
CF-0323,2026-02-17,Feb 2026,2026,2,Q1,AR Collections,Inflow,Finance,Central,Summit Enterprises,INV-20237,47953.88,47120.08,47120.08,-833.8,-1.7,Actual,No
CF-0326,2026-02-17,Feb 2026,2026,2,Q1,Product Sales,Inflow,Sales,East,Pacific Distributors,ORD-8742,63541.75,65426.8,65426.8,1885.05,3.0,Actual,Yes
CF-0321,2026-02-20,Feb 2026,2026,2,Q1,AR Collections,Inflow,Finance,Central,Summit Enterprises,INV-64505,43933.78,50236.56,50236.56,6302.78,14.3,Actual,Yes
CF-0338,2026-02-21,Feb 2026,2026,2,Q1,Payroll,Outflow,HR,Central,Payroll Processing,PAY-202602-2,101726.92,92220.23,92220.23,-9506.69,-9.3,Actual,Yes
CF-0331,2026-02-22,Feb 2026,2026,2,Q1,Service Revenue,Inflow,Sales,South,Redwood Consulting,SVC-1544,41357.41,40549.14,40549.14,-808.27,-2.0,Actual,No
CF-0335,2026-02-22,Feb 2026,2026,2,Q1,AP Payments,Outflow,Finance,North,CloudSys Inc.,PO-60299,7159.82,7972.41,7972.41,812.59,11.3,Actual,No
CF-0328,2026-02-23,Feb 2026,2026,2,Q1,Product Sales,Inflow,Sales,North,Meridian Corp,ORD-9433,61014.28,75368.4,75368.4,14354.12,23.5,Actual,Yes
CF-0339,2026-02-24,Feb 2026,2026,2,Q1,Operating Expenses,Outflow,IT,East,ProStaff Services,EXP-7730,10385.71,11156.91,11156.91,771.2,7.4,Actual,No
CF-0322,2026-02-27,Feb 2026,2026,2,Q1,AR Collections,Inflow,Finance,North,Harmon Industries,INV-42435,63713.71,67529.74,67529.74,3816.03,6.0,Actual,Yes
CF-0332,2026-03-01,Mar 2026,2026,3,Q1,Interest Income,Inflow,Finance,South,Bank of Commerce,INT-202602,5467.81,5783.46,5783.46,315.65,5.8,Actual,Yes
CF-0352,2026-03-01,Mar 2026,2026,3,Q1,Product Sales,Inflow,Sales,West,Nova Technologies,ORD-9532,88006.45,99035.26,99035.26,11028.81,12.5,Actual,Yes
CF-0359,2026-03-01,Mar 2026,2026,3,Q1,AP Payments,Outflow,Finance,Central,Acme Supplies Co.,PO-54879,29734.24,26033.18,26033.18,-3701.06,-12.4,Actual,Yes
CF-0368,2026-03-02,Mar 2026,2026,3,Q1,Operating Expenses,Outflow,Finance,East,PowerGrid Utilities,EXP-7448,15936.51,14489.17,14489.17,-1447.34,-9.1,Actual,Yes
CF-0345,2026-03-03,Mar 2026,2026,3,Q1,AR Collections,Inflow,Finance,Central,Redwood Consulting,INV-34966,66286.6,58562.34,58562.34,-7724.26,-11.7,Actual,No
CF-0366,2026-03-03,Mar 2026,2026,3,Q1,Operating Expenses,Outflow,Sales,North,CloudSys Inc.,EXP-8283,21165.44,23060.07,23060.07,1894.63,9.0,Actual,No
CF-0348,2026-03-04,Mar 2026,2026,3,Q1,AR Collections,Inflow,Finance,West,ClearPath LLC,INV-41797,72838.42,79389.74,79389.74,6551.32,9.0,Actual,Yes
CF-0347,2026-03-07,Mar 2026,2026,3,Q1,AR Collections,Inflow,Finance,South,Summit Enterprises,INV-49739,30369.94,29290.35,29290.35,-1079.59,-3.6,Actual,No
CF-0353,2026-03-07,Mar 2026,2026,3,Q1,Product Sales,Inflow,Sales,West,Summit Enterprises,ORD-6884,50091.34,52538.87,52538.87,2447.53,4.9,Actual,Yes
CF-0364,2026-03-07,Mar 2026,2026,3,Q1,Payroll,Outflow,HR,North,Payroll Processing,PAY-202603-1,148404.16,156020.96,156020.96,7616.8,5.1,Actual,No
CF-0344,2026-03-08,Mar 2026,2026,3,Q1,AR Collections,Inflow,Finance,West,Nova Technologies,INV-36651,25643.29,22270.14,22270.14,-3373.15,-13.2,Actual,No
CF-0351,2026-03-11,Mar 2026,2026,3,Q1,Product Sales,Inflow,Sales,South,Harmon Industries,ORD-8036,89738.46,76364.58,76364.58,-13373.88,-14.9,Actual,No
CF-0363,2026-03-13,Mar 2026,2026,3,Q1,AP Payments,Outflow,Finance,East,MetalWorks Ltd.,PO-57027,19429.86,19365.03,19365.03,-64.83,-0.3,Actual,Yes
CF-0369,2026-03-13,Mar 2026,2026,3,Q1,Tax Payments,Outflow,Finance,West,IRS / Tax Authority,TAX-2026-Q1,76751.6,82704.76,82704.76,5953.16,7.8,Actual,No
CF-0357,2026-03-14,Mar 2026,2026,3,Q1,Service Revenue,Inflow,Sales,South,Blue Sky Solutions,SVC-4451,44866.57,40758.41,40758.41,-4108.16,-9.2,Actual,No
CF-0350,2026-03-17,Mar 2026,2026,3,Q1,Product Sales,Inflow,Sales,West,ClearPath LLC,ORD-8817,47232.74,47613.16,47613.16,380.42,0.8,Actual,Yes
CF-0362,2026-03-17,Mar 2026,2026,3,Q1,AP Payments,Outflow,Finance,North,PowerGrid Utilities,PO-73425,12909.55,13354.43,13354.43,444.88,3.4,Actual,No
CF-0349,2026-03-18,Mar 2026,2026,3,Q1,AR Collections,Inflow,Finance,East,Summit Enterprises,INV-47101,70162.21,69040.71,69040.71,-1121.5,-1.6,Actual,No
CF-0356,2026-03-18,Mar 2026,2026,3,Q1,Service Revenue,Inflow,Sales,North,Apex Retail Group,SVC-3146,51426.67,50474.33,50474.33,-952.34,-1.9,Actual,No
CF-0360,2026-03-18,Mar 2026,2026,3,Q1,AP Payments,Outflow,Finance,West,PowerGrid Utilities,PO-21123,31998.94,33025.32,33025.32,1026.38,3.2,Actual,No
CF-0365,2026-03-21,Mar 2026,2026,3,Q1,Payroll,Outflow,HR,North,Payroll Processing,PAY-202603-2,89350.05,90043.21,90043.21,693.16,0.8,Actual,No
CF-0354,2026-03-22,Mar 2026,2026,3,Q1,Service Revenue,Inflow,Sales,West,Summit Enterprises,SVC-2054,40148.14,41536.14,41536.14,1388.0,3.5,Actual,Yes
CF-0355,2026-03-24,Mar 2026,2026,3,Q1,Service Revenue,Inflow,Sales,South,Summit Enterprises,SVC-1693,31815.65,29764.43,29764.43,-2051.22,-6.4,Actual,No
CF-0346,2026-03-28,Mar 2026,2026,3,Q1,AR Collections,Inflow,Finance,Central,Meridian Corp,INV-34662,52366.56,56725.08,56725.08,4358.52,8.3,Actual,Yes
CF-0358,2026-03-29,Mar 2026,2026,3,Q1,Interest Income,Inflow,Finance,Central,Bank of Commerce,INT-202603,1041.14,1057.01,1057.01,15.87,1.5,Actual,Yes
CF-0361,2026-03-30,Mar 2026,2026,3,Q1,AP Payments,Outflow,Finance,South,FastShip Logistics,PO-27013,35022.04,36613.06,36613.06,1591.02,4.5,Actual,No
CF-0367,2026-03-30,Mar 2026,2026,3,Q1,Operating Expenses,Outflow,Finance,Central,BuildRight Materials,EXP-4731,25580.2,29390.74,29390.74,3810.54,14.9,Actual,No
CF-0391,2026-04-05,Apr 2026,2026,4,Q2,Operating Expenses,Outflow,Sales,Central,CloudSys Inc.,EXP-3605,10811.68,11052.46,11052.46,240.78,2.2,Actual,No
CF-0382,2026-04-06,Apr 2026,2026,4,Q2,AP Payments,Outflow,Finance,North,CloudSys Inc.,PO-38085,11253.65,10927.91,10927.91,-325.74,-2.9,Actual,Yes
CF-0386,2026-04-06,Apr 2026,2026,4,Q2,AP Payments,Outflow,Finance,West,CloudSys Inc.,PO-40915,23244.35,23307.29,23307.29,62.94,0.3,Actual,No
CF-0387,2026-04-07,Apr 2026,2026,4,Q2,Payroll,Outflow,HR,East,Payroll Processing,PAY-202604-1,176776.31,171299.84,171299.84,-5476.47,-3.1,Actual,Yes
CF-0372,2026-04-08,Apr 2026,2026,4,Q2,AR Collections,Inflow,Finance,Central,Meridian Corp,INV-54642,23568.09,24721.42,24721.42,1153.33,4.9,Actual,Yes
CF-0383,2026-04-08,Apr 2026,2026,4,Q2,AP Payments,Outflow,Finance,South,MetalWorks Ltd.,PO-58915,19000.5,18811.48,18811.48,-189.02,-1.0,Actual,Yes
CF-0390,2026-04-10,Apr 2026,2026,4,Q2,Operating Expenses,Outflow,Finance,South,CloudSys Inc.,EXP-8513,15084.46,15720.46,15720.46,636.0,4.2,Actual,No
CF-0384,2026-04-13,Apr 2026,2026,4,Q2,AP Payments,Outflow,Finance,East,ProStaff Services,PO-75155,16967.69,18217.34,18217.34,1249.65,7.4,Actual,No
CF-0385,2026-04-14,Apr 2026,2026,4,Q2,AP Payments,Outflow,Finance,South,SafetyFirst Supplies,PO-28921,21848.03,21472.53,21472.53,-375.5,-1.7,Actual,Yes
CF-0377,2026-04-15,Apr 2026,2026,4,Q2,Product Sales,Inflow,Sales,West,Summit Enterprises,ORD-7209,105151.62,85692.52,85692.52,-19459.1,-18.5,Actual,No
CF-0378,2026-04-17,Apr 2026,2026,4,Q2,Service Revenue,Inflow,Sales,North,Pacific Distributors,SVC-1423,35950.36,31384.91,31384.91,-4565.45,-12.7,Actual,No
CF-0374,2026-04-18,Apr 2026,2026,4,Q2,Product Sales,Inflow,Sales,West,Pacific Distributors,ORD-8537,44391.76,41889.52,41889.52,-2502.24,-5.6,Actual,No
CF-0389,2026-04-18,Apr 2026,2026,4,Q2,Operating Expenses,Outflow,Operations,South,OfficePro Services,EXP-3220,18621.22,20472.92,20472.92,1851.7,9.9,Actual,No
CF-0370,2026-04-19,Apr 2026,2026,4,Q2,AR Collections,Inflow,Finance,Central,Harmon Industries,INV-84277,35058.78,36410.2,36410.2,1351.42,3.9,Actual,Yes
CF-0375,2026-04-20,Apr 2026,2026,4,Q2,Product Sales,Inflow,Sales,South,Nova Technologies,ORD-7018,32284.0,30531.13,30531.13,-1752.87,-5.4,Actual,No
CF-0388,2026-04-21,Apr 2026,2026,4,Q2,Payroll,Outflow,HR,Central,Payroll Processing,PAY-202604-2,161649.45,146041.77,146041.77,-15607.68,-9.7,Actual,Yes
CF-0380,2026-04-24,Apr 2026,2026,4,Q2,Service Revenue,Inflow,Sales,Central,Redwood Consulting,SVC-4707,45504.27,46054.47,46054.47,550.2,1.2,Actual,Yes
CF-0371,2026-04-25,Apr 2026,2026,4,Q2,AR Collections,Inflow,Finance,North,Blue Sky Solutions,INV-20279,36908.6,41116.71,41116.71,4208.11,11.4,Actual,Yes
CF-0373,2026-04-25,Apr 2026,2026,4,Q2,AR Collections,Inflow,Finance,West,Summit Enterprises,INV-13883,40612.07,44539.33,44539.33,3927.26,9.7,Actual,Yes
CF-0376,2026-04-26,Apr 2026,2026,4,Q2,Product Sales,Inflow,Sales,North,Blue Sky Solutions,ORD-8191,57300.0,49606.3,49606.3,-7693.7,-13.4,Actual,No
CF-0379,2026-04-26,Apr 2026,2026,4,Q2,Service Revenue,Inflow,Sales,West,Summit Enterprises,SVC-4537,37667.76,34688.9,34688.9,-2978.86,-7.9,Actual,No
CF-0381,2026-04-29,Apr 2026,2026,4,Q2,Interest Income,Inflow,Finance,East,Bank of Commerce,INT-202604,1763.12,1610.3,1610.3,-152.82,-8.7,Actual,No
CF-0392,2026-04-30,Apr 2026,2026,4,Q2,CAPEX,Outflow,Operations,Central,OfficePro Services,CAP-1150,71648.04,75270.78,75270.78,3622.74,5.1,Actual,No
CF-0393,2026-05-03,May 2026,2026,5,Q2,AR Collections,Inflow,Finance,Central,Meridian Corp,INV-42536,54376.28,54138.42,54138.42,-237.86,-0.4,Actual,No
CF-0419,2026-05-04,May 2026,2026,5,Q2,Operating Expenses,Outflow,Operations,Central,BuildRight Materials,EXP-9641,15098.61,16766.91,16766.91,1668.3,11.0,Actual,No
CF-0420,2026-05-05,May 2026,2026,5,Q2,CAPEX,Outflow,IT,Central,BuildRight Materials,CAP-1243,38266.2,39373.34,39373.34,1107.14,2.9,Actual,No
CF-0410,2026-05-06,May 2026,2026,5,Q2,AP Payments,Outflow,Finance,South,MetalWorks Ltd.,PO-61648,19813.56,21585.64,21585.64,1772.08,8.9,Actual,No
CF-0405,2026-05-07,May 2026,2026,5,Q2,Service Revenue,Inflow,Sales,Central,ClearPath LLC,SVC-1466,27729.1,28551.63,28551.63,822.53,3.0,Actual,Yes
CF-0414,2026-05-07,May 2026,2026,5,Q2,Payroll,Outflow,HR,South,Payroll Processing,PAY-202605-1,128869.95,112451.01,112451.01,-16418.94,-12.7,Actual,Yes
CF-0395,2026-05-08,May 2026,2026,5,Q2,AR Collections,Inflow,Finance,South,Redwood Consulting,INV-77999,23620.57,24970.74,24970.74,1350.17,5.7,Actual,Yes
CF-0404,2026-05-09,May 2026,2026,5,Q2,Service Revenue,Inflow,Sales,South,Meridian Corp,SVC-3364,21236.23,21242.56,21242.56,6.33,0.0,Actual,Yes
CF-0406,2026-05-11,May 2026,2026,5,Q2,Service Revenue,Inflow,Sales,East,Titan Manufacturing,SVC-2591,53534.41,55200.73,55200.73,1666.32,3.1,Actual,Yes
CF-0409,2026-05-12,May 2026,2026,5,Q2,AP Payments,Outflow,Finance,Central,FastShip Logistics,PO-53477,10210.16,10138.28,10138.28,-71.88,-0.7,Actual,Yes
CF-0412,2026-05-12,May 2026,2026,5,Q2,AP Payments,Outflow,Finance,Central,Acme Supplies Co.,PO-51759,7930.01,7998.93,7998.93,68.92,0.9,Actual,No
CF-0417,2026-05-12,May 2026,2026,5,Q2,Operating Expenses,Outflow,IT,West,Acme Supplies Co.,EXP-9225,23935.5,25609.74,25609.74,1674.24,7.0,Actual,No
CF-0396,2026-05-13,May 2026,2026,5,Q2,AR Collections,Inflow,Finance,East,ClearPath LLC,INV-99070,43409.38,44183.44,44183.44,774.06,1.8,Actual,Yes
CF-0402,2026-05-15,May 2026,2026,5,Q2,Product Sales,Inflow,Sales,West,Harmon Industries,ORD-8318,61241.4,58395.59,58395.59,-2845.81,-4.6,Actual,No
CF-0407,2026-05-15,May 2026,2026,5,Q2,Service Revenue,Inflow,Sales,East,Titan Manufacturing,SVC-1706,27135.35,29800.25,29800.25,2664.9,9.8,Actual,Yes
CF-0397,2026-05-16,May 2026,2026,5,Q2,AR Collections,Inflow,Finance,North,Meridian Corp,INV-48722,74869.06,81768.05,81768.05,6898.99,9.2,Actual,Yes
CF-0399,2026-05-16,May 2026,2026,5,Q2,Product Sales,Inflow,Sales,North,Meridian Corp,ORD-8589,66048.71,68773.74,68773.74,2725.03,4.1,Actual,Yes
CF-0411,2026-05-16,May 2026,2026,5,Q2,AP Payments,Outflow,Finance,Central,PowerGrid Utilities,PO-29194,25976.85,26543.91,26543.91,567.06,2.2,Actual,No
CF-0413,2026-05-16,May 2026,2026,5,Q2,AP Payments,Outflow,Finance,West,CloudSys Inc.,PO-64872,24195.77,25007.48,25007.48,811.71,3.4,Actual,No
CF-0394,2026-05-21,May 2026,2026,5,Q2,AR Collections,Inflow,Finance,North,Pacific Distributors,INV-53463,20524.91,22062.19,22062.19,1537.28,7.5,Actual,Yes
CF-0415,2026-05-21,May 2026,2026,5,Q2,Payroll,Outflow,HR,South,Payroll Processing,PAY-202605-2,109208.99,109202.32,109202.32,-6.67,-0.0,Actual,Yes
CF-0398,2026-05-24,May 2026,2026,5,Q2,AR Collections,Inflow,Finance,South,Blue Sky Solutions,INV-55656,65385.11,62250.63,62250.63,-3134.48,-4.8,Actual,No
CF-0401,2026-05-24,May 2026,2026,5,Q2,Product Sales,Inflow,Sales,Central,Harmon Industries,ORD-9227,104043.41,88090.88,88090.88,-15952.53,-15.3,Actual,No
CF-0403,2026-05-24,May 2026,2026,5,Q2,Product Sales,Inflow,Sales,North,Titan Manufacturing,ORD-6616,58624.5,56935.84,56935.84,-1688.66,-2.9,Actual,No
CF-0416,2026-05-25,May 2026,2026,5,Q2,Operating Expenses,Outflow,Sales,Central,OfficePro Services,EXP-7184,18009.96,15115.2,15115.2,-2894.76,-16.1,Actual,Yes
CF-0400,2026-05-26,May 2026,2026,5,Q2,Product Sales,Inflow,Sales,South,Meridian Corp,ORD-5185,50522.45,56700.94,56700.94,6178.49,12.2,Actual,Yes
CF-0408,2026-05-26,May 2026,2026,5,Q2,Interest Income,Inflow,Finance,South,Bank of Commerce,INT-202605,5134.07,4988.28,4988.28,-145.79,-2.8,Actual,No
CF-0418,2026-05-27,May 2026,2026,5,Q2,Operating Expenses,Outflow,Operations,North,PowerGrid Utilities,EXP-3264,7355.58,7080.76,7080.76,-274.82,-3.7,Actual,Yes
CF-0425,2026-06-03,Jun 2026,2026,6,Q2,AR Collections,Inflow,Finance,East,Meridian Corp,INV-62802,39384.82,0.0,38105.92,0.0,0.0,Forecast,
CF-0436,2026-06-03,Jun 2026,2026,6,Q2,AP Payments,Outflow,Finance,South,TechCore Solutions,PO-26763,14242.09,0.0,14516.97,0.0,0.0,Forecast,
CF-0444,2026-06-04,Jun 2026,2026,6,Q2,Operating Expenses,Outflow,Operations,North,MetalWorks Ltd.,EXP-8227,16382.42,0.0,16961.19,0.0,0.0,Forecast,
CF-0445,2026-06-05,Jun 2026,2026,6,Q2,CAPEX,Outflow,Operations,West,SafetyFirst Supplies,CAP-2723,113524.59,0.0,112129.67,0.0,0.0,Forecast,
CF-0439,2026-06-07,Jun 2026,2026,6,Q2,Payroll,Outflow,HR,South,Payroll Processing,PAY-202606-1,171989.41,0.0,171195.11,0.0,0.0,Forecast,
CF-0432,2026-06-09,Jun 2026,2026,6,Q2,Service Revenue,Inflow,Sales,North,Meridian Corp,SVC-2523,40147.28,0.0,41909.93,0.0,0.0,Forecast,
CF-0433,2026-06-10,Jun 2026,2026,6,Q2,Service Revenue,Inflow,Sales,North,Harmon Industries,SVC-2758,29042.69,0.0,30528.66,0.0,0.0,Forecast,
CF-0435,2026-06-11,Jun 2026,2026,6,Q2,AP Payments,Outflow,Finance,North,TechCore Solutions,PO-76383,6290.25,0.0,5771.47,0.0,0.0,Forecast,
CF-0431,2026-06-14,Jun 2026,2026,6,Q2,Product Sales,Inflow,Sales,East,Harmon Industries,ORD-6080,63804.04,0.0,67447.66,0.0,0.0,Forecast,
CF-0441,2026-06-14,Jun 2026,2026,6,Q2,Operating Expenses,Outflow,HR,Central,FastShip Logistics,EXP-5029,13085.32,0.0,11737.68,0.0,0.0,Forecast,
CF-0426,2026-06-16,Jun 2026,2026,6,Q2,AR Collections,Inflow,Finance,North,Summit Enterprises,INV-86278,43917.65,0.0,41282.23,0.0,0.0,Forecast,
CF-0428,2026-06-16,Jun 2026,2026,6,Q2,Product Sales,Inflow,Sales,Central,Nova Technologies,ORD-7644,95112.05,0.0,99943.52,0.0,0.0,Forecast,
CF-0447,2026-06-18,Jun 2026,2026,6,Q2,Tax Payments,Outflow,Finance,Central,IRS / Tax Authority,TAX-2026-Q2,151870.83,0.0,145186.09,0.0,0.0,Forecast,
CF-0438,2026-06-20,Jun 2026,2026,6,Q2,AP Payments,Outflow,Finance,South,FastShip Logistics,PO-48842,26278.48,0.0,24210.9,0.0,0.0,Forecast,
CF-0443,2026-06-20,Jun 2026,2026,6,Q2,Operating Expenses,Outflow,IT,South,BuildRight Materials,EXP-9126,9725.25,0.0,9815.2,0.0,0.0,Forecast,
CF-0427,2026-06-21,Jun 2026,2026,6,Q2,Product Sales,Inflow,Sales,West,Summit Enterprises,ORD-5518,107632.77,0.0,113384.23,0.0,0.0,Forecast,
CF-0440,2026-06-21,Jun 2026,2026,6,Q2,Payroll,Outflow,HR,Central,Payroll Processing,PAY-202606-2,88668.8,0.0,90775.96,0.0,0.0,Forecast,
CF-0422,2026-06-22,Jun 2026,2026,6,Q2,AR Collections,Inflow,Finance,North,Meridian Corp,INV-27771,74172.83,0.0,84742.14,0.0,0.0,Forecast,
CF-0424,2026-06-22,Jun 2026,2026,6,Q2,AR Collections,Inflow,Finance,West,Pacific Distributors,INV-74154,61403.99,0.0,58217.29,0.0,0.0,Forecast,
CF-0421,2026-06-23,Jun 2026,2026,6,Q2,AR Collections,Inflow,Finance,Central,Nova Technologies,INV-47923,27597.51,0.0,30025.64,0.0,0.0,Forecast,
CF-0442,2026-06-24,Jun 2026,2026,6,Q2,Operating Expenses,Outflow,IT,East,PowerGrid Utilities,EXP-9381,18822.98,0.0,19260.92,0.0,0.0,Forecast,
CF-0446,2026-06-25,Jun 2026,2026,6,Q2,CAPEX,Outflow,IT,North,Acme Supplies Co.,CAP-3405,115536.39,0.0,96720.84,0.0,0.0,Forecast,
CF-0430,2026-06-26,Jun 2026,2026,6,Q2,Product Sales,Inflow,Sales,West,ClearPath LLC,ORD-5133,33463.85,0.0,32188.23,0.0,0.0,Forecast,
